"CPA1","SLC14A1","EDIL3","SLIT1","HOXB5","SYNJ2BP","DNALI1","NPR2","C3orf36","TRIM61","SCN7A","ADAMTS18","ZNF662","GPR112","FAM163A","FILIP1","ABCG8","OR1E1","ENPP3","PREP","SIAH3","PLN","EGLN3","TSPAN18","NEXN","SC4MOL","C6orf126","FAM55C","FHOD3","GHR","C6orf105","PLCZ1","CCDC158","TMEM86A","C18orf34","CXCR1","GLA","CXCR2","ZNF560","DSG3","GFRA1","ACSS3","AQP2","ABCA4","SCARA5","ARHGEF37","CCDC89","OR5K1","AKR1B1","KRT14","ADRB3","DPYSL3","SPOCK3","OR51S1","LPL","C14orf132","ARHGEF38","LOC643486","LAPTM4A","PLA2G7","OR51E2","PPARGC1B","SLC2A5","FAM83C","PNMT","CYSLTR2","C11orf45","TPD52L1","NOS1","KCNA4","ROS1","TPSG1","BDH1","EVX2","PRSS35","CCND2","PFKFB3","ZFP92","LOC100240735","KBTBD13","HOMEZ","SVOPL","FAM3B","SERPINF2","POU3F3","RAB9B","EPHA10","SCARA3","FLJ45983","TRPV3","SGK269","NKX2-3","ME1","ANO6","SLCO2A1","TRPM4","ADCYAP1R1","SPINK13","AFAP1L2","NKAPL","PRNP","SLC18A2","TMX4","MMP16","TBX2","MIPEP","NKAIN1","AFF2","GRK5","MESTIT1","C2orf88","ARL4D","SNHG3","FAT4","AP3S1","LOC100130331","PAX2","PM20D1","MMP26","LPCAT2","CISH","C10orf137","DRD5","GFOD1","RHOBTB2","DUOXA1","LOC644936","VCL","HOXB3","SEMG1","FXYD6","ANK2","ATP6V0D2","SCUBE1","TMLHE","DMD","HTR7","PCDHGB1","GSTM3","C1orf9","NKX1-2","CHST11","MAP1B","IL18R1","TBX4","ANXA2P3","FUT6","GPM6A","IL33","RGS7BP","FOXI2","KCNH7","CD84","TMEM45B","TBX1","SPON2","FUT2","SPARCL1","ITGA8","SH2D1B","TRPC6","AQPEP","OR10V1","CHD5","GPRC5B","SPON1","GPX6","LIPG","KCNS2","PCP4L1","CDH9","PRDM16","FGFBP1","REC8","MACC1","RALGAPA2","KCNH1","TRIM6","PAQR5","TSHZ2","OR5P2","SYNM","HEXA","HAPLN1","C9orf167","FPR2","GPR109A","KIAA1244","FCRLB","SLC16A7","PRKACG","ITSN1","SLC5A8","SPINK2","VWA5B2","HPN","DKFZP434H168","ARSF","ARSH","OGDHL","KCTD14","PON3","C5orf25","FAM92A1","ZNF185","NAP1L6","TMEM164","PTGIS","C1QTNF7","GRXCR1","GLDN","SLC34A2","CDK15","FAM155B","LCE1B","POR","GLRA4","C13orf26","SNORA40","STAC","SGPP2","KCNAB1","MANEAL","STK32A","PJA1","CSRNP3","KCNQ1","DAAM2","SH3BP5","PAK3","ATP6V1G3","TMOD2","RAB39B","REPS2","TSPAN3","GPR133","MFI2","SLC2A9","CLDN19","PALM3","LOC283392","IGSF10","TMEM213","PCDH10","ANXA8","CRYGD","CNTFR","C1orf183","SMR3B","GATA5","TMEM114","HOXB4","CTTNBP2","SYT10","CDC42EP3","NYX","DCC","TSPAN7","KIF26B","SEMA7A","CLDN2","RBBP7","RBMS3","ATP1B2","C8orf84","SLC9A4","CRHBP","C6orf186","EDDM3A","FOLR1","LGR6","ATRNL1","ACSL6","NSUN5P1","HOXD3","FLJ42875","TCP10","PGC","PCA3","TGFBR3","FAM110C","CCDC27","MAS1","SYT8","SLFN11","BMP5","CCDC46","CPZ","GSC","ANKRD43","IGSF1","SOX5","TAF7L","RSPO3","CRABP1","SEMA3A","AMELX","OGN","RAB40A","OLFML1","ABCG4","CYP2A13","SNORA18","SIK1","CD69","GNAZ","SSTR3","UGT3A2","LOC554202","SH3RF1","HOXD4","CCDC85A","KLHL14","ZNF488","PLLP","SLCO3A1","ADCY9","NCALD","AHNAK2","NEURL1B","EPHA3","ATP6V0A4","AMOT","KLHL35","PSG5","FAM107B","KCNG1","RNU11","KIAA0408","SNAP25","APOBEC3G","UNC5C","IRF5","PAPPA","SNORA76","PATE3","ICA1L","ACE","NIPSNAP3B","EMX2OS","RAB40AL","GSTM2P1","MNDA","CCDC80","PEG3","SULT1A2","RIPPLY1","CDO1","SRD5A2","PRKG1","PDE1C","CPB2","ACPL2","SERPINB13","ENO2","TBX5","CPEB1","ERBB4","DNTT","OR7C1","ACSM1","PGR","CD82","ANGPT1","TRHDE","DZIP1","PREX2","LRRK2","HMGCLL1","TSLP","CACHD1","ZNF423","BEND3","LCN15","ANO1","CYP4F8","TFE3","RNF126P1","CAV1","SORT1","LCE1C","FLNA","EMX2","PLCL1","RSPO1","FOXL2","RAB11FIP2","KCNJ3","TMEM127","SNRNP70","NLRP12","LARGE","FLJ10357","ADCY5","ABCD2","DOC2B","TNNI3K","VSX1","PLEKHA2","CA4","FAM176A","LOC284379","XKRX","PTGER2","FAM13B","ZNF146","CYP26B1","ACVRL1","FAM167A","MCF2","POU2F3","PTGES","C15orf51","KRT24","FABP7","PRRT3","NID1","UGT3A1","COL14A1","THSD1P1","CLCA3P","TMEM171","HES4","FZD8","NKX6-1","LOC284276","MAP1A","DNAJB4","SOX7","ATP13A5","OOEP","STAC2","PLAG1","ASS1","DDR2","ADAMTS5","KRT222","TMEM101","RAB37","ZNF804A","C1QTNF1","TES","PGF","PCDHA4","CLC","TGM4","AQP9","VSNL1","KLHL4","CYP4B1","KRT33A","CCDC110","AOX1","ZIC2","IQSEC3","KCNS1","ILDR1","CA14","FAM196B","CRTAC1","NLGN3","HCN4","ST6GALNAC4","KCNJ16","KANK4","FRMD3","PTGS1","HOXB2","ATP11C","PKD1L2","GCNT4","PLAC8L1","GBP6","IL20RB","SPESP1","CAPZA3","AIF1L","JAZF1","TBL1X","PAQR7","GFOD2","CAPN6","TMEM37","PRKACA","GAS2L1","CLEC4GP1","LMO3","SSTR2","NTRK1","ANXA13","MATN2","GPX8","ABCC3","WNT2B","SLITRK2","HIST1H4J","GNG13","LOC728758","KCNT2","FNIP2","IP6K3","CAMK2G","GJD2","CHRDL1","PRND","ARC","FERMT2","UGT2B7","ANGPTL1","ZFHX4","METAP2","TDRD6","SAG","KIF26A","CPNE2","STARD8","ITGA9","KCNJ13","LOC149837","HOXD8","HEPH","ASTN1","ALDH1A2","ST8SIA1","RASSF5","DUSP2","SNORA12","KCNJ5","GKN1","C14orf37","FGD6","LINGO2","SCIN","NRK","C1QL1","PATE1","NECAB1","TNMD","PARD6B","LHX1","MRO","ASPA","ACTC1","HOXB6","LHFPL2","LOC400759","SLC16A4","GFRA2","HS3ST5","B4GALT6","HOXB7","KCNB1","ELF5","CDH8","FOXF1","FOXF2","LRP1B","OCA2","FLNC","UBXN10","TMEM132C","FOXD1","IGDCC4","PGM5P2","DEFB131","LOC285768","ACSM5","CFL2","RGS16","IRAK3","SGCB","CALCR","MUC6","TMEM100","PORCN","CMTM4","ZNF536","HBB","ELP3","ORC3L","JPH4","MKX","WIF1","C20orf202","GPR156","CPNE5","TRPC1","SYT9","TMEM139","CNTN1","GOLM1","DSCAML1","PATE4","SIM1","SLC31A2","FAM196A","LOC100131726","ITGB3","GPR152","TGM5","A2BP1","WFDC12","KLHL33","RHBDL3","DMRT2","NFYB","RNF180","ERG","FAM55D","PCDH11Y","CCRL1","SUSD4","MCOLN2","FKBP7","C7orf58","RGL1","FGF2","HOXB8","LOC339535","DUOX2","SYT11","KIAA1875","ATP13A4","PLCL2","USP44","GSTP1","WFDC11","CDH23","DTNA","SCARNA16","SLC24A4","CAMK1D","C11orf87","GDF15","RGAG1","NAGS","PRKCA","GATA3","CAPNS2","SLC25A45","ISL2","APOC1P1","MLC1","C12orf75","LYVE1","CLIP3","NID2","RPE65","EFEMP1","NDRG4","ZAK","DGKG","LOC150568","DHDPSL","GCOM1","C15orf43","FBLIM1","KCNK15","LOC401093","WWC3","MIXL1","MSGN1","IL12RB2","C15orf41","PRPS2","TMEM229B","ANXA9","OR10A3","FBXL21","C7","UNC5B","SLC26A3","HTR1E","CCNI2","RASL12","C6orf174","SOSTDC1","HPS1","EPS8","GJA3","CA2","FGF7","ARNTL","ELAVL3","ASB3","GRIP1","HSD11B1","HDAC1","KCTD4","RERG","ATP1A4","FUT3","KIRREL3","BHMT2","PCDH7","DPYSL2","ANKS1A","TDRD1","COL6A3","PIK3C2G","SFRP5","FGFR1","MAP3K12","TUBB2A","HIF3A","LOC400804","APOB48R","FN1","CLDN1","ZNF98","SNORA34","HOXB9","GABRP","DRD2","CACNA1F","MYH11","CES7","PCDH11X","SRMS","KIAA1614","DSG4","LHFPL1","GPR149","TMEM35","ADRA1B","TRPM5","FCGR3B","MASP1","DLX1","MAMDC2","SLC9A1","LRFN5","AOC3","OR4M2","TTBK1","NEUROG2","KCP","NELL2","SCGB1D4","PLIN5","QPRT","RAGE","KRT16","SLC13A2","G0S2","PPP1R12A","OR51A4","FAM9B","GLIS3","KCNK10","ITGA5","GRAMD1B","IL20","CHEK1","RLN3","DUSP4","HOXD12","SCUBE3","RIMS3","SLCO4C1","RAB19","S1PR3","ID1","HRASLS","SLC10A5","PENK","MRVI1","KRT7","LRMP","STARD4","CTU1","RASAL1","CHST3","OR51G1","TMEM132E","CAMK1G","NAALADL2","PRDM5","OR51L1","PLXNA4","ARL10","LYPD6B","HS3ST3A1","DPP6","PDK4","APOBEC3A","P2RY14","RUSC2","TRPM3","LRRN3","PTGS2","WNT9B","CDH7","RASL10B","WISP1","RASGRF2","FLJ43390","SLIT2","EYA4","RNF112","B4GALNT4","GJD3","CLVS2","SNORA10","OR51T1","LOC84856","PDZRN4","C1orf130","C14orf49","KCNJ15","LSAMP","EFHD1","PIP5K1C","KANK2","HRNBP3","SLC16A12","HSPA6","PADI3","MAMLD1","LPAR5","CABP4","RASL11B","FAM107A","TMEM200C","FRMD7","TP53AIP1","PROL1","TLN1","C5orf34","SNORA72","NOX1","ALDH1L2","PC","MOBKL2B","ABCG2","SERPINA12","LOC100128675","P2RY12","EPHB1","CXCL13","CAMK4","MFSD2A","WNT2","C1orf186","FGF10","JAKMIP2","CDK18","SERPINA5","TMPRSS11D","NXPH2","STOX2","OR10A6","SLMAP","PRLR","TRIM9","DMBT1","COL4A4","GNAO1","LCA5","MAGEA11","RAB38","LOC100192378","NPFFR2","PATE2","ISYNA1","SLC41A2","FRMD6","EDN2","S100A14","SVIL","CLU","SLC28A3","TMEM108","LOC284551","SLC46A2","PDE7B","C16orf74","PIWIL4","PIP","POU3F1","MYLK","SEMG2","COL21A1","RGS18","C13orf39","DPH1","OR5AU1","ABHD6","SLIT3","COLEC10","GMDS","EPHA7","NSF","AMPH","DNM3","SLC8A1","LOC348021","SEC23A","RAET1G","ADRA1A","DCN","KRT4","MGC2889","LOC283856","GSTM1","C6orf227","DISP2","MYOCD","FAM83A","TNIK","PDCD1LG2","SDPR","NKIRAS1","DAB1","CRYBA1","NRCAM","CES4","PAQR8","LOC728875","GSTTP1","SLITRK1","LOC399959","ANKRD45","OR1G1","CD300LG","ARHGEF9","KIAA1210","ABHD4","FOXS1","DCHS2","CD200","PIP5K1B","ZNF750","SLC39A2","SAMD12","CHRNA4","LY75","GPR75","PEX2","FAM65C","RHOJ","FDX1","DMC1","GPR144","C1orf114","CCDC74B","ASAM","HPCAL4","TLK1","C7orf51","PAX8","ZEB2","SULT2A1","CCDC54","MGC14436","C14orf176","OLFM4","INPP5J","CRABP2","PLBD1","GPR161","PGAP2","ASTL","CBLN4","LRRN1","DUOX1","NMUR1","CARD6","LRRC17","ARHGAP20","LRRC3B","PLA2G4A","PSME3","GPR109B","GNAT3","RGS22","PNMA2","TMEM196","NRXN3","PNPLA1","CHN1","PRKCB","KCNJ1","STK33","C11orf93","TLR2","SV2B","FAM5B","FAM46A","WISP3","WNT7A","DMRTB1","KRT27","GP5","HRH2","PLA2G3","MGC16703","MTMR8","RECK","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-708-3p","hsa-miR-374a-5p","hsa-miR-582-5p","hsa-let-7a-3p","hsa-miR-204-5p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-532-3p","hsa-miR-500a-3p","hsa-miR-181c-5p","hsa-miR-101-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-181a-3p","hsa-miR-222-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-miR-361-5p","hsa-miR-221-3p","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-miR-96-5p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-let-7d-5p","hsa-miR-769-5p","hsa-miR-423-3p","hsa-miR-342-3p","hsa-miR-145-3p","hsa-miR-340-5p","hsa-miR-181b-5p","hsa-miR-486-5p","hsa-miR-200b-3p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-33a-5p","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-15b-3p","hsa-miR-744-5p","hsa-miR-589-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-10b-3p","hsa-miR-191-5p","hsa-miR-363-3p","hsa-miR-324-3p","hsa-miR-590-5p","hsa-miR-1468","hsa-miR-148a-5p","hsa-miR-378c","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-338-3p","hsa-miR-28-5p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-193a-5p","hsa-miR-139-3p","hsa-let-7i-5p","hsa-miR-328","hsa-miR-181a-5p","hsa-miR-130a-3p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-130b-3p","hsa-miR-199a-5p","hsa-miR-181c-3p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-106a-5p","hsa-miR-146b-5p","hsa-miR-181a-2-3p","hsa-miR-378a-3p","hsa-miR-1296","hsa-miR-127-5p","hsa-miR-135a-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-136-3p","hsa-miR-15b-5p","hsa-miR-29a-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-409-3p","hsa-miR-26a-5p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-19b-3p","hsa-miR-133a","hsa-miR-107","hsa-miR-484","hsa-miR-375","hsa-miR-183-5p","hsa-miR-200c-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-379-5p","hsa-miR-23b-3p","hsa-miR-100-5p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-155-5p","hsa-miR-3613-5p","hsa-miR-181d","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-200a-3p","hsa-miR-340-3p","hsa-miR-126-5p","hsa-miR-3653","hsa-miR-27b-5p","hsa-miR-335-5p","hsa-miR-625-3p","hsa-miR-99a-3p","hsa-miR-1180","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-26b-3p","hsa-miR-664a-5p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-30d-3p","hsa-miR-542-3p","hsa-miR-17-5p","hsa-miR-423-5p","hsa-miR-452-5p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-127-3p","hsa-miR-199b-5p","hsa-miR-218-5p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-194-5p","hsa-miR-374b-5p","hsa-miR-125b-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-24-2-5p","hsa-miR-411-5p","hsa-miR-324-5p","hsa-miR-16-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-125a-5p","hsa-miR-20b-3p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-20a-3p","hsa-miR-23a-3p","hsa-miR-185-5p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-92a-3p","hsa-miR-744-3p","hsa-miR-193b-3p","hsa-miR-30a-3p","hsa-let-7b-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-27b-3p","hsa-miR-19b-1-5p","hsa-miR-24-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-19a-3p","hsa-miR-139-5p","hsa-miR-628-5p","hsa-miR-152","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-149-5p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-1301","hsa-miR-410","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-654-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-let-7d-3p","hsa-let-7e-5p","hsa-miR-143-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
