"TTC36","SLC7A14","SHBG","SLC14A1","KNG1","FAIM2","MARVELD2","ECHDC1","WEE2","EPN3","HOXB5","KRBA1","ALDH1L1","PLAC2","GLYCTK","BMP6","GPR123","SCN7A","SRL","SLC23A1","HLA-DQB2","DIRAS2","ENPP3","CXCR7","MME","SIAH3","GRIA4","EGLN3","C6orf155","TUBAL3","UMOD","ALDH4A1","UPB1","GIMAP1","MGC27382","G6PC","GPC3","DDN","ELOVL2","FRG2C","AQP2","SLC36A2","OGG1","ABCA4","PILRA","GNLY","PITX2","APOL3","ZMYND15","GLTP","KHDRBS2","HLA-F","TMEM206","C11orf54","CDH16","GAL3ST3","LPL","AMELY","LTB4R","CDON","ZNF248","BTN3A2","PLXDC1","PRKAR2B","CLUL1","TCF21","HLA-H","DNASE1","GRM1","ACOX2","C4orf31","DTX1","PTPN4","NOS1","DMRTC1","ROS1","ANKRD2","FCRL6","LOC121838","SCNN1B","XPNPEP2","SFRP1","SLC47A2","PFKFB3","SLC26A4","ARHGAP25","AKAP4","QRFPR","EVPL","FAM3B","ANK1","MARCH4","C7orf41","SLC5A7","PCSK2","DPP9","PRR15","LGALS12","LOC100302640","COL4A6","AK3L1","HSPB7","MCF2L","DMGDH","RXFP4","AFAP1L2","CHST9","SLC7A9","NDUFA4L2","CADM1","RGS5","GALNT6","GREM2","IFNA16","WDR72","ALDOB","TBL1Y","FRG2B","ANKRD36","FAM46D","LDHD","GATM","CDKL2","SAT2","PVRIG","LGSN","C9orf103","SUCLG1","C11orf16","PLEKHB1","RAB11FIP4","NT5C1A","FSHB","WDR90","TBC1D16","KLRG2","ENHO","GK","MNS1","PNPLA3","PM20D1","IFI30","LRRC2","EPB41L4B","CNNM2","AKAP3","GLOD5","IQGAP2","SEMG1","SCCPDH","TMEM207","RAET1E","RAP1GAP","C9orf152","CCDC146","EDN1","GRIK3","LOC284578","TMEM30B","ENPP6","OLFM3","CTXN3","GSTM3","DLX5","MT1F","SLC27A2","CLIC5","CLCNKB","LOH12CR2","BPHL","HRG","BTG2","FUT6","ACSBG2","CNDP1","HADH","GNAI1","ODAM","GADL1","LOC645323","WNT8B","EMID2","C15orf56","HSPC072","NUDT4","CD84","TMEM45B","FUT2","SLC4A11","C20orf195","FTO","XYLB","AHSA2","CDH9","PRDM16","NCF1C","SNX33","TRIM6","IMPG2","CDH4","CLRN2","GJA8","GPR110","CNKSR1","MFAP3L","FAM108C1","PDGFD","ZPBP","RNASET2","AGPAT9","TNNI1","RP1","CSPG4","NDST3","ADH1C","CLDN20","RASD1","CASZ1","ACAA1","PLIN2","GRAMD4","NHLRC4","SLC5A8","DEGS2","MAPRE2","ARSH","GALNT3","CACNA2D3","CST8","TMEM66","TRAM1L1","XAGE2","NCF1","ASPHD1","MST1P9","NCRNA00111","ST6GAL1","HS6ST1","B4GALNT2","LPCAT1","APOBEC3C","FGF1","OR2T6","SFXN2","LOC144776","LOC144486","PLAU","ADM","HOOK1","CYGB","IFLTD1","TMEM174","MFI2","CLDN19","STC2","CYP3A4","HPCAL1","IGSF10","CST9","MTNR1A","GMPR","NIPAL1","ANGPTL4","MOGAT2","TRPV6","OR51E1","GATA5","SLC13A3","NCCRP1","DNAJC16","PRMT8","PCSK6","NOX4","RBP3","DACH1","FABP1","PLG","SLC9A4","CRHBP","FLT1","ATXN10","NAV2","CORIN","ACSL6","DUSP9","C12orf59","HCRTR1","PWRN1","PTPRM","FLJ42875","P2RY2","TCP10","C1orf180","HIBCH","ADAMTS15","EFCAB5","TGFBR3","CR1","VDR","CNP","C4orf47","AGFG2","EHD3","TYROBP","BHMT","GHRHR","WT1","SPTBN2","BVES","GGT6","ST7OT2","COLEC11","WDR49","PLCE1","SLC22A8","SLC16A5","KLRC3","SUSD2","KLHL14","ALS2CL","MTHFD2L","CLCNKA","IFNA14","ZNF488","FAM171A1","BHLHE41","NUAK2","CYFIP2","MOSC2","SEC16B","MYCN","MPPED2","PROX1","TYRO3","DNAJC11","FAM5C","LOC25845","APOBEC3G","PRL","GPBAR1","DNAJB13","CNTD2","COL23A1","TDRD5","MYEOV","GPR98","EPX","CYP4F2","FAM83E","CEBPA","CELF3","GP2","RIPPLY1","TSPAN8","UTS2R","STYK1","SRD5A2","WNK4","TNNT2","GBP2","CHGB","TREM2","H1F0","TRPM6","GJA4","CSF3R","CAPS","FABP2","C2orf55","TFAP2B","RTN3","LY6G5B","ENO2","ERBB4","KLHL21","CCL11","SHMT1","GRHL2","MTOR","RALYL","FMO5","ADAMTS16","OR5E1P","CDKN2C","ETV7","NPHS1","SPHK2","ZNF44","ATP11A","DPYS","RGS1","CLDN10","FNTB","KLK6","ACOT6","C21orf34","PRRT2","HAO2","PLCL1","CYP27B1","SLC14A2","C7orf68","ZDHHC6","CA8","PPFIA4","ADAMTS19","LIN52","HHLA2","TREH","PITX3","HMX3","TNNI3K","SIM2","SLC7A8","SCNN1G","CCL4L2","NAT8L","KCNJ10","EHF","PNCK","ENOX1","OLFML2B","CNGA3","PADI2","POU2F3","SLC7A13","PTPN6","FABP7","HK3","ERMP1","MYLK3","SULT2B1","SCN4B","LOC100303728","CLCA3P","CXorf58","CDH18","FCHO1","HIST1H3F","NOS1AP","HSN2","GPD1","LGR5","PSKH2","PANK2","VSIG1","C6orf176","KHNYN","AGXT","GUCA1C","KCNK13","OPHN1","C1orf162","DCXR","BCL2","HSPA2","KLK7","ASS1","TMPRSS4","PRO1768","TTPA","ZNF804A","SHC3","TNFAIP8L2","FGF11","ECHS1","F11","C1orf104","PVT1","FAM81A","GAS1","IYD","SYN2","LOC400043","PEG3AS","CDC14A","CH25H","PPAP2A","TNFAIP6","HLA-DMA","AGXT2","FXYD4","AGMAT","EXOC3L2","RALBP1","FAM190A","AADACL4","ANKZF1","RUNX3","HOXB2","C17orf104","KIAA1161","SPI1","MRPL33","C14orf4","MTCP1","KCNH6","KIAA1274","AIF1L","TACR3","HTR3D","PBLD","AQP7P1","ACOX1","PAQR7","LACRT","C12orf34","NPNT","SLC39A5","MYOZ2","SCARB1","LMO3","HLA-DRA","GPR113","IFNA7","PP14571","DLG3","SERPINC1","BPI","NCRNA00175","GLYATL1","KSR1","GPR120","TLR5","PROZ","CAMK2G","FMN2","TPPP2","C1orf125","GK3P","SLC5A11","UGT2B7","PPL","GALM","SLC17A1","ASB15","PECI","ITGB1BP1","SRGAP3","PRAM1","RNF43","CA10","CSF2RA","FAM194B","DCD","C9orf70","ANXA4","ACADSB","APOH","KCNJ5","GZMB","SFTA1P","RAB25","ASPDH","C14orf37","GRIK2","LINGO2","NRK","XKRY2","KLHL1","MMS19","FOXN1","CYP2B6","MYO3B","COBLL1","C10orf82","FLRT1","C14orf68","MRO","CGREF1","HOXB6","HIST1H1E","ELF5","SEMA5A","CALML3","MT1H","LIPH","A2LD1","P2RX7","SEMA6D","IFNA17","FLJ40504","AZGP1","AGAP2","EGF","C9orf43","VGLL1","MUC6","IRX1","C19orf41","REEP6","DIO1","RASSF10","SLC17A4","DPEP1","ISX","AVPR2","NKD1","OLFML2A","DAK","SLC34A1","CD27","ESRRB","CNTN1","C9orf53","CRISP2","STX19","MZF1","C20orf54","TM4SF18","LDB2","MOXD1","PTCHD3","SIM1","SUCNR1","DLGAP2","PABPC4L","BNIPL","LPPR5","PCDH11Y","SUSD4","TMEM105","CAPSL","HOXB8","EPCAM","SLC22A3","MPP7","CHP2","USP44","SLC4A8","CN5H6.4","KCNB2","HECW1","TCL1B","MFSD4","C19orf26","SGCG","ANGPT2","SLC12A3","SYT7","TMPRSS12","AGXT2L1","C1orf64","WNK1","NCRNA00051","CNGA1","OR7E91P","PLK2","UBE2Q2P1","GIPC2","SLC25A10","MIOX","ACPP","SEMA5B","CR2","MAL2","UGT2A1","HPD","LEKR1","SLC30A8","ALDH6A1","SCN2A","CFHR4","STRA6","RIMKLA","AMTN","CRYAA","ZP2","ALDH3B2","CEL","C14orf50","LOC148709","IGFBP3","HMX2","BDNF","SLC16A9","GDF3","WNT7B","C7","ACY1","CCNI2","LOC647309","CCDC160","AGBL4","AGPHD1","SOSTDC1","GJA3","ADC","C15orf2","PPP1R1A","VWA2","ACSF2","FCAMR","GZMH","ESRRG","C11orf41","WDR27","SLC15A3","SLC22A6","CA9","VWA1","FUT3","STAC3","BHMT2","UBE2DNL","GRK1","TMIGD1","HS6ST2","PAH","MT1G","TMCC1","TMEM204","TDRD1","CYP4F3","C3orf65","C19orf77","AKR7A3","C9orf171","PCDH15","PPP1R1B","POLD3","HAO1","C6orf41","ARHGAP42","CCND1","ACSM3","UNCX","UPP2","RBMY1J","ATP12A","HOXB9","IRX2","DDC","C10orf95","GABRP","AK7","C17orf88","TDGF1","GABRA2","GGH","PROM2","LOC340094","GPR12","SLC22A7","JAKMIP1","C6orf146","FAM90A1","LPXN","MYO3A","AQP7P3","SLC22A13","FOXA3","FUT11","CD74","SLC12A1","ARHGEF18","HCRTR2","PLA2R1","SLC13A2","C2orf71","HRSP12","TMEM178","SLC15A4","KCNK10","ABCA13","GRAMD1B","CYP4A11","SELE","AAA1","FECH","CKM","SLC5A3","CALB1","GIMAP5","CLCN1","DNMT3L","HGD","FOXC1","KRT40","PCK1","BTNL9","LZTS1","PIPOX","ALB","TYRP1","LYPD6B","KCNN1","SLC28A2","DPP6","GZMA","SSTR5","TRPM3","CTH","SPDYC","RPS6KA6","TFAP2C","MYCNOS","MUC15","DNAH11","C2orf15","TRIM40","EYA4","CASR","TRPV5","ALAD","CTSL2","PLD4","CRB2","C19orf69","COL5A3","IGSF6","TSPAN6","AFM","SIGLEC8","MRPS6","SLC34A3","KCNJ15","EFHD1","LOC340508","KLK5","C9orf66","GPX3","RNF152","TTTY9B","CACNA2D2","SH2D5","GLYAT","MSRA","RBP2","RAG2","CAMK2A","LPAR5","HELT","RASL11B","VSIG8","SEL1L3","NFASC","PPARA","SLC9A3","ADORA3","KIR2DS4","FMO4","CHST6","NR1I3","ETNK2","PC","C1orf65","LGI2","GPC5","DGKB","C2orf65","MAL","CPNE6","C1orf186","C20orf151","FGF10","CDK18","SERPINA5","GNMT","SLC20A2","SLC6A19","AGXT2L2","TRIM9","NTNG1","UXS1","VWA3B","SPINT3","MYBPH","ADH6","ZCCHC16","SCNN1D","FBP1","LOC390858","FOXE3","C2orf54","LOC646498","CLDN16","BARX2","CDKN2A","CBLN2","CHDH","SEMG2","TCL6","NPHS2","FOLH1B","HNF4A","C8orf12","GABRD","B3GALT2","LOC441177","ATG16L2","DACH2","LOC643763","TBX21","LOC146336","AMPH","DNM3","DLX3","SLC8A1","HLA-J","MAN2C1","SLC11A1","APOC3","ALS2CR12","NMUR2","FOXJ1","OSCAR","C9orf135","ZNF804B","SORD","FBXO2","PHYH","VEGFA","APOM","ZBTB8B","GLDC","PRSS22","KCNE1","DAO","PAQR8","APOF","PODXL","SCGB2A1","ZNF683","AQP3","FAM151A","SLC5A2","PLVAP","ABAT","CD200","POPDC2","PCCA","NTN4","ST8SIA4","GJC1","CHRNA4","PTPRO","C17orf108","SUSD3","AMFR","KIAA1919","C9orf139","HPCAL4","PSAT1","C7orf51","PRKCQ","MFSD6L","RSPH9","ZNF395","SOST","VN1R2","TACSTD2","ALDH2","PDE1A","GCNT3","TTC38","SIRPA","C16orf11","SH3GL3","SLC30A2","PIK3R5","PTH1R","TMEM72","LCE2D","FRG2","TDGF3","NELL1","GCDH","ATP1A1","OVCH2","CNTN5","NETO2","ATP2B2","RANBP3L","ENTPD3","NOVA2","FAM171A2","PRPSAP1","SPATA16","C10orf55","ANKRD34B","PNPLA1","KCNJ1","PEPD","SGCZ","SDHAP3","INSRR","PRODH2","ZYG11A","FOXJ3","WIT1","SLC5A12","TSPYL5","ZSWIM5","C17orf107","ARRB2","LOC100130691","CD8B","ST6GALNAC3","PCK2","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-615-3p","hsa-miR-708-3p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-204-5p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-532-3p","hsa-miR-500a-3p","hsa-miR-181c-5p","hsa-miR-101-5p","hsa-miR-32-5p","hsa-miR-181a-3p","hsa-miR-222-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-miR-361-5p","hsa-miR-221-3p","hsa-let-7g-3p","hsa-let-7i-3p","hsa-miR-9-5p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-let-7d-5p","hsa-miR-769-5p","hsa-miR-423-3p","hsa-miR-342-3p","hsa-miR-145-3p","hsa-miR-340-5p","hsa-miR-181b-5p","hsa-miR-501-5p","hsa-miR-486-5p","hsa-miR-200b-3p","hsa-miR-361-3p","hsa-miR-455-5p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-589-5p","hsa-miR-320a","hsa-miR-451a","hsa-miR-10b-3p","hsa-miR-191-5p","hsa-miR-590-5p","hsa-miR-148a-5p","hsa-miR-190a","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-338-3p","hsa-miR-28-5p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-505-5p","hsa-miR-193a-5p","hsa-miR-139-3p","hsa-let-7i-5p","hsa-miR-328","hsa-miR-181a-5p","hsa-miR-130a-3p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-181c-3p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-106a-5p","hsa-miR-146b-5p","hsa-miR-181a-2-3p","hsa-miR-378a-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-3605-3p","hsa-miR-629-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-29a-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-29b-1-5p","hsa-miR-326","hsa-miR-19b-3p","hsa-miR-107","hsa-miR-484","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-1271-5p","hsa-miR-199a-3p","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-100-5p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-708-5p","hsa-miR-140-3p","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-3653","hsa-miR-454-3p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-625-3p","hsa-miR-1180","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-26b-3p","hsa-miR-664a-5p","hsa-miR-21-5p","hsa-miR-7-1-3p","hsa-miR-151a-3p","hsa-let-7e-3p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-30d-3p","hsa-miR-542-3p","hsa-miR-653","hsa-miR-17-5p","hsa-miR-301a-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-24-1-5p","hsa-miR-345-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-127-3p","hsa-miR-218-5p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-194-5p","hsa-miR-374b-5p","hsa-miR-125b-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-24-2-5p","hsa-miR-29b-2-5p","hsa-miR-324-5p","hsa-miR-16-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-125a-5p","hsa-miR-450a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-196a-5p","hsa-miR-186-5p","hsa-miR-20a-3p","hsa-miR-99b-3p","hsa-miR-429","hsa-miR-23a-3p","hsa-miR-185-5p","hsa-miR-106b-3p","hsa-miR-92a-3p","hsa-miR-744-3p","hsa-miR-193b-3p","hsa-miR-30a-3p","hsa-miR-16-2-3p","hsa-let-7b-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-584-5p","hsa-miR-27b-3p","hsa-miR-24-3p","hsa-miR-2355-5p","hsa-miR-509-3p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-628-5p","hsa-miR-503-5p","hsa-miR-152","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-200c-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-18a-5p","hsa-miR-1307-3p","hsa-miR-320b","hsa-miR-29c-5p","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-let-7d-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-143-5p","hsa-miR-30a-5p"
1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,-1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,-1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,-1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,-1,0,1,1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,1
1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,-1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,-1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,-1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,-1,1,0,1,1,0,1,0,0,0,1,-1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,-1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,1,-1,0,0,-1,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,0,-1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0
