"TMED4","PAK1","SLC14A1","FAM162B","CDC45","ESCO2","EIF2B1","HNF1A","PKHD1L1","UBE3C","C15orf42","EME2","C1QTNF2","DECR2","VIL1","AURKA","CLPB","UNC5CL","DDX39","CLEC3B","FNDC4","C11orf80","CD34","PACSIN3","ZMYND19","HSPA7","KCNN4","TYMS","SIAH3","PKMYT1","GJB1","TSPAN18","GALNT7","ProSAPiP1","C1orf126","LOC652276","ADAMTS12","YWHAZ","ABCA8","MGC27382","CXCR1","CXCR2","GPRC5C","PI16","THUMPD2","VPS37A","BRI3BP","CHKB-CPT1B","ACLY","LOC286359","SRRM5","LCE2A","TRPV1","SSRP1","DKK2","MDGA1","ESPL1","CCL14","C8ORFK29","FIGF","METTL3","LOC150197","OSGIN1","KCNIP1","RAB2A","DKC1","PTPRB","KCNA4","LOC728855","SRPX2","BRCA1","POU4F1","PRSS35","CFD","NKPD1","GDF10","CYP1A2","C14orf101","HOXC8","MGST1","FRMD5","TBC1D3","PEBP4","EPHA10","SLC5A7","ANLN","CARS","GRASP","IL1RL1","SPC25","CABP5","KDELR3","CEP55","ZNF285","AK3L1","FASTKD3","DMGDH","C17orf28","SPSB3","LOC339674","VIT","MS4A3","SDC4P","CCL24","C6orf118","OCIAD2","KIF23","FANCA","CTAGE5","C1orf56","LDHD","VWC2","THBD","GATM","FER1L4","TMEM87B","SOCS2","FAM40B","ACADL","RAD51AP1","ECT2L","EXOC3","KISS1R","AARSD1","FOSB","C10orf67","BMPR2","MFAP4","TIMM17A","CYP2D6","ERBB3","ZNF74","ABCA7","F8","STX1A","SLC2A1","TDRD10","SPINLW1","FIGLA","SCUBE1","STX10","TMLHE","FABP4","MFSD9","GSR","D2HGDH","UBA6","IFNK","ADRA1D","IL18R1","NOL3","PRAME","MRPL3","FLJ90757","C7orf13","GPM6A","C13orf30","TMEM45B","KNTC1","SPINT2","OVOL1","HBM","SPATS2L","FHL5","ADCY8","PRKG2","XYLB","PDIA3P","MRPL24","PTPRH","MXRA5","FOXM1","SIRPB1","KCNH2","ACP5","FAM43A","AKR1E2","ARHGAP11B","LY6G6F","ATP1B1","SYNM","APOC2","PDIA4","CABYR","FPR2","SKA3","TAT","FAM24B","FKBP4","CCBL1","THOC1","DEFA1B","OR4D6","C19orf18","KAL1","ARSH","PLXNB3","GALNT3","LOC729799","TCTE3","EGR3","CDK5RAP3","CDH19","JSRP1","C1QTNF7","INTS7","C8orf71","ZNF75A","HBZ","CYP1A1","TMUB2","MED29","KCNAB1","MANEAL","SAMD14","IL3RA","MMRN2","CDCA2","SDCCAG3","NFATC2IP","CAPN8","BCMO1","IFLTD1","GNGT1","IFNA21","GPR172A","GET4","MTNR1A","C8orf76","PCDH10","CLEC1A","FAM101B","KRT82","LOC221122","SNORA68","BUB1B","COPG","RTN4RL2","ANGPT4","RAB22A","GATA5","SDR39U1","WNT3","WDR65","GPIHBP1","HSP90AB1","C19orf45","DCC","NOX4","NCRNA00105","WDR8","KIF26B","EPAS1","CEACAM1","ALDH1B1","FANCG","C19orf59","MYCT1","PPIB","SMOC1","GPER","MAPK8IP3","AGER","RTKN","NSUN5P1","ZNF785","KCNA5","C18orf56","COL3A1","MOCOS","NOL12","LOC91149","SUDS3","FLAD1","GUCY1B2","ADAMTS15","TGFBR3","MAS1","GALNT14","FGR","C6orf134","SFTPC","CCDC64B","NOL7","NFS1","HIST1H2BN","UBE2C","LRFN4","CYP3A7","SSR1","OGN","C1orf107","LOC100287718","CYP2A13","BTG4","FANCD2","BCKDHA","DNASE1L3","OTUD1","HSPB6","HBA2","NKRF","RDM1","LAD1","PGP","AHNAK2","ZIK1","GPR115","ATP6V0A4","MGAM","C13orf15","PRKRIP1","CCNJ","DERL3","C20orf201","CARD14","DUXA","DNAJC11","FAM64A","COL5A2","CELA2B","GABRA3","KIAA0907","ANXA8L1","MYEOV","EPS8L1","SRCIN1","MARVELD3","SRPX","FAM83E","HAS1","LOC401431","UBE2R2","C19orf46","KIAA1683","CDC20","FBXO43","H1F0","TTC9","PLAC9","CASKIN2","PDE1C","CPB2","MSL3L2","AFG3L2","FKBP11","UHRF1","TWF1","ENTPD4","TRHDE","CSTF2","OR5E1P","SILV","ETV7","PPME1","CSRNP1","LRRTM2","C11orf24","ATP11A","NONO","CLDN10","NUF2","CTRB2","CMTM5","LOC100302650","STAB2","SBK1","LY6G6E","STAP2","CARD11","ABCC6P1","TRIM54","RSPO1","WASH7P","KLC4","FNDC1","S100A3","HEY1","C17orf86","ZNF263","CA4","TMEM182","EME1","CEMP1","SLC22A18AS","BNIP3","NAT8L","CHRM1","NUSAP1","ACVRL1","MNX1","NCAPD3","CALCRL","CDH15","USP29","SECISBP2L","CYYR1","HPSE2","SH2B1","AGTR2","NXPH3","FGFBP2","SLC4A1","HIST1H2BK","OR2W3","KIAA0406","RGL3","TPX2","C2orf48","CHAF1A","C1GALT1C1","PTPRQ","LOXHD1","SEMA3G","MT1A","SUV39H1","LIM2","SET","KLF9","CCNB2","LHX4","EFCAB4A","CELSR3","NVL","CASQ2","FAM150B","ANGPTL5","LOC84740","ADAMTS1","CS","CA3","RSPH6A","PCDHB2","SOX7","SATB2","ERLIN1","EGR2","SDC1","PTPN5","SLC27A6","KIAA1524","HERC2P2","STIL","PHKA1","TMPRSS4","KAT2A","CELA2A","LIMS2","FGF11","STT3A","CLC","CDK16","ST6GALNAC1","AQP9","SERPINH1","TMEM62","ARSE","RFWD2","PLK1","BPNT1","SYN2","LOC440356","NUDT5","ENPP1","RFX2","ERCC6L","C2orf72","TCEB1","TFAP2A","PGLYRP1","AGMAT","FUT9","VIPR1","MT1M","MESP1","SYCP2L","TMEM63A","CANX","CENPI","LILRA5","SCGB1A1","GPR158","CDK1","PGK2","KIF4A","FXYD1","PKP3","SRPK1","FOXH1","HYAL2","CENPF","LIPN","FLJ37543","RPL13AP17","RAC3","PLA2G6","RAD54L","MTDH","PPPDE2","TTK","CPT1B","EPR1","TNFSF4","AP1G2","LY6G6D","ACSBG1","ABCC3","RPL22L1","GPR120","STAU1","ITPRIP","ZSCAN16","PRKCE","CDYL","PRND","ARC","BMX","C1orf105","HOXC6","FZD3","BMP15","ANGPTL1","HIST1H4D","UPK3B","C10orf57","SLC25A39","ANKS3","VWDE","EDNRB","STARD8","CSN3","UBE2I","FAM71A","CYP2D7P1","FOXRED1","KIAA0020","UNC45B","LOC150527","SLC16A14","HPS3","FAM113A","C9orf86","C10orf129","CYTL1","GYPE","ODF1","KIF2C","CDC25A","GHSR","LSM14B","DNAJC14","ODF3L1","ADAMTS4","C14orf145","NECAB1","C16orf59","YSK4","E2F8","WNT3A","KCNF1","BRCA2","KRT79","C16orf7","P2RY6","ZBTB16","TMEM63C","DEPDC1","C1orf106","ANAPC7","PADI4","MYH2","HOXB7","FOXF1","HIST1H3H","SRF","SNORA39","EMR3","NR4A3","CFL2","C1QTNF6","C1orf189","SNRPF","PODXL2","CLDN18","GGT7","EMP1","TMEM100","TROAP","CMTM2","REEP6","HBB","MTL5","C6orf191","ERN2","GNB3","PPP1R3A","TFR2","NPEPL1","FAM138D","SLC5A9","C9orf163","PLEK2","NUP210L","NINL","CBLC","BEND2","GOLM1","LYG1","LDB2","VEZT","PYGL","CCBP2","TRIM58","GART","LPPR5","TBCD","PTX3","LOC285629","SPACA4","EXD1","SGK494","SLC6A4","SPATS2","PRX","NTM","GSTM5","CECR7","GEN1","RS1","EIF2AK1","HRCT1","C1orf182","PRG4","PPM1H","FERMT1","B3GNT3","IARS2","LOC145837","SGCG","KCNK4","SLC26A6","SMARCC1","KPNB1","SYT7","STEAP1","TCEA3","SYNPO2L","SNHG10","LYPD1","LYVE1","LPHN2","LENG8","FANCI","ITGA11","DCAF12","SLC25A10","NLRP2","TIMM50","MIOX","PRSS45","GNPNAT1","FEN1","DNAJC4","GCOM1","LTBP4","CDH5","ABP1","DLGAP5","FAP","MESDC2","GAPDH","NTRK2","ITGB4","TUBGCP6","APBB3","LOC100130557","PDIA3","CD5L","KIF22","SOX4","NRBP2","PIGB","MYO7A","ESPNP","C8B","PABPC1L","HSF1","PIGG","RTKN2","SPATS1","CCNI2","GRHL3","SOX17","ASNS","SOSTDC1","ETV4","ALDOC","KIF18B","SPHKAP","ENDOD1","FAM26D","KLC3","ANKRD22","HDAC2","FUT3","C13orf36","NME1","BHMT2","FABP5L3","CD52","MCCC2","TMEM204","PTK2","SMR3A","PVRL1","CADM4","SEMA6A","NOC2L","ZWILCH","SUZ12P","POLM","PCDH15","FRMPD4","VWF","LOC400804","IFIH1","LOC91316","SLC39A8","MRPS21","CHTF18","CLDN5","AURKB","TAL1","NFE2L3","FMO2","KLK3","ASPM","DPP4","ANKRD1","NCRNA00174","WFDC3","SRMS","KIAA1045","ADRB2","KCNMB2","GPR149","LOC399815","GLTPD2","MASP1","ZGLP1","P4HA3","C9orf41","GOLGA7B","UBE2T","DDX10","NEUROG2","RASSF7","EMR1","FOXRED2","KIF14","KLF4","C2orf71","OTC","TOP3B","GRIA1","KIFC3","RCCD1","SSTR4","CHEK1","TELO2","DUSP4","MX2","PAFAH1B3","ALDOA","TNFSF11","FKBP14","APLN","GPA33","BUB1","ECT2","GREM1","CDC123","SKA1","BTNL9","DMBX1","EXOSC2","CLDN3","PLEKHG6","SLC24A2","ALKBH2","PDK4","HSF4","ITGA3","KNCN","RASGEF1A","SASH1","GRRP1","C1orf63","XPO5","OSBPL7","SLIT2","GAL3ST1","B4GALNT4","MRAP","ASF1B","CCS","LOC158376","FAM167B","NEB","HEMK1","CYP2F1","ALG8","SLC22A18","PRAMEF18","GFRAL","PA2G4","LOC440925","ITLN1","PYCR1","TSGA13","GPX3","FBXL8","HEATR7A","PFN2","RBP2","F12","EMCN","FBLN7","ADSSL1","CABP4","FAM107A","CCL23","PMCH","CENPA","KIAA1804","UBA7","C16orf79","C1orf112","CHRD","C5orf34","PDE2A","C7orf45","C1orf27","SPAG4","LOC338799","DONSON","TCTEX1D4","AMT","ZBED2","C20orf151","FGF10","NCRNA00114","TEK","ADSS","ADAMTS8","LRP5L","IL7R","TMEM212","CENPK","DCAF13","FCN3","CCHCR1","CHRM2","TNXB","KIAA0101","ZNF354B","VWA3B","HSPA12B","FBP2","PIGT","BLM","CCDC81","FABP5","RAMP3","SLC17A9","C13orf39","PLEKHN1","LOC441177","COLEC10","GTF2H4","KIFC1","NSF","FBXO45","NGEF","DLX3","GALNTL2","LOC441666","TRAF2","RD3","DGCR5","ST8SIA6","MELK","LCN6","SUV420H2","HBA1","ALPK3","LIN7A","POLQ","PDILT","FLJ35220","HIST2H3D","PBK","DHFR","SDPR","MKI67","SLC12A7","HPDL","NIPSNAP1","LRRC32","DAO","TMED2","KIAA0196","CKMT1A","PIP5KL1","EXOSC3","CD300LG","C9orf100","S1PR1","BCL2L10","FOXP4","C6orf153","CTRL","PPP1R14B","ZNF750","LOC646471","LPGAT1","GTPBP4","DEPDC1B","OR6K3","QTRT1","GTPBP2","C13orf29","NCAPH","CDCA3","BUB3","C1orf170","MKRN3","PSAT1","GYPB","LRFN2","DARC","C12orf40","PHKA2","CCDC54","KCTD13","MALL","TBL2","RAMP2","TNFRSF25","MYOC","HHLA3","NEK5","EIF2AK3","GCNT3","ZNF667","SMAD6","SH3GL3","CASC5","IRAK1","FBXO44","KIFC2","ACSL5","C17orf56","ATHL1","PPP2R3A","NAT9","SEC14L3","GPR35","NMUR1","SMPDL3A","ADH1A","SEC24D","PSMC4","AP2B1","HSPE1","LIFR","CST5","LOC389033","OVCH1","ADH1B","ATAD5","NOVA2","PRC1","ACTR5","OSBPL2","GLP2R","ARHGAP11A","PAICS","MYADM","SLC4A3","POF1B","ITM2C","ATL3","TTC29","PALMD","ANKRD34C","ZNF695","EGR1","ROBO4","hsa-miR-330-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-501-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-3615","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-185-3p","hsa-miR-3653","hsa-miR-625-3p","hsa-miR-125a-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-493-5p","hsa-miR-511","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-222-5p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-30b-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-1468","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-505-5p","hsa-miR-139-3p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-629-5p","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-29b-1-5p","hsa-miR-326","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-199a-3p","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-501-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-1266","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-93-5p","hsa-miR-338-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-212-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,1,1,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,1,1,1,-1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,-1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
