"ID","Up_regulated"
"hsa-miR-17-5p","MRGPRX4"
"hsa-miR-26a-5p","MSLN"
"hsa-miR-411-5p","DNAJB1"
"hsa-miR-191-5p","CCDC89,C4orf31,GRK5,ANK2,IL33,MAP7D3,GATA5,KIAA0408,DZIP1,LRRK2,PTGER2,JAZF1,STARD8,B4GALT6,C7orf58,FGF2,SLC8A1,ZEB2"
"hsa-miR-143-3p","EDIL3,FAM162B,NPR2,SLC47A1,FHOD3,CCDC158,CCDC89,DPYSL3,SPOCK3,EIF4E3,C4orf31,CCND2,RAB9B,ANO6,DMGDH,FGFR4,GRK5,C2orf88,TLCD1,BEND6,SIGLEC6,FXYD6,ANK2,TMLHE,TBX4,IL33,SPON1,KCNH2,ITSN1,MAP7D3,FAM92A1,PTGIS,DAAM2,FAM18A,GPR133,CNTFR,GATA5,RBMS3,ATP1B2,SMOC1,ATRNL1,BMP5,ASB2,SOX5,CCDC85A,C22orf23,NEURL1B,KIAA0408,ICA1L,PEG3,SRD5A2,PRKG1,TBX5,CPEB1,ANGPT1,TRHDE,DZIP1,LRRK2,HMGCLL1,TSLP,PLCL1,KCNJ3,LARGE,ADCY5,PTGER2,KCNJ8,LOC284276,MAP1A,DNAJB4,DDR2,ZNF804A,JAZF1,TBL1X,SSTR2,NTRK1,GPX8,CAMK2G,CHRDL1,FERMT2,KCNMB1,ANGPTL1,STARD8,LINGO2,ASPA,LHFPL2,B4GALT6,FOXF2,FLNC,IRAK3,MKX,DSCAML1,RNF180,C7orf58,FGF2,GSTM5,MLC1,CLIP3,FBLIM1,FBXL21,C7,RASL12,C6orf174,MAP3K12,KIAA1614,TMEM35,ADRA1B,MAMDC2,LRFN5,AOC3,PRDM5,LRRN3,RASGRF2,RNF112,GJD3,MAMLD1,FAM107A,TMEM200B,JAKMIP2,SLMAP,LCA5,FRMD6,SVIL,MYLK,SLIT3,EPHA7,AMPH,DNM3,SLC8A1,MYOCD,DAB1,LOC399959,FGL2,RHOJ,DMC1,C1orf114,C7orf51,ZEB2,GPR161,ARHGAP20,RGS22,CHN1,PRKCB,STK33,HRH2,MTMR8"
"hsa-miR-1301","FAM101A,C1orf130"
"hsa-miR-654-3p","ZMYND10,ROPN1L"
"hsa-miR-320a","SNRNP70,KAT2A,C3orf47,KLHL17,B3GNTL1"
"hsa-miR-146b-5p","PPARGC1B,TMLHE,PDGFD,C22orf23,PEG3,ZNF154,PLEKHA2,MICALL1,ANKS1A,TRIM9,LCA5,PDE7B,PLBD1"
"hsa-miR-222-3p","TMLHE,DAAM2,ACVRL1,GPX8,GNG11,MAP3K12,SLC38A5,GJD3,FAM107A"
"hsa-miR-148a-5p","FHOD3,DZIP1,ADCY5,DNAJB4,JAZF1,FGF2,SVIL"
"hsa-miR-505-3p","ATP13A5"
"hsa-miR-135a-5p","FAM55C,SCARA3,ANO6,TRPM4,TMLHE,DMD,KIF26B,RBMS3,C22orf23,PEG3,PLEKHA2,GCNT4,LHFPL2,RNF180,EYA4,LCA5,PDE7B,TNIK,CERK,SAMD12,CARD6"
"hsa-miR-335-5p","MAPK8IP2,TSPAN18,FAM55C,CCND2,SCARA3,ANO6,NKAPL,DMD,DAAM2,TGFBR3,GNAZ,C22orf23,NEURL1B,PEG3,TFE3,PLEKHA2,C1QTNF1,MICALL1,PRKACA,LMO3,FAM54B,NECAB1,LHFPL2,UBXN10,FBLIM1,ANKS1A,MAP3K12,LOC400804,EYA4,PIP5K1C,ALDH1L2,TRIM9,GNAO1,PDE7B,SAMD12,MST4,STK33"
"hsa-miR-27b-3p","TSPAN18,CCND2,EPHA10,SCARA3,NKAPL,RTDR1,TMLHE,DMD,SLC48A1,GNAZ,NEURL1B,KCNG1,ABCC4,LOC284276,MICALL1,LMO3,FAM54B,GPX8,NECAB1,UBXN10,RNF180,C12orf75,FBLIM1,MAP3K12,RBP1,PIP5K1C,FAM107A,NKIRAS1,MST4,STK33"
"hsa-miR-151a-3p","PCDHGB2"
"hsa-miR-381-3p","EDIL3,NPR2,CCDC89,DPYSL3,SPOCK3,C4orf31,DMGDH,FGFR4,GRK5,BEND6,DRD5,FXYD6,TBX4,IL33,SPON1,ITSN1,MAP7D3,PTGIS,FAM18A,GPR133,GATA5,TMEM229A,SMOC1,LGR6,BMP5,SEMA3A,TBX5,DZIP1,LRRK2,HMGCLL1,TSLP,PLCL1,LARGE,ADCY5,PTGER2,KCNJ8,JAZF1,NTRK1,CHRDL1,FERMT2,ANGPTL1,STARD8,C1QL1,B4GALT6,FOXF2,DSCAML1,FGF2,GSTM5,FBXL21,C7,ANKDD1A,HTR1E,BHMT2,MAP3K12,KIAA1614,NELL2,RNF112,EPHA7,DNM3,SLC8A1,CHRNA4,RHOJ,C1orf114,C7orf51,ZEB2,RGS22,PRKCB"
"hsa-miR-889","ACSM5"
"hsa-miR-144-5p","HBB"
"hsa-let-7d-5p","LASS1,GDF1"
"hsa-miR-148a-3p","GPR156"
"hsa-miR-708-3p","EDIL3,TRIM61,TSPAN18,FAM55C,CCDC158,RAB9B,SCARA3,ANO6,TRPM4,DMGDH,AFF2,C2orf88,TLCD1,TMLHE,TSHZ2,ITSN1,MAP7D3,DAAM2,PAK3,LOC283392,SYT10,KIF26B,RBMS3,TGFBR3,SOX5,LAD1,C22orf23,NEURL1B,PAPPA,ICA1L,PEG3,RSAD1,ANGPT1,DZIP1,KCNJ3,PLEKHA2,KCNJ8,LOC284276,ADAMTS5,GCNT4,TBL1X,TMEM37,FAM54B,GPX8,LOC149837,NECAB1,LHFPL2,IRAK3,RNF180,C12orf75,FBLIM1,MAP3K12,NOP16,MAMDC2,SLC38A5,LRRN3,EYA4,MAMLD1,FAM107A,ALDH1L2,LCA5,FRMD6,PDE7B,MYLK,KLHL17,LOC283856,NKIRAS1,DAB1,LOC399959,CERK,SAMD12,MST4,ARHGAP20,STK33,MGC16703,MTMR8"
"hsa-miR-423-3p","LOC151300"
"hsa-let-7c","MCOLN2"
"hsa-miR-34a-5p","KIAA1875,KLHL17"
"hsa-miR-29b-3p","WFDC11"
"hsa-miR-1976","KLHL10,C20orf200,BHMT2,C7orf51"
"hsa-miR-29b-2-5p","CAPNS2"
"hsa-miR-21-5p","SNHG10,LOC256880"
"hsa-miR-106b-5p","ASNS"
"hsa-miR-200b-3p","ERG,HDAC1"
"hsa-miR-451a","SFRP5"
"hsa-miR-183-5p","C10orf95"
"hsa-miR-204-5p","HOXB5,C3orf36,DCAF12L1,C6orf105,AQP2,AKR1B1,LPL,LOC643486,LAPTM4A,PNMT,CYSLTR2,ROS1,LOC100240735,POU3F3,FLJ45983,SLCO2A1,SP6,PAX2,LPCAT2,RHOBTB2,SEMG1,GSTM3,FUT6,SH2D1B,AQPEP,GPX6,PRDM16,PAQR5,FCRLB,SPINK2,VWA5B2,PON3,ZNF185,GRXCR1,SLC34A2,POR,PJA1,KCNQ1,BCMO1,SLC2A9,PALM3,SLC9A4,LOC100189589,ACSL6,HOXD3,FAM110C,SYT8,KLHL14,AMOT,FAM107B,SNAP25,IRF5,PATE3,ACE,EMX2OS,SULT1A2,RIPPLY1,CDO1,CPB2,ACPL2,ERBB4,ANO1,CYP4F8,EMX2,FLJ10357,FAM176A,MCF2,POU2F3,PTGES,KRT24,TMEM171,STAC2,TMEM101,KCNS1,CRTAC1,ST6GALNAC4,KCNJ16,FRMD3,AIF1L,GAS2L1,ANXA13,SAG,KCNJ5,PATE1,LHX1,MRO,HOXB6,HOXB7,MUC6,PORCN,C20orf202,SYT9,SERPINA1,PATE4,SIM1,SLC31A2,NFYB,ZNF219,HOXB8,SLC24A4,NDRG4,WWC3,PRPS2,ANXA9,UNC5B,SLC26A3,CA2,FUT3,KIRREL3,PIK3C2G,AJAP1,APOB48R,HOXB9,CES7,TRPM5,LOC442421,SLC9A1,KCP,QPRT,GLIS3,GRAMD1B,CHEK1,WNT9B,RASL10B,LOC84856,SLC16A12,PADI3,ABCG2,MFSD2A,C1orf186,CDK18,SERPINA5,LOC100192378,PATE2,SLC41A2,CLU,SLC28A3,LOC284551,PIP,SEMG2,ABHD6,PAQR8,FDX1,PAX8,SULT2A1,PGAP2,PLA2G4A,KCNJ1,TLR2"
"hsa-miR-1307-3p","HCG22"
"hsa-miR-500a-3p","LOC100130872"
"hsa-miR-141-3p","LOC153910"
"hsa-let-7a-5p","FAM162B,SLC47A1,CCND2,ANO6,GRK5,TMLHE,IL33,DAAM2,RBMS3,ATP1B2,NEURL1B,PAPPA,PEG3,CPEB1,DZIP1,ADCY5,PLEKHA2,ACVRL1,KCNJ8,LOC284276,C1QTNF1,PGF,GPX8,STARD8,LHFPL2,OCA2,IRAK3,FGF2,GSTM5,FBLIM1,MAP3K12,MAMDC2,LRFN5,SLC38A5,GJD3,MAMLD1,FAM107A,ALDH1L2,LCA5,FRMD6,SLC8A1,TNIK,CERK,RHOJ,CARD6,ARHGAP20"
"hsa-miR-19b-1-5p","IFNA1"
"hsa-miR-145-3p","TSPAN18,FHOD3,CCND2,SCARA3,NKAPL,DMD,SLC48A1,KCNH2,SYNM,ATP1B2,ASB2,ABCG4,GNAZ,C22orf23,AHNAK2,NEURL1B,KCNG1,TFE3,RNF126P1,PLEKHA2,C1QTNF1,MICALL1,PRKACA,LMO3,FAM54B,KCNMB1,TGFB1I1,NECAB1,UBXN10,JPH4,C12orf75,GCOM1,FBLIM1,MAP3K12,MYH11,TMEM35,AOC3,PDZRN4,PIP5K1C,HRNBP3,MAMLD1,FAM107A,TMEM200B,MYOCD,CERK,POPDC2,MST4,STK33"
"hsa-miR-22-3p","CD82,ASS1,TJP3"
"hsa-miR-221-3p","NPR2,SLC47A1,FHOD3,C18orf34,DPYSL3,CCND2,DMGDH,AFF2,GRK5,C2orf88,TMLHE,IL33,KCNH2,PDGFD,ITSN1,MAP7D3,FAM92A1,DAAM2,FAM18A,ATP1B2,SMOC1,C22orf23,NEURL1B,ICA1L,PEG3,ANGPT1,DZIP1,LARGE,ADCY5,PLEKHA2,ACVRL1,KCNJ8,LOC284276,PGF,JAZF1,TBL1X,FAM54B,CAMK2G,CHRDL1,FERMT2,STARD8,NECAB1,UBXN10,IRAK3,JPH4,RNF180,FGF2,GSTM5,C12orf75,GCOM1,FBLIM1,MAP3K12,KIAA1614,MAMDC2,AOC3,SLC38A5,GJD3,PDZRN4,PIP5K1C,MAMLD1,FAM107A,LCA5,FRMD6,SVIL,MYLK,MYOCD,LOC399959,C7orf51,GPR161,STK33"
"hsa-miR-452-5p","TP53AIP1"
"hsa-miR-199b-5p","ANKRD43,SCNN1A"
"hsa-miR-378c","MAPK8IP2,TSPAN18,CCND2,SCARA3,ME1,ANO6,DMD,P2RX2,SYT10,GNAZ,C22orf23,NEURL1B,PEG3,TFE3,RAB11FIP2,ZNF154,PLEKHA2,ABCC4,MICALL1,PRKACA,LMO3,ACTC1,LHFPL2,ANKS1A,LOC400804,EYA4,ALDH1L2,TRIM9,GNAO1,PDE7B,TNIK,PIP5K1B,DOCK3"
"hsa-miR-93-5p","SLC47A1,FAM55C,CCDC158,PPARGC1B,ANO6,TLCD1,TMLHE,PDGFD,ITSN1,MAP7D3,DAAM2,SFXN4,PAK3,DCC,KIF26B,RBMS3,SOX5,PAPPA,ICA1L,PEG3,RSAD1,PRKG1,PGR,ANGPT1,TRHDE,DZIP1,LRRK2,ZNF154,PLEKHA2,LOC284276,GCNT4,TMEM37,GPX8,STARD8,LOC149837,ASPA,LHFPL2,IRAK3,RNF180,C7orf58,ZNF511,MAP3K12,KIAA1614,NOP16,MAMDC2,PRDM5,SLC38A5,EYA4,GJD3,FAM107A,LCA5,FRMD6,LOC283856,MST4,GPR161,ARHGAP20,STK33,MTMR8"
