"MAP6","CCDC136","EDIL3","FAIM2","RNF150","TMEM56","PDZRN3","KCNN2","SYNJ2BP","PARK2","PARD3B","ASB5","FAM168B","CD55","MESDC1","C9orf144B","TBCEL","NPR2","SCN7A","CLEC9A","SRL","C17orf39","GPR112","FILIP1","CLEC3B","IER3","STON1","PLN","KBTBD10","C6orf155","TSPAN18","CSGALNACT1","NEXN","STON1-GTF2A1L","CACNA2D1","ANTXR2","CNNM1","CELF2","TSHB","PTGFR","POU6F1","OMD","DNAJB5","MAPK4","ABCA8","RHAG","CCDC158","GNAQ","KCTD7","C18orf34","PI16","TECPR2","GFRA1","USP12","SCARA5","ARHGEF37","PITX2","ADRB3","DPYSL3","C2orf40","EIF4E3","MMP27","CKMT2","PRICKLE2","CDON","MTTP","DHRS7C","EPM2A","FIGF","PPARGC1B","SLITRK3","AHNAK","RAB23","ACOX2","JAM3","SOX10","TIAM2","ABI2","RERGL","TPSG1","C5orf53","NOVA1","GDF10","DMPK","PCDHGA5","EFHA2","MAPKBP1","RAB9B","C7orf41","DLG2","RBPMS","HCN1","KIRREL","LOC100302640","HSPG2","TCEAL1","COL4A6","ANO6","PPAPDC3","HSPB7","DMGDH","ADCYAP1R1","NKAPL","SNTA1","STK40","CNN1","ABL1","RGS5","SNORD116-4","VIT","SLC18A2","LAMA4","AFF3","GREM2","NDE1","ZBTB20","HAND1","EML1","PYGB","GALNTL1","PJA2","C2orf88","ACACB","PRRG3","WISP2","FAT4","DNAJC18","SLC25A4","PPP1R14A","TSPYL2","ARGFX","MUSTN1","STRN3","LRRC2","MAS1L","ZNF835","CSRP1","VCL","CCDC60","MEF2C","IL6ST","LMOD3","ITGB1BP2","NFIX","FXYD6","ANK2","MPZ","HSD17B6","DMD","MBNL3","ENPP6","TBX20","NPY6R","MAP1B","ADRA1D","MPL","TBX4","LOH12CR2","TRIM3","BTG2","KLHL38","KCNK2","TAGLN","GPM6A","FAM124A","DUSP5","C1orf150","FBXL22","RASSF3","SPARCL1","GRIN2A","AQP1","OVOL1","COL10A1","ITGA8","PLEKHO1","OR10V1","CHD5","ENTPD1","MLXIP","RABGAP1","WWTR1","EID1","NBEA","NFIB","SHISA3","TRPC4","RHOB","CLEC4C","HBEGF","KCND3","RGS11","MFAP5","DCT","PDGFD","GALNTL6","SYNM","ARHGAP24","KCNQ4","ACTG2","ZC3H7A","CSPG4","CCDC107","TCEAL2","BIN1","C20orf117","HECTD2","C1orf194","MAPRE2","MAP7D3","LPP","LOC572558","SMPX","CDH19","AKAP6","ZFP36","NAP1L6","PTGIS","C1QTNF7","HSPA12A","CTNNA3","TNFSF12","FAM19A2","DYSF","CNTN2","KCNAB1","CPXM2","CSRNP3","DAAM2","GPR17","TNFAIP8L3","SAMD4A","SSPN","SETBP1","ODF3","PDE6C","ITGB1BP3","SETD3","TACC1","RBM43","ITIH5","GPR133","EVC","CBX6","IGSF10","PCDH10","FAM138E","RYR2","TACC2","DUSP1","FAM129A","GEM","C1QTNF9","GATA5","DACT3","ZFP91-CNTF","TTLL11","CDC42EP3","ENAH","GPRASP1","CABLES2","KBTBD5","PDLIM3","RYR3","GPR135","TMEM229A","OSBPL5","RBMS3","C8orf84","ALDH1B1","C6orf186","DYNC1I1","SEPT7","STXBP4","PPP1R12B","SIK3","RNF38","ATL1","CCDC27","CRTC3","BMP5","ASB2","PHACTR1","HSPB8","SOX5","ACSM2B","BVES","PTPLA","TPO","DIRC3","OGN","HIST1H3D","EDNRA","SH3BGR","SETD7","SIK1","GNAZ","HAND2","PPM1L","TSHZ3","ATP2B4","TPM1","HSPB6","CLCA4","PCDHGA2","ADCY9","AFAP1","FBXL7","NCALD","AHNAK2","PRELP","EPHA3","NHSL2","NRP2","GYG1","FAM149A","KIAA0408","C10orf71","ASB16","CLIC4","MEIS2","UNC5C","SNORD116-20","GPRASP2","GPBAR1","MSRB3","ITPR1","LMOD1","ATF7","CCDC80","AKAP2","CALCOCO1","ZNF25","ZBTB47","ZNF660","LOC653653","KIAA0427","LSM11","PRKG1","ATF3","PDE1C","RTN3","PSD","TBX5","CPEB1","PTCH2","HTR1B","SLC26A5","LOC650623","FSHR","PGR","BAG2","ACTA1","SSC5D","ANGPT1","RBPMS2","LRRK2","C8orf85","CNKSR2","CASC2","HMGCLL1","PRKACB","LONRF2","CSRNP1","ARRDC4","CMTM5","LOC100302650","ACTA2","C21orf34","PRRT2","FLNA","HPGDS","TMC2","AG2","JPH2","SGCD","MID2","CALM1","EME1","INPP5A","FAM13B","SPEG","HLF","LEP","SCN2B","NLRP13","DUSP19","NBLA00301","TMOD1","PPP1R3B","ENOX1","ZNF454","C15orf51","CSDE1","RAET1K","SH3BGRL","HPSE2","CYTSA","ZHX3","NXPH3","NID1","TUB","BOC","ANGPTL7","MYL6","SYNE1","KIF13A","PLIN4","KCNJ8","CASQ2","NFIA","FAM150B","ANGPTL5","ADAMTS1","ZMYND11","MAP1A","FAM180B","GUCA1C","BMP2","C4orf12","REEP1","FNBP1","SLC27A6","PTRF","HSPA2","DDR2","PABPC5","PELI2","RASD2","LIMS2","PID1","ANKS1B","ASXL3","LOC144742","DCHS1","TPSD1","FILIP1L","FOXN3","OSBPL10","KLHL4","MCAM","CCDC69","MS4A2","ABI3BP","RBM24","MEF2A","AOX1","NR4A2","DIXDC1","PARVA","PRKAG2","CA14","OR3A1","AADACL4","BMPR1A","PTGS1","KCTD11","PBX3","DCLK1","CGNL1","BCHE","NR3C2","MRAS","KLHL13","JAZF1","TACR3","JMY","ITGA7","CNRIP1","ARHGAP10","UBE2Q2","TP53TG5","RAP2B","RCAN2","KLHL10","RGR","KCNA1","LDB3","TCEAL3","ACTN2","DSTN","ITGA1","SLC30A4","LMO3","GRIA3","F10","PPP1R12C","MATN2","FAM54B","C8orf86","NLGN1","PCP4","SLITRK2","CREM","DYNC1LI2","SLC2A4","CAMK2G","ARHGEF17","ADAMTSL3","IGFBP7","HIST2H2AA3","FERMT2","KCNMB1","CACNB2","ANGPTL1","LHFP","KIAA1377","ATP1A2","GPR26","TGFB1I1","NAP1L3","PDE5A","AMOTL1","ITGA9","FAM71A","C20orf166","PTPN21","FAM48B1","KLHL5","FAM135B","ST8SIA1","ARHGAP1","B3GNT5","RND3","C9orf102","PYGM","DCAF12L2","ROR1","KIAA1462","RAP1A","KLHDC5","ODF3L1","GRIK5","C10orf72","CPA6","ACTL7A","NRXN2","NECAB1","SVEP1","CRTAP","MICB","PCDHGA12","AGTR1","ACTC1","PODN","SYNPO2","GFRA2","ACTN1","KCNB1","PHKG1","FOXF1","MATN4","FLNC","TSPAN2","SRF","TMEM132C","C5orf4","SNORA39","PGM5P2","ZFX","C1orf95","FAM184A","ACSM5","CFL2","MEIS1","PNMA1","FZD7","KLF12","SGCB","PDZD4","GALR1","OR51B4","PRUNE2","INHBA","OR10G2","ZNF536","C16orf45","PRKD1","MKX","TMTC1","FAM138D","GPR156","TRPC1","COL19A1","MAGI2","ADD1","ROR2","ZNF271","CNTN1","MYL9","FOXD3","ITGB3","HS3ST1","PALLD","ANKRD29","C5orf41","TGM5","A2BP1","PCDHGA11","KLHL33","FAM69A","RHBDL3","NFYB","WDR17","CLEC3A","RNF180","ARMCX1","MYOT","CRB1","ADARB1","COX7A1","C7orf58","LRCH1","FGF2","TMOD4","GSTM5","SYT11","ZNF280D","GRID2","DTNA","DENND2A","FOXP2","ZFPM2","LOC145845","SGCG","SMTN","C20orf200","APOBEC2","PRKCA","WNK1","KIAA2022","NACC2","ROCK1","TTBK2","AKT3","VSTM2A","LYVE1","CLIP3","GKAP1","ZAK","FOS","DGKG","FAM138B","SLAIN2","PGM5","GCOM1","B3GAT2","LTBP4","HPD","SACS","NFIC","KCNIP4","FHL1","LOC401093","HIPK4","PRLHR","STARD13","KLHDC1","SMAD9","ANGPTL2","FAP","CMA1","ZEB1","MGP","TIPARP","PRKAB2","PMP2","PAMR1","C6orf142","PLP1","TP53INP2","SH3D19","LOC148709","CHIC1","C4orf49","PRDM6","C7","RASL12","DLX6","DCX","PPP1R1A","SPHKAP","MIDN","PKD1","LOC644145","FNDC5","WBSCR17","KCTD4","GEFT","BNC2","FAM190B","SYDE2","RUNX1T1","KIRREL3","C13orf36","BHMT2","PCDH7","PITPNM2","AIM1","BHLHE40","CADM2","TMEM55A","ANKRD34A","RNF115","BCL2L2","FGFR1","FGF13","C9orf171","CASP12","MARCH2","HIF3A","ADAM33","SOBP","RGS2","PCOLCE2","MYH11","KIAA1614","PRKAA2","NTRK3","OPTC","TMEM35","HCFC2","KIF1B","KY","LOC100128239","MAMDC2","ST3GAL3","LMO1","LRFN5","AOC3","RAI2","LOC158696","PTBP2","GSN","LAMC1","FAM48B2","GNAL","SLC8A2","CALD1","KLF4","C2orf71","PPP1R12A","RAB33B","ITGA5","TULP2","KCNMA1","SDC2","SELE","DUSP4","UNC80","SCUBE3","RIMS3","ITPKB","MORN5","GPR15","EHBP1L1","MRVI1","PAR5","MAP3K8","PYGO1","TPSAB1","OR2L13","SGCE","PEX14","CDC42BPA","GTF2A1L","FOSL1","LOC100130264","NRXN1","CD200R1L","KLHL30","PLSCR4","C9orf5","CBX7","CEP68","PDK4","CACNA1H","C3orf70","BCL10","RUSC2","ERC1","MACF1","DISP1","PTGS2","C3orf18","TRAK2","C22orf39","SLIT2","IGSF21","CACNA1C","SALL4","EBF2","PDZRN4","PARP14","LOC92973","EPHA2","MRGPRF","LPPR4","C3orf45","PIP5K1C","PPFIA2","KANK2","TSGA13","SLC25A12","HRNBP3","PKDCC","MPP2","CAMK2A","FAM107A","NFASC","NAALAD2","ALLC","TRPC3","DES","TLN1","LRCH2","SGK1","CTSG","FYCO1","EZH1","BDKRB1","DUSP3","OCRL","NEGR1","EPHB1","PITPNB","PPP1CB","KLF6","ZCCHC24","CPNE6","EPHA6","FGF10","TEAD1","GAS7","ADAMTS8","DENND2C","FAM160A1","PKD2","CHRM3","ANO5","SLMAP","SOCS3","RBM9","TOR1AIP1","CHRM2","TNXB","MAOB","PCDHGA6","GNAO1","TRIM63","TRPA1","TPM2","ZCWPW2","CILP","HHIP","TSC22D2","SVIL","LIPI","TMEM108","LOC150185","PKIG","MYOZ3","KIAA1644","MYOM1","LMX1A","DENND5A","MYLK","TICAM1","CDKN2A","COL21A1","CXCL2","EPHA5","MAP4","STAT5B","SLIT3","CDKL1","FBXO30","EPHA7","FAM168A","SLC8A1","LOC92249","SEC23A","FAM160B1","OSBPL1A","FAM138F","HS1BP3","CCIN","DCN","TNS1","NT5DC3","SPATA4","PHLDA2","KLF17","PPP3CB","LOC283856","DCUN1D3","SMOC2","PLA2G5","RERE","ANKRD40","MYOCD","MYST4","ANXA6","MYO9A","PCDH9","KATNAL1","LOC728264","ANKRD57","CXorf1","P2RX1","SDPR","EBF1","PPAP2B","NEK9","CLIP1","SCRG1","DOK6","TCEAL7","SGCA","SLC25A23","HSPB2","C6orf168","TRIM23","CC2D2A","TTLL7","FGL2","CD300LG","ARHGEF9","SORBS2","DCHS2","POPDC2","GJC1","DPT","ABCC9","PER2","LOC283174","FOXJ2","GADD45A","ZEB2","TACR2","GRIN2D","ZFYVE20","LOC644538","MYOC","HDAC4","NCS1","PDE1A","ZNF483","SORBS1","SH3GL3","FAT3","CKB","ZFP106","ZBTB4","ROCK2","FAM46B","SYPL2","MITF","ASTL","ZNF532","MBNL1","CNST","MPDZ","C16orf89","REV3L","DIP2C","CAP2","PPP2R3A","PRIMA1","MAFF","EEF2K","CORO1C","PDLIM7","PCDH18","OVCH1","ADH1B","ARHGAP20","RANBP3L","LRRC3B","ILK","XKR4","RGS22","TMEM196","GLP2R","IGSF9B","MYADM","WFS1","CLDN4","PLCD4","SGCZ","MXRA7","RORB","ABCB5","C20orf194","GNG12","WFDC1","PHLDA1","GPR124","EGR1","RECK","hsa-miR-708-3p","hsa-miR-582-5p","hsa-miR-330-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-193b-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-340-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-106a-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-185-3p","hsa-miR-335-5p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-3677-3p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-218-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-429","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-222-5p","hsa-miR-30a-3p","hsa-miR-16-2-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-431-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-654-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7i-3p","hsa-miR-9-5p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-miR-455-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-10b-3p","hsa-miR-378c","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-1296","hsa-miR-629-5p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-133a","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-942","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-708-5p","hsa-miR-501-3p","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-410","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0
1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,-1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0
