"CCDC136","FAIM2","RNF150","PDZRN3","KCNN2","PARK2","PARD3B","ASB5","FAM168B","CD55","MESDC1","SRL","C17orf39","GPR112","FILIP1","CLEC3B","OR1E1","CD34","IER3","ASH1L","STON1","LRRN4CL","PLN","KBTBD10","MORC1","TSPAN18","CSGALNACT1","NEXN","CYR61","STON1-GTF2A1L","CACNA2D1","ANTXR2","CNNM1","CELF2","TSHB","PTGFR","OMD","DNAJB5","SPOP","MAPK4","ABCA8","RHAG","KCTD7","C18orf34","PI16","NCAM1","TECPR2","GFRA1","SULT1C4","CD248","USP12","SCARA5","ARHGEF37","EYA1","PITX2","DPYSL3","C2orf40","EIF4E3","MMP27","CKMT2","LRRC39","PRICKLE2","CCL14","MTTP","DHRS7C","EPM2A","FIGF","UGCG","PPARGC1B","AHNAK","RAB23","MMRN1","ACOX2","JAM3","TIAM2","ABI2","RERGL","C4orf31","TPD52L1","PRAC","TSG1","C5orf53","XPNPEP2","EVX2","SFRP1","NOVA1","GDF10","DMPK","PCDHGA5","EFHA2","MAPKBP1","RAB9B","C7orf41","DLG2","PCSK2","RBPMS","KIRREL","LOC100302640","HSPG2","SGK269","ACTN3","TCEAL1","COL4A6","PPAPDC3","HSPB7","DMGDH","ADCYAP1R1","NKAPL","VIPR2","CNN1","ABL1","RGS5","SNORD116-4","VIT","LAMA4","AFF3","GREM2","HAND1","EML1","PYGB","GRK5","PJA2","C9orf172","ACACB","PRRG3","FAT4","DNAJC18","SLC25A4","C9orf47","PPP1R14A","FOSB","ECM2","STRN3","LRRC2","MFAP4","CSRP1","DUOXA1","HABP4","VCL","FAM110B","BCAT1","IL6ST","LMOD3","ITGB1BP2","FIGLA","NFIX","FXYD6","ANK2","MPZ","HSD17B6","DMD","ENPP6","TBX20","NPY6R","MAP1B","MPL","TBX4","MAPT","LOH12CR2","TRIM3","BTG2","KCNK2","TAGLN","GPM6A","RGS7BP","DUSP5","MSX1","FBXL22","TBX1","RASSF3","SPARCL1","AQP1","OVOL1","ITGA8","OR10V1","SNRPB2","CHD5","ENTPD1","MLXIP","RABGAP1","WWTR1","SPON1","NBEA","MRGPRE","NFIB","KCNS2","KCNH2","CDH4","FAM43A","RHOB","HBEGF","KCND3","CEACAM7","DCT","PDGFD","GALNTL6","SYNM","ARHGAP24","KCNQ4","ACTG2","TCEAL2","BIN1","PRKACG","HECTD2","C1orf194","TPPP","PTPRN2","LPP","SMPX","AKAP6","ZFP36","PTGIS","C1QTNF7","HSPA12A","CTNNA3","C2CD4B","DYSF","KCNAB1","CPXM2","CSRNP3","DAAM2","TNFAIP8L3","SAMD4A","SSPN","SETBP1","PDE6C","CYGB","ITGB1BP3","TACC1","SHROOM1","ITIH5","GPR133","EVC","CBX6","IGSF10","PCDH10","FAM138E","RYR2","TACC2","DUSP1","SCPEP1","FAM129A","GEM","C1QTNF9","GATA5","WNT3","DACT3","TTLL11","CDC42EP3","ENAH","GPRASP1","DACH1","PDLIM3","RYR3","GPR135","TMEM229A","RBMS3","C8orf84","ALDH1B1","FBXO31","C6orf186","GPER","THRA","DYNC1I1","BDKRB2","MYH3","PPP1R12B","RNF38","RIC8B","CCDC27","GALNT14","CRTC3","HSPB8","SOX5","BVES","PTPLA","OGN","OLFML1","EDNRA","SH3BGR","SETD7","SIK1","HAND2","ISL1","CCDC85A","PPM1L","TSHZ3","ATP2B4","TPM1","DNASE1L3","ENAM","HSPB6","TCEAL5","CLCA4","ADCY9","AFAP1","FBXL7","NCALD","AHNAK2","PRELP","NEURL1B","EPHA3","NOL4","HIGD2B","NHSL2","NRP2","GYG1","FAM5C","FAM149A","HTR2A","KIAA0408","ASB16","CLIC4","MEIS2","UNC5C","SNORD116-20","GPRASP2","GPBAR1","MSRB3","NPAS4","KIAA0754","ITPR1","LMOD1","CCDC80","AKAP2","ZNF25","LPAR1","ZBTB47","LOC653653","KIAA0427","LSM11","PRKG1","ATF3","PDE1C","PART1","PSD","TBX5","CPEB1","HTR1B","SLC26A5","LOC650623","PGR","BAG2","ACTA1","SSC5D","RBPMS2","FAM36A","LRRK2","NOTO","MBD5","CASC2","TXLNB","PRKACB","LONRF3","NEURL","LONRF2","CSRNP1","ARRDC4","DCUN1D4","APBB1","LGI1","CMTM5","LOC100302650","ACTA2","TAC1","C21orf34","FLNA","PLCL1","SPATA19","TMC2","ASB1","AG2","ADCY5","JPH2","SGCD","MID2","CALM1","HSPB3","INPP5A","SPEG","HLF","RGS8","SCN2B","NBLA00301","TMOD1","C15orf51","SLC32A1","CSDE1","SH3BGRL","HPSE2","CYTSA","ZHX3","NXPH3","REEP2","ZCCHC5","TUB","ANGPTL7","SYNE1","KANK1","KIF13A","PLIN4","KCNJ8","CASQ2","NFIA","FAM150B","ADAMTS1","ZMYND11","LOC284276","MAP1A","FAM180B","C6orf176","GUCA1C","SOX3","PPP1R15A","C4orf12","REEP1","FNBP1","PTRF","BARX1","HSPA2","DDR2","HAS3","PABPC5","MRGPRD","PELI2","RASD2","LIMS2","PID1","ANKS1B","ASXL3","CYP2A7","DCHS1","FILIP1L","FOXN3","OSBPL10","KLHL4","MCAM","CCDC69","ABI3BP","RBM24","MEF2A","AOX1","NR4A2","DIXDC1","PARVA","PRKAG2","DYM","PGLYRP1","CA14","PMP22","IL1RAPL1","AADACL4","ZNF843","BMPR1A","PTGS1","PBX3","DCLK1","CGNL1","BCHE","KLF3","NR3C2","MRAS","KLHL13","JAZF1","TACR3","JMY","ITGA7","CNRIP1","ARHGAP10","UBE2Q2","TP53TG5","RCAN2","PCDHGB7","KLHL10","RGR","SERTAD1","KCNA1","LDB3","ACTN2","DSTN","FGF9","ITGA1","SLC30A4","LMO3","F10","HOXC4","FAM54B","C8orf86","NLGN1","PCP4","FGF6","SLITRK2","IGF2BP3","DYNC1LI2","SLC2A4","SNORA22","MATN3","CAMK2G","ARHGEF17","ADAMTSL3","SGEF","FERMT2","KCNMB1","HOXC6","CACNB2","ANGPTL1","KIAA1377","ZFHX4","ATP1A2","GPR26","TGFB1I1","RAPGEF4","NAP1L3","PDE5A","AMOTL1","ITGA9","C20orf166","CLDN8","MYO1C","HEPH","FAM48B1","KLHL5","CA10","FAM135B","LRRC15","CYTL1","ST8SIA1","FAM55A","ARHGAP1","STK32C","B3GNT5","CDR2L","RND3","C9orf102","PYGM","FYN","DCAF12L2","ROR1","KIAA1462","RAP1A","KLHDC5","ODF3L1","GRIK5","C10orf72","ACTL7A","NECAB1","SVEP1","CRTAP","HIC2","PCDHGA12","AGTR1","NCRNA00110","ZBTB16","ASPA","ACTC1","IL17RD","PODN","SYNPO2","NR4A1","MYH2","ACTN1","MYL10","TMEM232","FBLN5","KCNB1","FOXF1","FLNC","TSPAN2","SRF","TMEM132C","C5orf4","PGM5P2","CFL2","PNMA1","FZD7","KLF12","SGCB","PTPRD","GALR1","PRUNE2","KIAA1737","JPH4","C16orf45","MKX","WIF1","PBX1","GPR156","TRPC1","COL19A1","ADD1","CXCL12","CNTN1","RGAG4","PLD5","MYL9","ITGB3","HS3ST1","PALLD","C5orf41","TGM5","WDR7","LOC145820","CLEC3A","RNF180","ARMCX1","PCDH11Y","ATP8B2","ADARB1","COX7A1","C7orf58","FGF2","ZYG11B","TMOD4","GSTM5","SYT11","ZNF280D","NAP1L2","GRID2","C1orf70","DTNA","FOXP2","C10orf108","ZFPM2","SGCG","FAM155A","SMTN","C20orf200","NIPAL2","SPSB4","KIAA2022","NACC2","ROCK1","TTBK2","AKT3","VSTM2A","LYVE1","CLIP3","ZAK","FOS","DGKG","PSAP","FAM138B","SLAIN2","PGM5","GCOM1","LTBP4","HPD","SACS","NFIC","KCNIP4","FHL1","LOC401093","SLC30A8","PRLHR","STARD13","SMAD9","ANGPTL2","C8orf4","ZEB1","MGP","TIPARP","PRKAB2","PMP2","TP53INP2","SH3D19","GATA6","SNED1","PRDM6","FBXL21","C6orf204","C7","LRRC4B","RASL12","SOSTDC1","PPP1R1A","SPHKAP","MIDN","PKD1","PRDM8","LOC644145","WBSCR17","GRM7","KLHL23","GEFT","RERG","BNC2","FAM190B","STXBP5L","ABCA9","RUNX1T1","C13orf36","BHMT2","PCDH7","IL17A","PITPNM2","CADM2","ARL14","TMEM55A","PCBP4","SFRP5","BCL2L2","FGFR1","FAM189A2","MARCH2","ADAM33","SOBP","MFN2","NNAT","PCOLCE2","MYH11","GABRA2","STX2","PCDH11X","KIAA1614","PRKAA2","NTRK3","GPR3","TMEM35","KIF1B","KY","LOC100128239","MASP1","MAMDC2","C17orf91","AOC3","APOLD1","RAI2","LOC158696","PTBP2","GSN","GNAL","SLC8A2","CALD1","KLF4","OTX2","PPP1R12A","TULP2","KCNMA1","SDC2","SELE","DUSP4","UNC80","GARNL3","SCUBE3","RIMS3","ITPKB","S1PR3","MORN5","HRASLS","GPR15","MRVI1","MAP3K8","TPSAB1","AXL","OR2L13","CDC42BPA","GTF2A1L","FOSL1","NRXN1","ZNF354C","CD200R1L","KLHL30","PLSCR4","OR6S1","CBX7","PDK4","CACNA1H","C3orf70","BCL10","RUSC2","ERC1","MACF1","LRRN3","DISP1","PTGS2","C3orf18","GPRIN1","TRAK2","C22orf39","SLIT2","EYA4","IGSF21","LEAP2","CPE","CACNA1C","LOC84856","EBF2","PDZRN4","LOC92973","EPHA2","ETS2","MRGPRF","LPPR4","PYCR1","PIP5K1C","KANK2","SLC25A12","HRNBP3","PIM1","PLCB4","CAMK2A","SHISA6","FAM107A","MYH1","NFASC","CYBRD1","ALLC","TRPC3","DES","COL13A1","DYNC1H1","RELN","TLN1","LRCH2","PDE2A","SGK1","FYCO1","EZH1","MYH13","POU3F4","BDKRB1","CYS1","DUSP3","NEGR1","EPHB1","PITPNB","PPP1CB","KLF6","ZCCHC24","CPNE6","EPHA6","FGF10","NUDT10","TEAD1","GAS7","CHRM3","PAM","ANO5","SLMAP","NTF3","SOCS3","TOR1AIP1","CHRM2","PCDHGA9","SPTBN4","TNXB","MAOB","PCDHGA6","GNAO1","TRIM63","TRPA1","TPM2","ZCWPW2","JUNB","CILP","SNTG2","SFRP2","SVIL","LIPI","TMEM108","LRRC14","PKIG","MYOZ3","KIAA1644","MYOM1","LMX1A","DENND5A","MYLK","TICAM1","CXCL2","EPHA5","MAP4","STAT5B","B3GALT2","LOC441177","SLIT3","CDKL1","FBXO30","COL25A1","EPHA7","FAM168A","SLC8A1","LOC92249","SEC23A","C14orf174","OSBPL1A","FAM138F","IGF2BP2","DCN","TNS1","NT5DC3","SLC2A13","SPATA4","KLF17","FRMD4B","SNX4","PPP3CB","SORCS1","LOC283856","DCUN1D3","ALPK3","PLA2G5","RERE","MYOCD","MYST4","ANXA6","MYO9A","KATNAL1","ANKRD57","PDE3B","CXorf1","P2RX1","SDPR","RXFP3","PPAP2B","NEK9","CLIP1","DOK6","DPP10","SGCA","SLC25A23","HSPB2","C6orf168","CC2D2A","TTLL7","LOC399959","FGL2","ARHGEF9","SORBS2","DCHS2","POPDC2","GJC1","MUSK","DPT","ABCC9","PER2","LOC283174","ZEB2","DARC","GABRG1","TACR2","LAMA2","LOC644538","HDAC4","NCS1","PDE1A","ZNF483","SORBS1","KIF5B","FASN","CKB","ZFP106","ZBTB4","ROCK2","MITF","ASTL","MBNL1","CNST","MPDZ","C16orf89","DIP2C","CAP2","PRIMA1","MAFF","DUOX1","EEF2K","CORO1C","ADH1A","PDLIM7","CDKN2BAS","CCDC50","PCDH18","MEG8","OVCH1","ADH1B","ARHGAP20","RANBP3L","LRRC3B","ILK","XKR4","RGS22","TMEM196","GLP2R","IGSF9B","COPZ2","MYADM","WFS1","CLDN4","PLCD4","SGCZ","MXRA7","ABCB5","C20orf194","CLDN23","PSMG4","PHLDA1","GPR124","KCNK3","EGR1","RECK","hsa-miR-708-3p","hsa-miR-582-5p","hsa-miR-330-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-193b-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-340-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-106a-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-185-3p","hsa-miR-335-5p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-3677-3p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-218-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-429","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-222-5p","hsa-miR-30a-3p","hsa-miR-16-2-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-431-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-654-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7i-3p","hsa-miR-9-5p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-miR-455-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-10b-3p","hsa-miR-378c","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-1296","hsa-miR-629-5p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-133a","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-942","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-708-5p","hsa-miR-501-3p","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-410","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,-1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0
