"ID","Up_regulated"
"hsa-miR-17-5p","SNRPB2"
"hsa-miR-1976","PDZRN3,PARK2,ASB5,FAM168B,C17orf39,STON1,KBTBD10,TSPAN18,NEXN,ANTXR2,PTGFR,SPOP,KCTD7,NCAM1,ARHGEF37,DPYSL3,C2orf40,EIF4E3,CKMT2,EPM2A,RAB23,ACOX2,JAM3,ABI2,C5orf53,EFHA2,RAB9B,C7orf41,RBPMS,TCEAL1,COL4A6,PPAPDC3,DMGDH,CNN1,ABL1,LAMA4,EML1,PJA2,SLC25A4,PPP1R14A,STRN3,CSRP1,HABP4,VCL,FAM110B,FXYD6,TRIM3,TAGLN,FBXL22,SPARCL1,AQP1,ENTPD1,MLXIP,RABGAP1,NBEA,KCNH2,RHOB,ARHGAP24,TCEAL2,BIN1,HECTD2,AKAP6,PTGIS,TNFAIP8L3,SSPN,SETBP1,ITIH5,GPR133,FAM129A,GATA5,DACT3,TTLL11,GPRASP1,PDLIM3,RYR3,GPR135,TMEM229A,RBMS3,ALDH1B1,FBXO31,PPP1R12B,RNF38,RIC8B,CRTC3,BVES,SETD7,HAND2,TSHZ3,TPM1,ADCY9,AFAP1,FBXL7,NCALD,PRELP,NEURL1B,NRP2,MSRB3,ITPR1,LMOD1,ZNF25,KIAA0427,LSM11,PDE1C,PART1,PSD,CPEB1,SSC5D,RBPMS2,FAM36A,MBD5,NEURL,LONRF2,APBB1,ACTA2,C21orf34,FLNA,JPH2,CALM1,SPEG,HLF,NBLA00301,TMOD1,SH3BGRL,HPSE2,ZHX3,NXPH3,REEP2,SYNE1,KCNJ8,CASQ2,NFIA,ZMYND11,REEP1,FNBP1,LIMS2,ASXL3,DCHS1,FOXN3,OSBPL10,KLHL4,MCAM,CCDC69,ABI3BP,MEF2A,DIXDC1,DYM,PTGS1,PBX3,CGNL1,BCHE,NR3C2,MRAS,ITGA7,CNRIP1,ARHGAP10,RCAN2,DSTN,LMO3,FAM54B,NLGN1,PCP4,SLC2A4,ARHGEF17,ADAMTSL3,FERMT2,KCNMB1,CACNB2,ANGPTL1,ATP1A2,TGFB1I1,C20orf166,HEPH,ARHGAP1,PYGM,FYN,RAP1A,KLHDC5,NECAB1,CRTAP,ACTC1,PODN,ACTN1,TSPAN2,PGM5P2,CFL2,PNMA1,KLF12,SGCB,C16orf45,MKX,TRPC1,ADD1,CNTN1,MYL9,PALLD,RNF180,ARMCX1,ATP8B2,ADARB1,FGF2,SYT11,ZNF280D,C1orf70,DTNA,FOXP2,ZFPM2,SMTN,ROCK1,CLIP3,ZAK,DGKG,FAM138B,PGM5,GCOM1,HPD,FHL1,ANGPTL2,ZEB1,PRKAB2,SH3D19,GATA6,PRDM6,RASL12,PRDM8,WBSCR17,GEFT,RERG,BNC2,FAM190B,STXBP5L,RUNX1T1,BHMT2,PITPNM2,TMEM55A,BCL2L2,MARCH2,SOBP,MFN2,NNAT,MYH11,STX2,KIAA1614,TMEM35,KY,MAMDC2,AOC3,RAI2,PTBP2,GNAL,PPP1R12A,SCUBE3,ITPKB,MRVI1,AXL,CDC42BPA,PLSCR4,CACNA1H,C3orf70,RUSC2,MACF1,DISP1,C3orf18,IGSF21,CACNA1C,PDZRN4,LOC92973,PIP5K1C,KANK2,SLC25A12,CAMK2A,DES,LRCH2,PDE2A,FYCO1,NEGR1,ZCCHC24,FGF10,CHRM3,ANO5,SLMAP,TOR1AIP1,MAOB,GNAO1,TPM2,TMEM108,PKIG,MYOM1,DENND5A,MYLK,MAP4,STAT5B,FBXO30,EPHA7,SLC8A1,OSBPL1A,TNS1,SLC2A13,KLF17,PPP3CB,ANXA6,PDE3B,P2RX1,SDPR,NEK9,DOK6,SGCA,SLC25A23,C6orf168,CC2D2A,LOC399959,FGL2,ARHGEF9,SORBS2,DPT,ABCC9,LOC283174,ZEB2,TACR2,LOC644538,HDAC4,NCS1,PDE1A,SORBS1,CKB,MITF,MBNL1,CNST,DIP2C,CORO1C,PDLIM7,ARHGAP20,ILK,COPZ2,WFS1,MXRA7,GPR124,KCNK3"
"hsa-miR-132-3p","GALNTL6"
"hsa-miR-342-3p","PRKACG"
"hsa-miR-125b-5p","PTPRN2"
"hsa-miR-769-5p","CTNNA3"
"hsa-miR-93-5p","KCNAB1,LRRK2"
"hsa-miR-30a-3p","CYGB,RAPGEF4,CYTL1"
"hsa-miR-151a-5p","ITGB1BP3"
"hsa-miR-30c-2-3p","BDKRB2"
"hsa-miR-146b-3p","MYH3"
