"ID","Up_regulated"
"hsa-miR-141-5p","MAP6,CCDC136,FAIM2,TMEM56,PDZRN3,SYNJ2BP,PARK2,PARD3B,ASB5,FAM168B,NPR2,SCN7A,C17orf39,FILIP1,CLEC3B,STON1,KBTBD10,C6orf155,TSPAN18,CSGALNACT1,ANTXR2,CNNM1,CELF2,TSHB,PTGFR,OMD,MAPK4,GNAQ,KCTD7,PI16,SCARA5,ARHGEF37,DPYSL3,C2orf40,EIF4E3,MMP27,CKMT2,PRICKLE2,DHRS7C,EPM2A,PPARGC1B,AHNAK,RAB23,ACOX2,JAM3,SOX10,TIAM2,C5orf53,NOVA1,PCDHGA5,EFHA2,RAB9B,C7orf41,RBPMS,KIRREL,TCEAL1,PPAPDC3,DMGDH,NKAPL,SNTA1,CNN1,ABL1,RGS5,VIT,LAMA4,AFF3,EML1,PYGB,GALNTL1,PJA2,C2orf88,ACACB,PRRG3,FAT4,DNAJC18,SLC25A4,STRN3,LRRC2,CSRP1,VCL,MEF2C,IL6ST,NFIX,FXYD6,ANK2,DMD,TBX4,LOH12CR2,FAM124A,SPARCL1,GRIN2A,AQP1,ITGA8,PLEKHO1,ENTPD1,MLXIP,RABGAP1,EID1,NBEA,NFIB,RHOB,RGS11,MFAP5,ARHGAP24,ZC3H7A,TCEAL2,BIN1,HECTD2,MAPRE2,MAP7D3,PTGIS,C1QTNF7,TNFSF12,CNTN2,CSRNP3,GPR17,TNFAIP8L3,SSPN,SETBP1,RBM43,ITIH5,GPR133,EVC,IGSF10,TACC2,FAM129A,C1QTNF9,GATA5,DACT3,CDC42EP3,GPRASP1,PDLIM3,RYR3,OSBPL5,ALDH1B1,STXBP4,PPP1R12B,SIK3,RNF38,ATL1,CRTC3,ASB2,BVES,TPO,OGN,EDNRA,SH3BGR,SETD7,GNAZ,TSHZ3,TPM1,ADCY9,FBXL7,NCALD,PRELP,EPHA3,NHSL2,NRP2,FAM149A,KIAA0408,ASB16,CLIC4,UNC5C,GPRASP2,GPBAR1,MSRB3,ITPR1,LMOD1,ATF7,CCDC80,CALCOCO1,ZNF25,ZBTB47,KIAA0427,LSM11,PDE1C,PSD,CPEB1,PTCH2,SSC5D,ANGPT1,RBPMS2,LRRK2,C8orf85,CNKSR2,PRKACB,LONRF2,CMTM5,ACTA2,C21orf34,PRRT2,FLNA,HPGDS,JPH2,CALM1,INPP5A,SPEG,HLF,SCN2B,NBLA00301,TMOD1,PPP1R3B,C15orf51,CSDE1,SH3BGRL,HPSE2,ZHX3,NXPH3,TUB,BOC,MYL6,SYNE1,KIF13A,PLIN4,KCNJ8,CASQ2,NFIA,ZMYND11,MAP1A,FAM180B,REEP1,FNBP1,PABPC5,PELI2,RASD2,LIMS2,PID1,ASXL3,DCHS1,TPSD1,FOXN3,OSBPL10,MCAM,CCDC69,MS4A2,ABI3BP,RBM24,MEF2A,AOX1,DIXDC1,PARVA,BMPR1A,PTGS1,PBX3,DCLK1,NR3C2,MRAS,KLHL13,JAZF1,JMY,CNRIP1,ARHGAP10,RCAN2,KLHL10,KCNA1,LDB3,TCEAL3,DSTN,LMO3,F10,MATN2,FAM54B,NLGN1,SLITRK2,SLC2A4,CAMK2G,ARHGEF17,ADAMTSL3,IGFBP7,FERMT2,KCNMB1,CACNB2,ANGPTL1,LHFP,KIAA1377,ATP1A2,TGFB1I1,NAP1L3,PDE5A,ST8SIA1,ARHGAP1,C9orf102,PYGM,KIAA1462,RAP1A,KLHDC5,GRIK5,C10orf72,NECAB1,CRTAP,PCDHGA12,AGTR1,ACTC1,PODN,GFRA2,FOXF1,PGM5P2,ZFX,CFL2,FZD7,KLF12,SGCB,PDZD4,C16orf45,PRKD1,MKX,TMTC1,FAM138D,TRPC1,COL19A1,MAGI2,ADD1,ROR2,ZNF271,CNTN1,MYL9,PALLD,ANKRD29,C5orf41,KLHL33,FAM69A,CLEC3A,RNF180,ARMCX1,ADARB1,LRCH1,FGF2,GSTM5,SYT11,ZNF280D,DENND2A,FOXP2,ZFPM2,SGCG,SMTN,C20orf200,KIAA2022,ROCK1,TTBK2,AKT3,CLIP3,GKAP1,ZAK,DGKG,PGM5,GCOM1,HPD,KCNIP4,FHL1,STARD13,SMAD9,ANGPTL2,ZEB1,MGP,PRKAB2,PLP1,SH3D19,CHIC1,PRDM6,C7,RASL12,DCX,FNDC5,WBSCR17,GEFT,BNC2,FAM190B,RUNX1T1,KIRREL3,BHMT2,PCDH7,PITPNM2,TMEM55A,FGFR1,FGF13,CASP12,MARCH2,HIF3A,ADAM33,SOBP,PCOLCE2,MYH11,KIAA1614,TMEM35,HCFC2,KY,LOC100128239,MAMDC2,ST3GAL3,LRFN5,AOC3,RAI2,LOC158696,PTBP2,GSN,GNAL,PPP1R12A,SDC2,UNC80,ITPKB,MRVI1,SGCE,CDC42BPA,PLSCR4,CEP68,CACNA1H,C3orf70,RUSC2,MACF1,C3orf18,C22orf39,SLIT2,CACNA1C,PDZRN4,LOC92973,MRGPRF,PIP5K1C,PPFIA2,KANK2,SLC25A12,HRNBP3,MPP2,CAMK2A,NAALAD2,TRPC3,LRCH2,FYCO1,OCRL,NEGR1,ZCCHC24,FGF10,TEAD1,GAS7,ADAMTS8,PKD2,CHRM3,ANO5,RBM9,TOR1AIP1,CHRM2,TNXB,MAOB,PCDHGA6,GNAO1,TPM2,TMEM108,PKIG,MYOM1,LMX1A,MYLK,COL21A1,MAP4,STAT5B,SLIT3,CDKL1,FBXO30,EPHA7,FAM168A,SLC8A1,LOC92249,FAM160B1,OSBPL1A,FAM138F,DCN,TNS1,PPP3CB,SMOC2,RERE,ANKRD40,MYOCD,MYST4,ANXA6,MYO9A,LOC728264,P2RX1,SDPR,EBF1,PPAP2B,NEK9,TCEAL7,SGCA,SLC25A23,C6orf168,TRIM23,CC2D2A,FGL2,CD300LG,ARHGEF9,SORBS2,DPT,ABCC9,LOC283174,FOXJ2,ZEB2,TACR2,LOC644538,HDAC4,FAT3,ZBTB4,MITF,ZNF532,MBNL1,CNST,C16orf89,REV3L,DIP2C,CAP2,PRIMA1,EEF2K,CORO1C,PDLIM7,PCDH18,ADH1B,ARHGAP20,RANBP3L,ILK,XKR4,RGS22,WFS1,PLCD4,MXRA7,ABCB5,C20orf194,WFDC1,GPR124,RECK"
"hsa-miR-10b-5p","CD55,MESDC1,IER3,DUSP5,HBEGF,KCTD11,RAP2B,B3GNT5,CPA6,TIPARP,MIDN,DUSP4,FOSL1,BCL10,EPHA2,SGK1,KLF6,TICAM1,PHLDA2,ANKRD57,CLDN4,PHLDA1"
"hsa-miR-126-5p","STON1-GTF2A1L,CCDC136,PDZRN3,SYNJ2BP,PARK2,PARD3B,ASB5,FAM168B,TBCEL,NPR2,SCN7A,C17orf39,FILIP1,STON1,PLN,KBTBD10,TSPAN18,NEXN,ANTXR2,CNNM1,CELF2,PTGFR,POU6F1,OMD,DNAJB5,MAPK4,CCDC158,GNAQ,KCTD7,TECPR2,ARHGEF37,DPYSL3,C2orf40,EIF4E3,CKMT2,PRICKLE2,EPM2A,AHNAK,RAB23,ACOX2,JAM3,TIAM2,C5orf53,NOVA1,DMPK,EFHA2,MAPKBP1,RAB9B,C7orf41,RBPMS,KIRREL,TCEAL1,ANO6,PPAPDC3,DMGDH,NKAPL,SNTA1,CNN1,ABL1,VIT,LAMA4,AFF3,NDE1,EML1,PYGB,GALNTL1,PJA2,ACACB,FAT4,DNAJC18,SLC25A4,PPP1R14A,STRN3,LRRC2,CSRP1,VCL,MEF2C,IL6ST,ITGB1BP2,NFIX,FXYD6,ANK2,DMD,NPY6R,TBX4,LOH12CR2,TRIM3,TAGLN,RASSF3,SPARCL1,AQP1,PLEKHO1,ENTPD1,MLXIP,RABGAP1,WWTR1,EID1,NBEA,NFIB,RHOB,MFAP5,SYNM,ARHGAP24,KCNQ4,ACTG2,ZC3H7A,TCEAL2,HECTD2,MAPRE2,MAP7D3,LPP,SMPX,AKAP6,PTGIS,TNFSF12,CSRNP3,TNFAIP8L3,SSPN,SETBP1,SETD3,ITIH5,GPR133,EVC,IGSF10,PCDH10,RYR2,TACC2,FAM129A,GATA5,DACT3,CDC42EP3,ENAH,GPRASP1,PDLIM3,RYR3,OSBPL5,C8orf84,ALDH1B1,C6orf186,SEPT7,STXBP4,PPP1R12B,SIK3,RNF38,ATL1,CRTC3,ASB2,BVES,PTPLA,OGN,EDNRA,SH3BGR,SETD7,GNAZ,TSHZ3,TPM1,ADCY9,FBXL7,NCALD,PRELP,EPHA3,NRP2,GYG1,FAM149A,ASB16,CLIC4,UNC5C,MSRB3,ITPR1,LMOD1,ATF7,CCDC80,CALCOCO1,ZNF25,ZBTB47,LOC653653,KIAA0427,LSM11,PDE1C,PSD,CPEB1,LOC650623,BAG2,SSC5D,ANGPT1,RBPMS2,LRRK2,C8orf85,CNKSR2,CASC2,PRKACB,LONRF2,CMTM5,ACTA2,C21orf34,FLNA,HPGDS,JPH2,CALM1,INPP5A,FAM13B,SPEG,HLF,DUSP19,NBLA00301,TMOD1,PPP1R3B,ENOX1,CSDE1,SH3BGRL,HPSE2,ZHX3,NXPH3,NID1,BOC,MYL6,KIF13A,PLIN4,KCNJ8,CASQ2,NFIA,ZMYND11,MAP1A,FAM180B,REEP1,FNBP1,PABPC5,RASD2,LIMS2,PID1,ANKS1B,ASXL3,DCHS1,FOXN3,OSBPL10,MCAM,CCDC69,ABI3BP,MEF2A,AOX1,DIXDC1,PARVA,PRKAG2,BMPR1A,PTGS1,PBX3,DCLK1,NR3C2,MRAS,KLHL13,JAZF1,JMY,CNRIP1,ARHGAP10,UBE2Q2,RCAN2,KLHL10,TCEAL3,ACTN2,DSTN,LMO3,PPP1R12C,FAM54B,NLGN1,DYNC1LI2,SLC2A4,CAMK2G,ARHGEF17,ADAMTSL3,IGFBP7,FERMT2,KCNMB1,CACNB2,ANGPTL1,LHFP,KIAA1377,ATP1A2,TGFB1I1,NAP1L3,PDE5A,PTPN21,KLHL5,ST8SIA1,ARHGAP1,C9orf102,PYGM,KIAA1462,RAP1A,KLHDC5,C10orf72,NECAB1,CRTAP,PCDHGA12,AGTR1,ACTC1,PODN,SYNPO2,KCNB1,PHKG1,FLNC,SRF,PGM5P2,ZFX,C1orf95,FAM184A,CFL2,MEIS1,KLF12,SGCB,PDZD4,C16orf45,PRKD1,MKX,TMTC1,TRPC1,MAGI2,ADD1,ROR2,ZNF271,CNTN1,MYL9,PALLD,ANKRD29,C5orf41,FAM69A,NFYB,WDR17,RNF180,ARMCX1,ADARB1,COX7A1,LRCH1,FGF2,SYT11,ZNF280D,DTNA,DENND2A,FOXP2,ZFPM2,SMTN,C20orf200,WNK1,KIAA2022,ROCK1,AKT3,CLIP3,GKAP1,ZAK,DGKG,FAM138B,SLAIN2,PGM5,GCOM1,HPD,SACS,FHL1,LOC401093,STARD13,ANGPTL2,ZEB1,PRKAB2,TP53INP2,SH3D19,CHIC1,PRDM6,RASL12,FNDC5,WBSCR17,GEFT,BNC2,FAM190B,SYDE2,RUNX1T1,BHMT2,PCDH7,PITPNM2,AIM1,TMEM55A,ANKRD34A,RNF115,BCL2L2,FGFR1,MARCH2,HIF3A,ADAM33,SOBP,MYH11,KIAA1614,TMEM35,HCFC2,KY,MAMDC2,ST3GAL3,LRFN5,AOC3,RAI2,PTBP2,GSN,GNAL,CALD1,PPP1R12A,RAB33B,ITGA5,TULP2,SDC2,ITPKB,MORN5,EHBP1L1,MRVI1,SGCE,PEX14,CDC42BPA,PLSCR4,CEP68,CACNA1H,C3orf70,RUSC2,MACF1,C3orf18,TRAK2,C22orf39,SLIT2,CACNA1C,PDZRN4,LOC92973,MRGPRF,PIP5K1C,KANK2,SLC25A12,HRNBP3,MPP2,CAMK2A,TRPC3,DES,LRCH2,FYCO1,DUSP3,OCRL,NEGR1,PITPNB,ZCCHC24,FGF10,TEAD1,PKD2,CHRM3,ANO5,SLMAP,RBM9,TOR1AIP1,CHRM2,TNXB,MAOB,GNAO1,TPM2,SVIL,LIPI,TMEM108,PKIG,KIAA1644,MYOM1,MYLK,COL21A1,MAP4,STAT5B,SLIT3,CDKL1,FBXO30,EPHA7,SLC8A1,LOC92249,FAM160B1,OSBPL1A,DCN,TNS1,NT5DC3,KLF17,PPP3CB,LOC283856,SMOC2,RERE,ANKRD40,MYOCD,MYST4,ANXA6,P2RX1,SDPR,EBF1,PPAP2B,NEK9,TCEAL7,SGCA,SLC25A23,C6orf168,TRIM23,CC2D2A,TTLL7,FGL2,ARHGEF9,SORBS2,POPDC2,GJC1,DPT,ABCC9,LOC283174,FOXJ2,ZEB2,TACR2,ZFYVE20,LOC644538,HDAC4,SORBS1,ZFP106,ZBTB4,MITF,ZNF532,MBNL1,CNST,REV3L,DIP2C,CAP2,PPP2R3A,PRIMA1,EEF2K,CORO1C,PDLIM7,PCDH18,ARHGAP20,RANBP3L,ILK,WFS1,PLCD4,MXRA7,ABCB5,GNG12,WFDC1,GPR124,RECK"
"hsa-miR-29b-3p","STON1-GTF2A1L,SNORD116-4,SNORD116-20,MAP6,CCDC136,FAIM2,RNF150,TMEM56,PDZRN3,KCNN2,SYNJ2BP,PARK2,PARD3B,ASB5,FAM168B,TBCEL,NPR2,SCN7A,SRL,C17orf39,FILIP1,STON1,PLN,KBTBD10,TSPAN18,CSGALNACT1,NEXN,CACNA2D1,ANTXR2,CNNM1,CELF2,TSHB,PTGFR,POU6F1,OMD,DNAJB5,MAPK4,CCDC158,GNAQ,KCTD7,PI16,TECPR2,USP12,SCARA5,ARHGEF37,PITX2,ADRB3,DPYSL3,C2orf40,EIF4E3,CKMT2,PRICKLE2,CDON,MTTP,DHRS7C,EPM2A,FIGF,PPARGC1B,AHNAK,RAB23,ACOX2,JAM3,SOX10,TIAM2,ABI2,TPSG1,C5orf53,NOVA1,DMPK,PCDHGA5,EFHA2,RAB9B,C7orf41,DLG2,RBPMS,HCN1,KIRREL,LOC100302640,TCEAL1,COL4A6,ANO6,PPAPDC3,DMGDH,ADCYAP1R1,NKAPL,SNTA1,CNN1,ABL1,RGS5,VIT,SLC18A2,LAMA4,AFF3,NDE1,ZBTB20,HAND1,EML1,PYGB,GALNTL1,PJA2,C2orf88,ACACB,PRRG3,FAT4,DNAJC18,SLC25A4,PPP1R14A,STRN3,LRRC2,CSRP1,VCL,MEF2C,IL6ST,LMOD3,ITGB1BP2,NFIX,FXYD6,ANK2,MPZ,DMD,TBX20,MAP1B,MPL,TBX4,LOH12CR2,TRIM3,KLHL38,TAGLN,FAM124A,C1orf150,FBXL22,RASSF3,SPARCL1,AQP1,PLEKHO1,ENTPD1,MLXIP,RABGAP1,WWTR1,EID1,NBEA,NFIB,SHISA3,TRPC4,RHOB,KCND3,RGS11,MFAP5,DCT,SYNM,ARHGAP24,KCNQ4,ACTG2,ZC3H7A,CSPG4,TCEAL2,BIN1,C20orf117,HECTD2,MAPRE2,MAP7D3,LPP,SMPX,AKAP6,PTGIS,CTNNA3,TNFSF12,DYSF,KCNAB1,CPXM2,CSRNP3,DAAM2,GPR17,TNFAIP8L3,SAMD4A,SSPN,SETBP1,SETD3,TACC1,ITIH5,GPR133,EVC,CBX6,IGSF10,RYR2,TACC2,FAM129A,GATA5,DACT3,TTLL11,CDC42EP3,ENAH,GPRASP1,PDLIM3,RYR3,GPR135,TMEM229A,OSBPL5,RBMS3,C8orf84,ALDH1B1,C6orf186,DYNC1I1,SEPT7,STXBP4,PPP1R12B,SIK3,RNF38,ATL1,CCDC27,CRTC3,ASB2,BVES,PTPLA,TPO,DIRC3,OGN,EDNRA,SH3BGR,SETD7,GNAZ,HAND2,PPM1L,TSHZ3,ATP2B4,TPM1,PCDHGA2,ADCY9,AFAP1,FBXL7,NCALD,AHNAK2,PRELP,EPHA3,NHSL2,NRP2,GYG1,FAM149A,ASB16,CLIC4,MEIS2,UNC5C,GPRASP2,MSRB3,ITPR1,LMOD1,ATF7,CCDC80,AKAP2,CALCOCO1,ZNF25,ZBTB47,ZNF660,LOC653653,KIAA0427,LSM11,PRKG1,PDE1C,PSD,CPEB1,HTR1B,LOC650623,BAG2,ACTA1,SSC5D,ANGPT1,RBPMS2,LRRK2,C8orf85,CNKSR2,PRKACB,LONRF2,CMTM5,ACTA2,C21orf34,PRRT2,FLNA,HPGDS,JPH2,SGCD,MID2,CALM1,INPP5A,FAM13B,SPEG,HLF,LEP,NBLA00301,TMOD1,PPP1R3B,ENOX1,ZNF454,C15orf51,CSDE1,SH3BGRL,HPSE2,CYTSA,ZHX3,NXPH3,NID1,TUB,BOC,ANGPTL7,MYL6,SYNE1,KIF13A,PLIN4,KCNJ8,CASQ2,NFIA,ZMYND11,MAP1A,FAM180B,C4orf12,REEP1,FNBP1,PTRF,DDR2,PABPC5,PELI2,RASD2,LIMS2,PID1,ANKS1B,ASXL3,DCHS1,TPSD1,FOXN3,OSBPL10,KLHL4,MCAM,CCDC69,MS4A2,ABI3BP,RBM24,MEF2A,AOX1,DIXDC1,PARVA,PRKAG2,BMPR1A,PTGS1,PBX3,DCLK1,CGNL1,BCHE,NR3C2,MRAS,KLHL13,JAZF1,JMY,ITGA7,CNRIP1,ARHGAP10,UBE2Q2,RCAN2,KLHL10,KCNA1,LDB3,TCEAL3,ACTN2,DSTN,ITGA1,SLC30A4,LMO3,PPP1R12C,FAM54B,NLGN1,PCP4,DYNC1LI2,SLC2A4,CAMK2G,ARHGEF17,ADAMTSL3,IGFBP7,FERMT2,KCNMB1,CACNB2,ANGPTL1,LHFP,KIAA1377,ATP1A2,GPR26,TGFB1I1,NAP1L3,PDE5A,AMOTL1,ITGA9,C20orf166,PTPN21,KLHL5,ST8SIA1,ARHGAP1,C9orf102,PYGM,DCAF12L2,ROR1,KIAA1462,RAP1A,KLHDC5,GRIK5,C10orf72,NECAB1,SVEP1,CRTAP,PCDHGA12,AGTR1,ACTC1,PODN,SYNPO2,GFRA2,ACTN1,KCNB1,PHKG1,FOXF1,FLNC,TSPAN2,SRF,C5orf4,PGM5P2,ZFX,FAM184A,CFL2,MEIS1,PNMA1,FZD7,KLF12,SGCB,PDZD4,PRUNE2,C16orf45,PRKD1,MKX,TMTC1,GPR156,TRPC1,COL19A1,MAGI2,ADD1,ROR2,ZNF271,CNTN1,MYL9,FOXD3,ITGB3,PALLD,ANKRD29,C5orf41,PCDHGA11,FAM69A,NFYB,CLEC3A,RNF180,ARMCX1,CRB1,ADARB1,COX7A1,C7orf58,LRCH1,FGF2,TMOD4,GSTM5,SYT11,ZNF280D,DTNA,DENND2A,FOXP2,ZFPM2,SMTN,C20orf200,APOBEC2,PRKCA,WNK1,KIAA2022,NACC2,ROCK1,TTBK2,AKT3,CLIP3,GKAP1,ZAK,DGKG,FAM138B,SLAIN2,PGM5,GCOM1,HPD,SACS,NFIC,FHL1,LOC401093,HIPK4,STARD13,SMAD9,ANGPTL2,CMA1,ZEB1,MGP,PRKAB2,PMP2,C6orf142,PLP1,TP53INP2,SH3D19,CHIC1,C4orf49,PRDM6,C7,RASL12,DCX,PPP1R1A,SPHKAP,PKD1,FNDC5,WBSCR17,GEFT,BNC2,FAM190B,SYDE2,RUNX1T1,KIRREL3,C13orf36,BHMT2,PCDH7,PITPNM2,AIM1,TMEM55A,ANKRD34A,RNF115,BCL2L2,FGFR1,FGF13,CASP12,MARCH2,HIF3A,ADAM33,SOBP,RGS2,PCOLCE2,MYH11,KIAA1614,PRKAA2,TMEM35,HCFC2,KIF1B,KY,LOC100128239,MAMDC2,ST3GAL3,LMO1,LRFN5,AOC3,RAI2,LOC158696,PTBP2,GSN,LAMC1,GNAL,SLC8A2,CALD1,C2orf71,PPP1R12A,RAB33B,ITGA5,TULP2,KCNMA1,SDC2,SCUBE3,RIMS3,ITPKB,MORN5,EHBP1L1,MRVI1,PAR5,SGCE,CDC42BPA,GTF2A1L,NRXN1,KLHL30,PLSCR4,C9orf5,CBX7,CEP68,CACNA1H,C3orf70,RUSC2,ERC1,MACF1,DISP1,C3orf18,TRAK2,C22orf39,SLIT2,IGSF21,CACNA1C,PDZRN4,LOC92973,MRGPRF,PIP5K1C,PPFIA2,KANK2,SLC25A12,HRNBP3,PKDCC,MPP2,CAMK2A,NFASC,TRPC3,DES,TLN1,LRCH2,FYCO1,EZH1,DUSP3,OCRL,NEGR1,EPHB1,PPP1CB,ZCCHC24,FGF10,TEAD1,GAS7,ADAMTS8,PKD2,CHRM3,ANO5,SLMAP,RBM9,TOR1AIP1,CHRM2,TNXB,MAOB,PCDHGA6,GNAO1,TPM2,ZCWPW2,CILP,SVIL,TMEM108,PKIG,KIAA1644,MYOM1,DENND5A,MYLK,COL21A1,MAP4,STAT5B,SLIT3,FBXO30,EPHA7,FAM168A,SLC8A1,LOC92249,SEC23A,FAM160B1,OSBPL1A,FAM138F,DCN,TNS1,NT5DC3,SPATA4,KLF17,PPP3CB,LOC283856,SMOC2,PLA2G5,RERE,ANKRD40,MYOCD,MYST4,ANXA6,MYO9A,PCDH9,KATNAL1,LOC728264,P2RX1,SDPR,EBF1,PPAP2B,NEK9,SCRG1,DOK6,TCEAL7,SGCA,SLC25A23,C6orf168,TRIM23,CC2D2A,TTLL7,FGL2,CD300LG,ARHGEF9,SORBS2,DCHS2,POPDC2,GJC1,DPT,ABCC9,LOC283174,FOXJ2,ZEB2,TACR2,ZFYVE20,LOC644538,HDAC4,NCS1,PDE1A,SORBS1,FAT3,CKB,ZFP106,ZBTB4,ROCK2,SYPL2,MITF,ZNF532,MBNL1,CNST,MPDZ,REV3L,DIP2C,CAP2,PPP2R3A,PRIMA1,EEF2K,CORO1C,PDLIM7,PCDH18,ADH1B,ARHGAP20,RANBP3L,ILK,XKR4,RGS22,GLP2R,IGSF9B,MYADM,WFS1,PLCD4,MXRA7,ABCB5,C20orf194,GNG12,WFDC1,GPR124,RECK"
"hsa-miR-100-5p","CLEC9A,C18orf34,RERGL,FAM71A,ZNF536,GRID2,KLF4,SGCZ"
"hsa-miR-133a","SNORD116-20,MAP6,CCDC136,FAIM2,TMEM56,PDZRN3,SYNJ2BP,PARK2,PARD3B,ASB5,NPR2,C17orf39,FILIP1,STON1,KBTBD10,C6orf155,TSPAN18,CSGALNACT1,ANTXR2,TSHB,PTGFR,MAPK4,GNAQ,PI16,SCARA5,ARHGEF37,DPYSL3,C2orf40,PRICKLE2,DHRS7C,EPM2A,RAB23,JAM3,TIAM2,C5orf53,NOVA1,EFHA2,RAB9B,C7orf41,DLG2,TCEAL1,DMGDH,SNTA1,CNN1,ABL1,VIT,LAMA4,EML1,PYGB,PJA2,SLC25A4,TSPYL2,STRN3,CSRP1,VCL,FXYD6,ANK2,DMD,TBX4,LOH12CR2,FAM124A,SPARCL1,GRIN2A,ITGA8,PLEKHO1,ENTPD1,MLXIP,RABGAP1,NBEA,RHOB,KCND3,RGS11,MFAP5,ARHGAP24,TCEAL2,HECTD2,MAPRE2,PTGIS,TNFSF12,GPR17,ITIH5,GPR133,EVC,FAM129A,GATA5,DACT3,CDC42EP3,GPRASP1,PDLIM3,RYR3,OSBPL5,ALDH1B1,PPP1R12B,SIK3,RNF38,ATL1,ASB2,BVES,TPO,EDNRA,SH3BGR,SETD7,GNAZ,TSHZ3,TPM1,PCDHGA2,ADCY9,FBXL7,NCALD,PRELP,EPHA3,NHSL2,CLIC4,GPRASP2,GPBAR1,MSRB3,ITPR1,LMOD1,ATF7,CCDC80,CALCOCO1,ZNF25,ZBTB47,ZNF660,KIAA0427,LSM11,PDE1C,PSD,CPEB1,PTCH2,RBPMS2,C8orf85,LONRF2,ACTA2,PRRT2,FLNA,JPH2,CALM1,INPP5A,SPEG,HLF,NBLA00301,TMOD1,C15orf51,CSDE1,SH3BGRL,HPSE2,ZHX3,TUB,BOC,SYNE1,KIF13A,KCNJ8,CASQ2,ZMYND11,MAP1A,FNBP1,PABPC5,PELI2,LIMS2,PID1,ASXL3,DCHS1,TPSD1,FILIP1L,FOXN3,MCAM,CCDC69,ABI3BP,RBM24,MEF2A,DIXDC1,PARVA,BMPR1A,PTGS1,NR3C2,KLHL13,JAZF1,JMY,CNRIP1,ARHGAP10,KLHL10,LDB3,TCEAL3,DSTN,LMO3,F10,MATN2,SLC2A4,CAMK2G,ARHGEF17,ADAMTSL3,IGFBP7,FERMT2,KCNMB1,CACNB2,ANGPTL1,LHFP,ATP1A2,TGFB1I1,ST8SIA1,C9orf102,PYGM,KIAA1462,RAP1A,GRIK5,C10orf72,NECAB1,CRTAP,AGTR1,ACTC1,FOXF1,SRF,PGM5P2,ZFX,CFL2,FZD7,SGCB,PDZD4,C16orf45,PRKD1,MKX,TRPC1,COL19A1,MAGI2,ADD1,ROR2,CNTN1,MYL9,PALLD,ANKRD29,C5orf41,KLHL33,CLEC3A,RNF180,ARMCX1,ADARB1,LRCH1,FGF2,GSTM5,ZNF280D,FOXP2,ZFPM2,SMTN,C20orf200,ROCK1,TTBK2,AKT3,CLIP3,ZAK,PGM5,GCOM1,LTBP4,HPD,KCNIP4,FHL1,STARD13,KLHDC1,SMAD9,ZEB1,MGP,PRKAB2,PAMR1,SH3D19,CHIC1,PRDM6,C7,RASL12,DCX,WBSCR17,GEFT,BNC2,FAM190B,RUNX1T1,BHMT2,PITPNM2,TMEM55A,FGFR1,FGF13,CASP12,MARCH2,ADAM33,PCOLCE2,MYH11,KIAA1614,TMEM35,HCFC2,KY,LOC100128239,MAMDC2,ST3GAL3,AOC3,LOC158696,PTBP2,GSN,GNAL,PPP1R12A,UNC80,ITPKB,MRVI1,SGCE,NRXN1,PLSCR4,CBX7,CEP68,CACNA1H,RUSC2,CACNA1C,PDZRN4,LOC92973,PPFIA2,KANK2,SLC25A12,HRNBP3,CAMK2A,NAALAD2,LRCH2,FYCO1,OCRL,NEGR1,ZCCHC24,TEAD1,GAS7,ADAMTS8,PKD2,CHRM3,SOCS3,RBM9,TOR1AIP1,TNXB,PCDHGA6,GNAO1,TPM2,TMEM108,MYOM1,MYLK,COL21A1,STAT5B,SLIT3,FBXO30,SLC8A1,FAM160B1,OSBPL1A,FAM138F,DCN,TNS1,SMOC2,RERE,ANKRD40,MYOCD,MYST4,ANXA6,MYO9A,LOC728264,P2RX1,SDPR,EBF1,PPAP2B,NEK9,TCEAL7,SGCA,SLC25A23,C6orf168,TRIM23,CC2D2A,FGL2,CD300LG,ARHGEF9,SORBS2,DPT,LOC283174,FOXJ2,TACR2,LOC644538,ZBTB4,ZNF532,MBNL1,CNST,C16orf89,DIP2C,PCDH18,ADH1B,RANBP3L,ILK,RGS22,MYADM,PLCD4,C20orf194,GPR124,RECK"
