"KAZALD1","B4GALNT1","SLC14A1","FAM162B","ESCO2","EIF2B1","CXorf36","PKHD1L1","NDUFS2","GDEP","NDUFA9","SCN7A","SNRPD1","CLEC3B","TRIM52","CD34","ENPP3","SPRR2B","MANF","KCNN4","GKN2","PRG3","WNK2","PKMYT1","AFAP1L1","LLGL2","PRR22","TSPAN18","EFNA3","MRPL42","H3F3A","CSNK2B","STON1-GTF2A1L","ITPKA","GALNT7","C1orf126","ZNF525","XK","CLEC1B","PON2","ABCA8","MGC27382","C18orf34","CXCR1","OR5B2","PI16","GFRA1","CHD1L","JAM2","BIRC5","TMEM57","LCE2A","SCARA5","MRPL36","DKK2","MDGA1","OAS3","ESPL1","LY6K","PLEKHG4","HIGD1B","TRAP1","CCL14","RFC4","C14orf132","PDF","SEH1L","HSH2D","CDK8","FIGF","TCF21","ZWINT","METTL3","KCNIP1","PNMT","MMRN1","UTP14A","PTPRB","GCSH","SRPX2","POU4F1","BDH1","PRSS35","CFHR3","GDF10","CYP1A2","EVPL","RPL39L","EPHA10","FAM86D","ANLN","GRASP","IL1RL1","CABP5","RIMS2","ZNF229","DMGDH","SYTL2","SLMO1","CDK4","PARP3","CCL24","TBX2","RGS7","FANCA","DENR","HIST1H4A","OR1L3","GRK5","GFPT1","KBTBD12","THBD","BCL2L12","TMEM87B","LEMD1","TMCO2","RRM2","LGSN","SDHA","ACADL","BEND6","CTBP2","TOP2A","ADRB1","CEACAM8","FOSB","ACAD8","MTX1","BMPR2","MFAP4","KIF20B","TIMM17A","SYCP2","PTPRA","F8","TMPRSS13","FIGLA","WDR3","SCUBE1","EDN1","LASS6","FABP4","HBG1","ZNF385D","LOC284100","ADRA1D","IL18R1","CHST15","TBX4","MCM3","GSDMB","C2orf16","MRPL3","SPDEF","PHOSPHO1","ODAM","GPM6A","TMEM45B","KNTC1","FUT2","OVOL1","PRKAA1","RSPO4","VTA1","HBM","CCDC21","SPATS2L","FHL5","ADCY8","GPR37","GRB14","PRKG2","PDIA3P","LHX6","RSPO2","GGCX","NSUN5P2","PTPRH","LPIN3","FOXM1","SIRPB1","CD93","RBM34","CLRN2","POLA2","FAM43A","GJA8","NAA25","GPR110","AKR1E2","LY6G6F","GSTA3","SLC25A13","FPR2","SKA3","FAM24B","CCT4","XPOT","UCKL1","CCBL1","DARS2","OR4D6","KAL1","APTX","PGK1","PLXNB3","SHCBP1","KARS","TFG","ARHGAP6","SP8","C1QTNF7","NCF1","TSKU","INTS7","GOSR2","CALU","DPYD","FAM155B","CDH13","MST1P9","PSMD11","LOC285401","SPIN3","DFNB59","TMSB10","HBZ","SPIRE2","KCNAB1","STK32A","MMRN2","DHH","ZNF26","CDCA2","KIAA1383","GPR4","ENO1","BCMO1","C11orf35","GFPT2","MCM6","GNGT1","IGSF10","HTR3C","PTTG1","MTNR1A","ATF6B","PCDH10","SLC6A13","CLEC1A","EPHX3","CNTFR","TMEM117","COPG","GPR179","RTN4RL2","ANGPT4","WWC2","GATA5","GPIHBP1","C7orf16","TBC1D3P2","DCC","GIMAP8","VARS2","DACH1","BAI3","EPAS1","ALDH1B1","IL1RL2","ALS2CR11","FLJ34503","C19orf59","MYCT1","PROM1","GPER","AGER","NSUN5P1","KCNA5","DUSP26","ARL6IP1","TRIM59","TMEM150C","SNHG1","SLC39A4","FLAD1","GPR56","PGM3","TGFBR3","FKBP10","FAM60A","C6orf134","LOC221710","CENPL","SFTPC","CDK2","YKT6","NOL7","HIST1H2BN","CYP3A7","SSR1","S100A16","CXorf61","CDC6","OR1J2","ENTPD8","HOXD4","MARCH6","GSG1L","AP4B1","MST1R","DNASE1L3","OTUD1","HSPB6","FAM57B","HBA2","FANCB","NCRNA00028","NKRF","PRUNE","PRELP","GPR115","AMOT","C13orf15","DUXA","CELA2B","KIAA0907","ANXA8L1","BZW1","ADAMTSL5","NCRNA00107","SRPX","C3orf26","WRNIP1","ITGAV","FAM83E","HAS1","OR2S2","DEK","UBE2R2","CDC20","STYK1","TTC9","ADCK5","PLAC9","CASKIN2","PDE1C","PODNL1","AFG3L2","NCBP1","LEO1","UHRF1","PROK2","TWF1","CHPF","ENTPD4","IMMT","SV2A","MTMR11","PEAR1","OR5E1P","ETV7","RNMT","NEURL","BCL6B","CSRNP1","LRRTM2","RNF126P1","CCT5","NONO","CAV1","NUF2","CTRB2","CMTM5","LOC100302650","STAB2","CSNK2A1P","SBK1","CARD11","SKAP1","SPATA19","RSPO1","VPS45","NOL10","S100A3","CLPTM1L","RPL7L1","CA4","MTMR4","MYO15A","LOC388796","EME1","LOC100128842","RUNDC3B","SLC22A18AS","DNTTIP1","CHRM1","NR2C2AP","DVWA","NUSAP1","POLE","ACVRL1","MNX1","BTNL3","CALCRL","CDH15","ENOPH1","USP29","CYYR1","HPSE2","TMEM184A","AGTR2","NXPH3","FGFBP2","SLC4A1","FAM122B","MRPL19","LOC648691","MST1P2","RPS6KL1","SCN4B","B4GALT3","KIAA0406","CHML","C2orf48","ANGPTL7","ZNF93","CTGF","CCT8","CSH2","PTPRQ","SEMA3G","MT1A","LIM2","KLF9","CCNB2","CELSR3","FAM150B","ABCB1","ANGPTL5","LOC84740","ADAMTS1","PSKH2","NME2","SDCBP2","NIT1","SOX7","SATB2","EGR2","SPRYD5","FGF3","PHKA1","ME3","CELA2A","MMD","DTL","LIMS2","NAPRT1","STT3A","TRIP13","ALDH18A1","NDST1","FAM189A1","ABI3BP","IQSEC3","IL34","MUC13","AFG3L1","RNASEH1","PGLYRP1","TK1","CRTAC1","VIPR1","MT1M","WDR12","AMZ1","BCHE","LILRA5","SCGB1A1","GPR158","SH2D3C","CDK1","HSDL1","ALG3","KIF4A","TPI1","FXYD1","ZNF76","SLC7A11","HYAL2","C12orf23","CENPF","LIPN","NPR1","FLJ37543","RAC3","RAD54L","SLC15A1","RNF222","MSR1","ENTPD6","EPR1","RACGAP1","TMEM52","XAGE1D","PP14571","NUP107","ABCC3","SLITRK2","KANK3","ZNF528","POU6F2","GPR120","STAU1","ITPRIP","ZSCAN16","PRKCE","PUS7L","CHRDL1","PRND","USHBP1","NOXA1","ARC","BMX","FZD3","BMP15","ANGPTL1","UPK3B","XRCC5","ICA1","EDNRB","FIBIN","C12orf45","STARD8","FAM71A","SF3B4","MESP2","FOXRED1","RGS17","PTPN21","C12orf69","NPTN","FAM113A","RHBDL1","MORC4","GYPE","CATSPERB","TBC1D29","EIF3B","MYL1","KIAA1462","LDHA","ODF3L1","ADAMTS4","NECAB1","SVEP1","ECSCR","GBP7","TIE1","NOTCH4","MGAT3","FLRT1","CCDC99","ZBTB16","SH2D4B","IMPA2","SYNPO2","ORC6L","PADI4","TNFRSF21","MYH2","MRGPRX2","HOXB7","SEMA5A","FOXF1","SEMA6D","TMEM132C","EMR3","NR4A3","C13orf38","APBA2","EGF","GGT7","EMP1","TMEM100","LOC729234","OR1J1","CMTM2","REEP6","HBB","CHAF1B","TG","FOXB1","ERN2","OLA1","FAM72D","FAM138D","C20orf202","SLC5A9","RFX5","NUP210L","CBLC","SIPA1L1","BEND2","ROD1","GOLM1","ELOVL6","GTSE1","LDB2","U2AF1L4","GDA","OGFOD1","DUS1L","CCBP2","PTGDS","LPPR5","METTL11A","SPACA4","EXD1","C5orf23","SGK494","ADARB1","SLC6A4","PALM2-AKAP2","PRX","NTM","MYH10","GSTM5","CECR7","GEN1","RS1","HRCT1","ZBP1","HHAT","PRG4","DDX55","B3GNT3","GRIK4","LOC100133612","SGCG","LOC148145","KPNB1","SYT7","STEAP1","SEPT12","NIT2","SYNPO2L","C10orf116","CLEC14A","NMNAT2","PIGN","LYVE1","SNRPC","CEACAM6","FANCI","DTYMK","C11orf84","SLC25A10","INMT","FEN1","SLC28A1","GCOM1","EXO1","LTBP4","MYO19","CDH5","CCDC109A","VPS72","CD2AP","UBQLN4","TRIM27","STRA6","SLC17A6","CMA1","GAPDH","DHDDS","CEP72","G6PC2","PDIA3","CD5L","KIF22","SOX4","MYO7A","ESPNP","OR10A3","RTKN2","GRHL3","IQGAP3","SOX17","CDH24","SOSTDC1","SNRPE","THEM4","ITLN2","ALDOC","KIF18B","FCGBP","CHUK","KLC3","TCF25","CATSPER4","HDAC2","PCDH12","ABCA9","C13orf36","BHMT2","CD52","PLXNA3","TMEM204","NDUFS6","SMR3A","HMGB3","F2RL3","NEK2","SMTNL2","CASP12","HTATSF1","MAGEA6","ARHGEF15","VWF","LOC400804","ADAMTSL1","CLDN5","TAL1","FMO2","KLK3","MYL6B","MRPS5","ASPM","DPP4","ANKRD1","NCRNA00174","WFDC3","SLC25A1","YIPF6","ADRB2","GPR149","C8orf77","C7orf30","DNAJB6","UBE2D1","MASP1","MAMDC2","P4HA3","C9orf41","GOLGA7B","TCAM1P","RCC1","ST3GAL3","AOC3","C3orf54","LMAN1","COL6A4P2","EFS","EMR1","SFRS1","FKBP5","C2orf71","OTC","GRIA1","PIGL","SSTR4","IL20","ANXA8L2","IPO9","MX2","PAFAH1B3","TPBG","HRASLS","LOC100286793","APLN","TDRKH","GPA33","ECT2","ITCH","PLK4","BTNL9","DMBX1","EXOSC2","CTTN","MGC87042","LRRC70","PDCL3","MCTS1","COQ6","BRIX1","TRIM8","SASH1","LRRN3","GRRP1","C1orf63","FAM193B","SCG5","GPRIN1","TH1L","SLIT2","DNAH14","B4GALNT4","MRAP","LOC158376","FAM167B","TNR","SLC22A18","NCKAP5","FKBPL","GRHL1","GFRAL","ABCB6","ITLN1","PYCR1","GPX3","HEATR7A","MARK1","RBP2","EMCN","C8orf31","FBLN7","WDR62","CABP4","FAM107A","MYH1","CENPA","GOLPH3","FAM187B","BRD9","PRIM1","C1orf112","ECE2","CHRD","POLA1","C5orf34","PDE2A","RNASEN","CTSG","HERC2P4","C7orf45","HLX","CCDC48","LOC338799","C12orf66","DONSON","KIF1A","PLP2","NSUN5","C20orf151","RFC5","FGF10","DCST2","TEK","ADAMTS8","LOC100128076","TMEM194A","EZH2","IL7R","AIFM3","AGXT2L2","TMPO","PYCRL","FCN3","HSPA5","PCCB","KIAA0101","ZNF354B","RAB38","HSPA12B","C17orf53","MS4A12","RHBDL2","CAV3","PUS7","TIMELESS","IRF3","NPEPPS","EMP2","RAMP3","HDGF","PLEKHN1","TAF1A","C9orf140","HMGN1","SLIT3","C10orf10","COLEC10","KIFC1","INPPL1","GALNTL2","RPE","UNG","ADRA1A","HARBI1","RD3","DGCR5","ST8SIA6","KLF17","NCAPG2","LCN6","HBA1","DUSP27","HBD","NAA38","POLQ","LOC284798","PDILT","ZBED1","PTGR2","FAM83A","SLC16A8","PBK","OBFC2B","WBP11","SDPR","DUS4L","TMEM79","MKI67","PFKP","ADM2","LRRC32","TMED2","FLJ40330","CCDC150","CALN1","PIP5KL1","MAGEA3","CD300LG","C9orf100","S1PR1","CDK10","PPP1R14B","LSG1","DEPDC1B","OR6K3","HERC4","C13orf29","CDCA3","C1orf170","MKRN3","MSI1","DARC","RAMP2","FOXI3","TNFRSF25","GPR182","NSUN2","ALAS2","PRCC","CTR9","LRIT2","SMAD6","FAM72B","SH3GL3","SUGT1","RPAP3","FBXO44","FAM46B","LGR4","SIX1","ENPP2","NMUR1","SMPDL3A","ADH1A","XRCC6","OVCH2","SLC12A8","NETO2","LOC389033","OVCH1","ADH1B","NOVA2","PLA2G4A","BCL2L15","PRC1","STRAP","OSBPL2","MDK","GLP2R","ARHGAP11A","PSMD2","C10orf55","COX4I2","POLR2H","STXBP6","NOMO1","CYB5R2","CDCA5","SLC4A3","ZYG11A","POF1B","HNF4G","TSPYL5","MUC4","ZSWIM5","PALMD","ANKRD34C","MYL3","SULT1C2","KCNK3","ROBO4","hsa-miR-330-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-501-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-3615","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-185-3p","hsa-miR-3653","hsa-miR-625-3p","hsa-miR-125a-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-493-5p","hsa-miR-511","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-222-5p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-30b-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-1468","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-505-5p","hsa-miR-139-3p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-629-5p","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-29b-1-5p","hsa-miR-326","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-199a-3p","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-501-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-1266","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-93-5p","hsa-miR-338-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-212-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
