"TTC36","SHBG","SLC14A1","NPY2R","KNG1","FAIM2","RNF150","MARVELD2","WEE2","EPN3","EIF4E1B","HOXB5","KRBA1","ALDH1L1","PKHD1L1","PLAC2","GLYCTK","BMP6","GPR123","SCN7A","SRL","SLC23A1","DIRAS2","ENPP3","MME","HSPA7","SIAH3","GRIA4","EGLN3","C6orf155","TUBAL3","UMOD","MBOAT4","ALDH4A1","GIMAP1","ROBO2","MAPK4","ABCA8","RIT1","MGC27382","G6PC","GPC3","SLC6A2","DDN","RAPGEF6","FRG2C","AQP2","SLC36A2","ACLY","OGG1","ABCA4","GLTP","SLC38A3","KHDRBS2","C11orf54","C2orf40","VWA5B1","GAL3ST3","AMELY","PTF1A","LTB4R","CDON","ZNF248","BTN3A2","PLXDC1","FAM154B","PRKAR2B","CD36","CLUL1","TCF21","DHDH","PNMT","GRM1","ACOX2","MECOM","C4orf31","DTX1","PTPN4","NOS1","HLA-DOA","DMRTC1","KCNA4","ANKRD2","OR2L3","SCNN1B","XPNPEP2","SFRP1","SLC47A2","PFKFB3","SLC26A4","CRISP1","AKAP4","SVOPL","QRFPR","EVPL","FAM3B","ANK1","C7orf41","DLG2","SLC5A7","DPP9","LGALS12","LOC100302640","FER1L6","COL4A6","TMEM61","AK3L1","HSPB7","MCF2L","RXFP4","AFAP1L2","HLA-DPA1","SLC7A9","AFF3","GALNT6","HSFY2","GREM2","IFNA16","WDR72","ALDOB","TBL1Y","EFCAB3","FRG2B","FAM46D","LDHD","GATM","CDKL2","SAT2","DOCK6","PVRIG","LGSN","C9orf103","SUCLG1","C11orf16","STXBP1","PLEKHB1","DIAPH2","RAB11FIP4","NT5C1A","GATA2","FSHB","WDR90","TBC1D16","KLRG2","OR13C2","GK","PNPLA3","ADRB1","PM20D1","KISS1R","LRRC2","HCG26","EPB41L4B","PPM1E","AKAP3","GLOD5","IQGAP2","FAM180A","SEMG1","TMPRSS13","SCCPDH","TMEM207","MCCD1","RAET1E","RAP1GAP","C9orf152","CCDC146","GRIK3","LOC284578","TMEM30B","ENPP6","OLFM3","CTXN3","RGN","GSTM3","DLX5","LOC283070","MT1F","SLC27A2","CLIC5","FGFR1OP","GIMAP6","CHST15","BPHL","HRG","BTG2","FUT6","ACSBG2","HADH","GNAI1","ODAM","GADL1","LOC645323","WNT8B","EMID2","C15orf56","HSPC072","NUDT4","TMEM45B","FUT2","GPR176","SLC4A11","ABCB4","HIST2H2BE","PLAGL1","XYLB","AHSA2","CDH9","LPIN3","PRDM16","TRIM6","IMPG2","CDH4","CLRN2","GJA8","GPR110","FAM108C1","PDGFD","ZPBP","RNASET2","AGPAT9","TNNI1","CSPG4","NDST3","ADH1C","CLDN20","RASD1","CASZ1","ACAA1","PLIN2","GRAMD4","NHLRC4","HTR3B","SLC5A8","EFCAB4B","DEGS2","MAPRE2","KIAA1751","ARSH","CST8","EDDM3B","TRAM1L1","FAM38B","CCDC147","NCRNA00111","ST6GAL1","HS6ST1","B4GALNT2","LPCAT1","APOBEC3C","FGF1","OR2T6","KCNQ1","SFXN2","LOC144776","LOC144486","GPR4","PLAU","TRIM7","C11orf53","CLK4","IFLTD1","TMEM174","MFI2","CLDN19","CYP3A4","IGSF10","HTR3C","CST9","MTNR1A","GMPR","NIPAL1","ANGPTL4","MOGAT2","TRPV6","SLC13A3","NCCRP1","DNAJC16","PCSK6","NOX4","DOK7","RBP3","DACH1","FABP1","PLG","SLC9A4","CRHBP","MYH6","TMEM8C","FLT1","ATXN10","CORIN","ACSL6","DUSP9","C12orf59","DUSP26","PWRN1","PTPRM","FLJ42875","TCP10","C1orf180","HIBCH","ADAMTS15","TGFBR3","ANO9","CR1","SLFN11","CNP","HAVCR1","ST3GAL1","AGFG2","EHD3","BHMT","GHRHR","WT1","SPTBN2","BVES","GGT6","ST7OT2","CYP3A7","DIRC3","C17orf105","COLEC11","WDR49","PLCE1","SLC22A8","SLC16A5","SUSD2","GSG1L","KLHL14","CLCNKA","IFNA14","ZNF488","SLCO3A1","FAM171A1","AHNAK2","NUAK2","CYFIP2","TBC1D4","GAS2L3","MOSC2","MYCN","SLC2A12","MPPED2","PROX1","TYRO3","DNAJC11","FAM5C","LOC25845","PRL","PCDHB10","GPBAR1","DNAJB13","CNTD2","COL23A1","TDRD5","GPR98","RDH12","EPX","CYP4F2","IGSF11","CEBPA","SULT1A3","GP2","RGS6","RIPPLY1","TSPAN8","UTS2R","STYK1","WNK4","TNNT2","TREM2","PAGE3","H1F0","TRPM6","PGBD5","NCRNA00176","NCRNA00201","TFAP2B","RTN3","ERBB4","CCL11","SHMT1","GRHL2","CD82","MTOR","RALYL","FMO5","ADAMTS16","CX3CL1","OR5E1P","ETV7","NPHS1","SPHK2","ATP11A","DPYS","RGS1","CLDN10","KLK6","SOX11","HAO2","PLCL1","CYP27B1","SLC14A2","MYOM2","C7orf68","ZDHHC6","PPFIA4","CYP2J2","ADAMTS19","LIN52","HHLA2","TREH","HMX3","TNNI3K","CAB39L","SIM2","SLC7A8","SCNN1G","BNIP3","NAT8L","KCNJ10","CD300C","EHF","PNCK","ENOX1","CNGA3","PADI2","SLC7A13","KRT24","FABP7","ODZ1","ERMP1","MYLK3","SULT2B1","LOC100303728","CLCA3P","CXorf58","KIRREL2","HIST1H3F","NOS1AP","HSN2","GPD1","LGR5","PSKH2","C3","VSIG1","KHNYN","AGXT","SLCO1C1","KCNK13","OPHN1","DCXR","BCL2","HSPA2","KLK7","ASS1","TTPA","RIMBP2","TNFAIP8L2","ECHS1","F11","COL4A3","PVT1","FAM81A","LOC285780","GAS1","IYD","FAM156A","SYN2","LOC400043","PEG3AS","CDC14A","CH25H","PPAP2A","TNFAIP6","HLA-DMA","AGXT2","FXYD4","AGMAT","RALBP1","FAM190A","AADACL4","ANKZF1","HOXB2","C17orf104","CACNB4","C14orf4","MTCP1","CAPZA3","KCNH6","AIF1L","TACR3","HTR3D","GDF6","PBLD","AQP7P1","CCDC109B","ACOX1","ACOT12","ATP4B","LACRT","C12orf34","NPNT","SLC39A5","MYOZ2","FGF9","UMODL1","LMO3","NTRK1","SUCLG2","GPR113","IFNA7","PP14571","DLG3","RAB42","DOK3","BPI","NCRNA00175","GLYATL1","KSR1","GPR120","TLR5","PROZ","CAMK2G","FMN2","TPPP2","C1orf125","GK3P","SGEF","SLC5A11","UGT2B7","ANGPTL1","SLC6A3","SCN4A","PPL","GALM","PRRG1","SLC17A1","CLDN8","ASB15","PECI","ITGB1BP1","SRGAP3","RNF43","SLC10A6","DCD","C9orf70","ANXA4","ACADSB","KIAA1908","APOH","KCNJ5","RAB25","ASPDH","C14orf37","GRIK2","NRK","KLHL1","GLYCAM1","FOXN1","PATE1","CYP2B6","MYO3B","COBLL1","C10orf82","FLRT1","C14orf68","MRO","CGREF1","HOXB6","HIST1H1E","CPAMD8","ELF5","SEMA5A","CALML3","MT1H","LIPH","A2LD1","P2RX7","SEMA6D","TMEM132C","IFNA17","FLJ40504","AZGP1","EGF","C9orf43","VGLL1","MUC6","IRX1","RTP4","C19orf41","REEP6","DIO1","RASSF10","SLC17A4","DPEP1","ISX","AVPR2","NKD1","OLFML2A","ATP2B3","DAK","LMX1B","SLC34A1","ESRRB","NUP210L","CNTN1","C9orf53","CRISP2","STX19","MZF1","MOXD1","PTCHD3","SIM1","SUCNR1","DLGAP2","CCBP2","BNIPL","LPPR5","SUSD4","C1orf141","SGK494","SLC6A4","FATE1","PPY2","EPCAM","SLC22A3","MPP7","CHP2","USP44","SLC4A8","CN5H6.4","SARDH","HECW1","TCL1B","LOC387646","MFSD4","LPPR1","FAM83B","NNMT","SLC12A3","SYT7","TMPRSS12","AGXT2L1","C1orf64","WNK1","NCRNA00051","CNGA1","OR7E91P","PLK2","GIPC2","FREM1","MIOX","ACPP","SEMA5B","LOC150568","OPN1MW","GCOM1","MAL2","UGT2A1","HPD","SLC30A8","ALDH6A1","STRA6","RIMKLA","AMTN","CRYAA","C8orf4","KCTD8","ZP2","ALDH3B2","CEL","C14orf50","ALOX5","LOC148709","HMX2","BDNF","SLC16A9","GDF3","WNT7B","SERPINA4","CYP17A1","C7","ACY1","CCNI2","LOC647309","CCDC160","AGBL4","AGPHD1","GJA3","C15orf2","PPP1R1A","VWA2","ACSF2","QDPR","FNDC5","NRARP","FCAMR","PRKX","GZMH","ESRRG","SLC22A6","CA9","VWA1","FUT3","UBE2DNL","GRK1","TMIGD1","HS6ST2","PAH","MT1G","TMCC1","CYP4F3","C3orf65","PRDM1","PIK3C2G","RPRM","GNRH1","C19orf77","AKR7A3","POLD3","HAO1","CCND1","PRELID2","ACSM3","UNCX","UPP2","GPR22","RBMY1J","ATP12A","HOXB9","IRX2","DDC","C17orf88","MXI1","GABRA2","GGH","PROM2","LOC340094","GPR12","SLC22A7","GLTPD2","FBXO41","C6orf146","MYO3A","AQP7P3","APOLD1","SLC22A13","BMP10","FUT11","SLC12A1","ARHGEF18","UNC13C","HCRTR2","PLA2R1","SLC13A2","C2orf71","HRSP12","UBXN11","TMEM178","SLC15A4","KCNK10","ABCA13","GRAMD1B","LOC150776","SELE","AAA1","FECH","SCUBE3","CKM","SLC5A3","CALB1","GIMAP5","CLCN1","DNMT3L","FOXC1","KRT40","SLC4A9","PCK1","PLXNA4","PIPOX","ALB","TYRP1","ACOT13","LYPD6B","MTMR9L","SLC28A2","EAF2","DPP6","STAMBPL1","SSTR5","CTH","SPDYC","RPS6KA6","MYCNOS","MUC15","DNAH11","TRIM40","EYA4","CASR","ALAD","CRB2","EBF2","C19orf69","CER1","AFM","MRPS6","SLC34A3","EFHD1","LOC340508","KLK5","C9orf66","GPX3","RNF152","TTTY9B","CACNA2D2","SH2D5","GLYAT","MSRA","RAG2","CAMK2A","CXCR4","EPHB3","KRTAP2-2","HELT","RASL11B","VSIG8","SEL1L3","NFASC","PPARA","SLC9A3","KIR2DS4","KRTAP17-1","FMO4","CHST6","LOC643008","NR1I3","ETNK2","PC","POU3F4","LGI2","KCNE4","GPC5","DGKB","C2orf65","MAL","CPNE6","C1orf186","C20orf151","UGT8","FGF10","NXF3","CDK18","SERPINA5","GNMT","SLC20A2","NXPH2","SLC6A19","LOC100131434","CCNL2","PRLR","TRIM9","NTNG1","UXS1","VWA3B","SPINT3","MYBPH","ADH6","ZCCHC16","SCNN1D","FBP1","LOC390858","FOXE3","CACNA1S","C2orf54","CLDN16","RBM44","BARX2","EBF3","CBLN2","DGCR9","SEMG2","COL21A1","TCL6","NPHS2","FOLH1B","HNF4A","C8orf12","B3GALT2","THSD4","HACL1","GIMAP7","LOC441177","ATG16L2","SH2D4A","DACH2","LOC146336","AMPH","DNM3","DLX3","SLC8A1","ALDH7A1","APOC3","GNRH2","B4GALNT3","DGCR5","HIST1H2BL","NT5DC3","SORCS1","LRRC36","ALS2CR12","NMUR2","PDILT","FOXJ1","OSCAR","C9orf135","SORD","PCDH9","FBXO2","PHYH","VEGFA","KCNE1","DAO","PAQR8","APOF","PODXL","SCGB2A1","ZNF683","AQP3","FAM151A","SLC5A2","C9orf100","PLVAP","ABAT","SLC6A8","POPDC2","ST8SIA4","GJC1","CHRNA4","PTPRO","SUSD3","OXGR1","IDO1","AMFR","DTX2","HPCAL4","C7orf51","PRKCQ","RSPH9","ZNF395","SOST","TNFRSF25","VN1R2","ALDH2","PDE1A","GCNT3","TTC38","DKFZP686I15217","C16orf11","SH3GL3","SLC29A4","HEY2","SLC30A2","PTH1R","C16orf89","TMEM72","LCE2D","FRG2","TDGF3","NELL1","GCDH","ATP1A1","NETO2","ADH1B","RANBP3L","ENTPD3","NOVA2","PRPSAP1","SPATA16","C10orf55","ANKRD34B","PNPLA1","KCNJ1","PEPD","SDHAP3","NOTCH3","INSRR","PRODH2","ZYG11A","FOXJ3","SLC5A12","C7orf10","TSPYL5","ZSWIM5","LOC100130691","ST6GALNAC3","PCK2","RNF166","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-615-3p","hsa-miR-708-3p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-204-5p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-532-3p","hsa-miR-500a-3p","hsa-miR-181c-5p","hsa-miR-101-5p","hsa-miR-32-5p","hsa-miR-181a-3p","hsa-miR-222-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-miR-361-5p","hsa-miR-221-3p","hsa-let-7g-3p","hsa-let-7i-3p","hsa-miR-9-5p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-let-7d-5p","hsa-miR-769-5p","hsa-miR-423-3p","hsa-miR-342-3p","hsa-miR-145-3p","hsa-miR-340-5p","hsa-miR-181b-5p","hsa-miR-501-5p","hsa-miR-486-5p","hsa-miR-200b-3p","hsa-miR-361-3p","hsa-miR-455-5p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-589-5p","hsa-miR-320a","hsa-miR-451a","hsa-miR-10b-3p","hsa-miR-191-5p","hsa-miR-590-5p","hsa-miR-148a-5p","hsa-miR-190a","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-338-3p","hsa-miR-28-5p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-505-5p","hsa-miR-193a-5p","hsa-miR-139-3p","hsa-let-7i-5p","hsa-miR-328","hsa-miR-181a-5p","hsa-miR-130a-3p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-181c-3p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-106a-5p","hsa-miR-146b-5p","hsa-miR-181a-2-3p","hsa-miR-378a-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-3605-3p","hsa-miR-629-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-29a-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-29b-1-5p","hsa-miR-326","hsa-miR-19b-3p","hsa-miR-107","hsa-miR-484","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-1271-5p","hsa-miR-199a-3p","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-100-5p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-708-5p","hsa-miR-140-3p","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-3653","hsa-miR-454-3p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-625-3p","hsa-miR-1180","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-26b-3p","hsa-miR-664a-5p","hsa-miR-21-5p","hsa-miR-7-1-3p","hsa-miR-151a-3p","hsa-let-7e-3p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-30d-3p","hsa-miR-542-3p","hsa-miR-653","hsa-miR-17-5p","hsa-miR-301a-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-24-1-5p","hsa-miR-345-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-127-3p","hsa-miR-218-5p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-194-5p","hsa-miR-374b-5p","hsa-miR-125b-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-24-2-5p","hsa-miR-29b-2-5p","hsa-miR-324-5p","hsa-miR-16-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-125a-5p","hsa-miR-450a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-196a-5p","hsa-miR-186-5p","hsa-miR-20a-3p","hsa-miR-99b-3p","hsa-miR-429","hsa-miR-23a-3p","hsa-miR-185-5p","hsa-miR-106b-3p","hsa-miR-92a-3p","hsa-miR-744-3p","hsa-miR-193b-3p","hsa-miR-30a-3p","hsa-miR-16-2-3p","hsa-let-7b-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-584-5p","hsa-miR-27b-3p","hsa-miR-24-3p","hsa-miR-2355-5p","hsa-miR-509-3p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-628-5p","hsa-miR-503-5p","hsa-miR-152","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-200c-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-18a-5p","hsa-miR-1307-3p","hsa-miR-320b","hsa-miR-29c-5p","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-let-7d-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-143-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,1,0,1,-1,1,-1,-1,0,-1,0,0,-1,-1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,-1,0,0,0,-1,0,1,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,1,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,1,-1,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,1,-1,0,-1,0,1,0,-1,-1,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,0,0,0,-1,-1,0
