"TTC36","MAP6","CCDC136","RNF150","PDZRN3","MLNR","PPP1R14D","PARK2","ASB5","LIPF","TXNDC5","FAM123A","BMP6","ELAVL4","NPR2","SCN7A","C9orf4","C17orf39","GPR112","TMPRSS11BNL","SLC23A1","PHOX2A","FILIP1","MTR","SNORD116-28","SPRR2B","TNFRSF17","MS4A10","ZFYVE21","STON1","GRIA4","PLN","C8orf46","TUBAL3","NEXN","ATP6V1G2","STON1-GTF2A1L","ITPKA","TIAM1","C4orf44","S100A8","ANTXR2","SATB1","PGLYRP2","CELF2","MAGEA2","GJB2","POU6F1","C6orf105","DNAJB5","MAPK4","LHCGR","NCAM1","GUCY1B3","JAM2","GLTP","ADRB3","RASGEF1C","C2orf40","EIF4E3","PLEKHG4","CKMT2","ARHGEF4","TRIM55","PRICKLE2","CDON","PRAP1","MTTP","C14orf132","DHRS7C","EPM2A","FIGF","SLC2A5","CDKL3","AHNAK","DNASE1","RAB23","ACOX2","JAM3","SOX10","ABI2","NOS1","C5orf53","SCNN1B","XPNPEP2","SFRP1","ANGPTL6","ANKRD35","DMPK","EVPL","EFHA2","PEBP4","RAB9B","FRZB","PAIP2","C7orf41","DLG2","ALPI","SLC5A7","PCSK2","RBPMS","LOC100302640","FCRL5","TCEAL1","ANO6","PPAPDC3","HSPB7","DMGDH","ADCYAP1R1","NKAPL","SLC7A9","PER3","CNN1","ABL1","C1orf135","RGS5","VIT","TUBB6","PRNP","IL1F5","YPEL5","NDE1","B3GNT8","ALDOB","STXBP2","S100A9","C6orf225","ASB11","LOC285733","ALOX12","LASS3","EML1","VWC2","CPO","CDA","NPAS1","PJA2","CIDEB","CDKL2","GUCY1A3","CLDN15","ACACB","DNAJC18","SLC25A4","STMN4","C9orf47","TTTY10","TBC1D1","ZBTB7C","ENHO","TSPYL2","TIMP3","PXMP2","CSRP1","GLOD5","TMEM150B","VCL","ITGB1BP2","RAET1E","FXYD6","CCDC146","ANK2","SCUBE1","APOB","MPZ","DMD","OLFM3","FAM46C","SLC25A34","MAP1B","MPL","C11orf86","OTOP2","LOH12CR2","SLC29A1","BTG2","SNURF","TAGLN","BTBD11","HOXC10","FAM124A","KHK","GLCCI1","BCAP29","KRT76","NIPAL4","FBXL22","SPARCL1","PLEKHO1","SPINK7","SPRR3","RABGAP1","AR","EID1","PHOX2B","NBEA","PCP4L1","IL17B","CMYA5","DAPK3","TRPC4","POU2AF1","SLC10A4","RHOB","AP1S2","PKNOX2","DCT","SYNM","KCNQ4","BHLHA15","FLJ41941","CAND2","TCEAL2","GNG7","HECTD2","HTR3B","SPINK2","PAX9","DKFZP434H168","SHISA9","LPP","LOC572558","SMPX","CDH19","AKAP6","ZNF185","C1QTNF7","HSPA12A","CTNNA3","TNFSF12","GLRA4","AKAP12","P2RX2","B4GALNT2","CPXM2","KRT15","GNG3","IGJ","ENDOU","SAMD4A","TRIM50","BBS1","BCMO1","SLC7A3","SSPN","TTC7B","SETBP1","KRT6A","TMOD2","TACC1","ITIH5","PPM1A","SYNC","HPCAL1","AQP11","RYR2","CYP2C18","VSIG10L","MOGAT2","FAM129A","DPY19L2","DACT3","CIDEC","PITPNM3","TANC1","NCCRP1","FAM19A4","CAPN14","GPRASP1","FABP1","KBTBD5","PDLIM3","RYR3","GPR135","APOA4","ATP1B2","SLC9A4","C6orf186","DGAT1","C1orf190","SIGLEC11","GPER","PNOC","DYNC1I1","KCNA5","GDPD2","PPP1R12B","BFSP2","FLJ42875","PGC","B3GALNT2","TGFBR3","NGB","KLF8","TSC22D3","CCDC46","ASB2","CSTB","HSPB8","BVES","PTPLA","DIRC3","DCLK2","TEF","SH3BGR","SETD7","HAND2","PPM1L","TSHZ3","GSG1L","ATP2B4","TPM1","BTNL8","C20orf132","HSPB6","LOC96610","CLCA4","PCDHGA2","FBXL7","NCALD","AHNAK2","TXNDC11","CADM3","SV2C","MGAM","DERL3","NRP2","NLRP6","GYG1","MPPED2","KIAA0408","ASB16","CLIC4","MEIS2","SNORD116-20","FAM127C","SOX21","GPRASP2","MSRB3","ICA1L","NPAS4","LMOD1","MAGEA12","RDH12","FAM92B","CYP4F2","IGSF11","CALCOCO1","PEG3","C1orf133","ZNF25","CRNN","ZBTB47","LOC653653","MUC21","VSIG2","C8orf80","PDLIM2","FABP2","BMPER","CSAG3","PART1","SERPINB13","CES2","SLAMF7","PSD","CPEB1","KLHL21","PGR","BAG2","WHAMML1","SSC5D","ANGPT1","DZIP1","RBPMS2","PTCHD1","CNKSR2","ST8SIA3","LONRF2","HRASLS2","CHRNB4","CREB3L3","CMTM5","ACTA2","PHF1","FLNA","HAPLN4","USH1G","KRT13","PLCL1","MGC29506","ANXA1","PPFIA4","FRMD1","LOC255167","ADCY5","SPRR2E","TNNI3K","JPH2","EPN2","MID2","CALM1","CAB39L","TNFRSF13B","SCNN1G","INPP5A","SPEG","ERRFI1","HLF","NBLA00301","TMOD1","PNCK","BTNL3","SLC46A1","BBS2","CHRNA3","CNGA3","NEK7","CSDE1","SH3BGRL","KLK13","RIC3","ZHX3","NXPH3","BEST4","REEP2","SCMH1","WDR47","PLIN3","PDE8B","ANGPTL7","MYL6","SYNE1","PDE3A","MMD2","KLF9","C1orf210","PLIN4","NFIA","LOC84740","ZMYND11","ISCU","FAM180B","KRT32","NMBR","VILL","PGLYRP3","REEP1","FNBP1","MS4A8B","BARX1","HSPA2","ART3","NUDT22","PABPC5","SLC35F1","LIMS2","ANKS1B","ALOX15B","MYO1A","F11","KLHL4","MCAM","CCDC69","ABI3BP","DIXDC1","PARVA","RFX2","CD79A","CA14","CCKAR","FUT9","TMEM43","KCNJ16","BMPR1A","PBX3","PRRT1","GCNT4","GBP6","CLDND1","WHAMML2","FXYD1","GPLD1","JAZF1","JMY","ITGA7","CENPF","SLC9A3R1","ARHGAP10","RILPL1","ATP4B","SMYD1","KCNA1","RNF222","ADAM6","LDB3","MYOZ2","ACTN2","DSTN","ITGA1","RNF11","LMO3","PPP1R12C","FAM172A","FAM54B","ACSBG1","IRF4","MAPK10","SLC2A4","CAMK2G","PAR-SN","ADAMTSL3","ALK","SGEF","FERMT2","KCNMB1","SLC23A3","CACNB2","ANGPTL1","ATP1A2","TGFB1I1","GIP","PPL","AMOTL1","IPW","SDR9C7","SLC5A5","C20orf166","SLC22A17","TMED6","DNAJC27","DHRS1","FLJ42709","C10orf129","NRG2","OPCML","PYGM","CEACAM20","APOBEC1","DEFA6","GRIK2","RAP1A","AMPD1","GRIK5","NECAB1","CCDC13","CRTAP","SELM","AGTR1","FLRT1","SYNPO2","SSR4","VIP","SBSN","PGA4","GFRA2","ACTN1","ATCAY","AQP4","KCNB1","COL4A5","FOXF1","FOXF2","KCNA3","LRP1B","FLNC","TSPAN2","SEMA6D","SRF","UBE2J1","C5orf4","DEFB131","CCKBR","CFL2","CHAT","MEIS1","PNMA1","SGCB","PDZD4","EMP1","GALR1","TMEM100","PRUNE2","TPRG1","KIAA1737","PSAPL1","MEP1B","MKX","TMTC1","LOC100130148","PBX1","C5orf45","ATP2B3","DAK","CPNE5","TRPC1","CA7","MAGI2","SLC34A1","CD27","ESRRB","ROR2","LYG1","MYL9","PTGR1","C21orf71","GPC4","BNIPL","PALLD","GPM6B","CLCA1","PHF13","RNF180","ARMCX1","MYOT","ADARB1","SLC6A4","C7orf58","LRCH1","KLF10","FGF2","ZYG11B","C1QTNF4","NAP1L2","MPP7","CHP2","NAT8B","SECTM1","C1orf70","FOXP2","HSD17B2","ZFPM2","MFSD4","SMTN","C20orf200","MEI1","KIAA0232","AGXT2L1","SERPINB3","C12orf53","RBM20","KIAA2022","NACC2","AKT3","VSTM2A","GRIK1","LYVE1","CLIP3","ICAM3","CNFN","ZAK","GIF","PADI1","DGKG","PKP1","FICD","SLC28A1","SLAIN2","PGM5","SLC2A2","OTOP3","FHL1","LOC401093","OCEL1","HIPK4","CLCA2","C15orf17","GBA3","KCTD8","ZEB1","SLC18A3","CRYL1","DHRS11","PMP2","PLP1","PLEKHJ1","ACY1","DSTYK","SOSTDC1","ITLN2","PPP1R1A","SPHKAP","PKD1","CACNG7","PRDM8","ELAVL3","FNDC5","ZNF781","ESRRG","TMEM92","SMPD3","GEFT","RERG","FAM190B","ABCA9","SYDE2","KIRREL3","C1orf175","BHMT2","PCDH7","ZNF34","C10orf140","MT1G","ANKS1A","CADM2","TMEM55A","RPRM","BCL2L2","ZNF471","DAAM1","MTUS2","LAYN","CAPN9","MAGEA6","GPR155","HIF3A","ADAM33","SOBP","BTC","NTN1","NNAT","MYH11","C9orf7","MXI1","STX2","GAB1","CHODL","PRKAA2","TMEM35","GPR44","KIF1B","KY","TEAD3","MAMDC2","ST3GAL3","LMO1","GPR25","AOC3","AQP7P3","PTBP2","NAP1L5","CDHR5","INA","ANPEP","PLIN5","GNAL","DTWD1","CALD1","ATP4A","SLC13A2","OTC","PPP1R12A","KCNMA1","TJP1","ITPKB","MORN5","REV1","MRVI1","PAR5","ZG16","SGCE","LOC144571","SLC5A1","NRXN1","PCK1","PCNP","SEC14L2","C9orf5","CBX7","CRYAB","NEFM","HSPD1","BCL6","EAF2","DPP6","PDK4","CACNA1H","P2RY14","RUSC2","MACF1","FABP12","RAB27A","OSBPL7","C3orf18","C22orf39","DNAH14","SNAP91","TM6SF2","TMEM40","SCHIP1","MEP1A","RHCG","C19orf69","PDZRN4","CAPN13","LOC92973","LOC100126784","MRGPRF","MRPS6","PIP5K1C","KANK2","SLC25A12","DLC1","FAM83D","MPP2","RBP2","SEPT10","CAMK2A","C15orf59","TP53AIP1","DES","RELN","TLN1","LRCH2","HOXA2","LOC375190","LOC643008","FYCO1","PHGR1","MOAP1","EZH1","SPAG4","PCYOX1","UNC5D","NEGR1","C2orf65","PDZD2","PPP1CB","MAL","EPHA6","JAKMIP2","TUBG2","CTNNAL1","TEAD1","GNMT","NACAD","TMPRSS11D","DENND2C","GJB6","PKD2","SLC6A19","ANO5","SLMAP","RBM9","TOR1AIP1","CHRM2","PIRT","CYP27C1","GNAO1","EML5","DSC3","TPM2","ZCWPW2","HOXA4","LONRF1","FBP2","C1orf177","CLIP4","SVIL","CORO6","PKIG","PDE7B","ZDHHC22","TCEAL6","KIAA1644","MYOM1","C15orf52","MYLK","NPAS3","CWH43","COL21A1","SH3GL2","C21orf15","MAP4","HDC","RETSAT","GLRB","PRPH","GRPR","FBXO30","EPHA7","SLC8A1","SEC23A","APOC3","RXRG","CBR1","HTR4","TNS1","NT5DC3","SPATA4","PPP3CB","SORCS1","SNX31","BEND5","LOC283856","SMOC2","ANKRD40","MYOCD","PDILT","ATL2","CRYBG3","ADCY2","MYO9A","PCDH9","KATNAL1","LOC728264","NCRNA00093","TNFAIP8L1","A2ML1","NKIRAS1","PRKCG","RNF165","LGALS9C","DAB1","CLIP1","TCEAL7","SGCA","HSPB2","C6orf168","NAALADL1","CC2D2A","LOC399959","MAGEA3","FGL2","SORBS2","SLC39A2","C14orf39","GJC1","DPT","ABCC9","LOC283174","KLRB1","WSCD2","HPCAL4","C17orf78","ASAH2","NKX6-2","FAM20B","SULT2A1","TACR2","ZFYVE20","CPA2","MALL","HDAC4","NCS1","C14orf176","INPP5J","PDLIM4","ZNF483","AASS","SORBS1","ALDH3A1","ADHFE1","RHOQ","FAT3","CKB","ULK2","ZBTB4","ACSL5","FAM46B","MPDZ","C16orf89","DIP2C","SLC27A4","CAP2","PRIMA1","TST","LGALS9B","CORO1C","PDLIM7","SERPINB12","CCDC50","IL1F6","GRIA2","LOC389033","ACCN5","ATP2B2","RANBP3L","GSDMC","DOCK3","FAM25B","NPTX1","MPDU1","XKR4","DCLK3","NRXN3","IGSF9B","OSTBETA","HERPUD1","PLCD4","MXRA7","KCNA2","C20orf194","ZNF846","FBXO32","XDH","HRH2","PCK2","RECK","hsa-miR-708-3p","hsa-miR-582-5p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-340-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-190a","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-miR-215","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-192-3p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-106a-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-miR-29a-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-128","hsa-miR-500a-5p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-30d-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-493-5p","hsa-miR-218-5p","hsa-miR-511","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-19b-1-5p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-431-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-654-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-376c-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-miR-455-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-33a-5p","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-378c","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-34a-5p","hsa-miR-500b","hsa-miR-30c-5p","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-942","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-454-3p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-miR-17-5p","hsa-miR-1266","hsa-miR-301a-3p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-758-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-628-5p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-18a-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-671-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-212-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,0,0,1,1,0,0,0,0,0,-1,0,0,1,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-1,1,0,1,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
