"CPA1","TUBB","NPY2R","SLC17A7","FAM162B","RNF150","CDC45","SHANK3","TMEM205","CXorf36","FAM63A","ALDH1L1","NR3C1","PKHD1L1","CDKN3","KIFAP3","BMP6","DNALI1","TRIM61","GPR112","CLEC3B","ASB13","CD34","CXCR7","GYPC","LRRN4CL","AFAP1L1","GRIA4","PCSK4","ACVR1C","C14orf139","CYR61","STON1-GTF2A1L","ITPKA","FOXO1","ALDH4A1","MTHFD1","C5orf62","C6orf126","LOC401052","LOC257358","ANTXR2","GHR","CELF2","TSHB","ZMYND8","POLR3K","KCNK1","ABCA8","KIF18A","PLCZ1","LHCGR","C18orf34","PI16","GFRA1","LASS2","DKFZp779M0652","LOC90586","AGR3","TMEM57","MRPL9","CD248","SCARA5","FAM120A","ELTD1","SPOCK3","ESPL1","EGFL6","LPL","EVL","CCL14","NOP56","MIF","PRKAR2B","FIGF","CD36","FLJ35024","SLC1A7","ZWINT","AHNAK","MMRN1","PTPRB","DTX1","FAM54A","PVRL3","MRPL48","KCNA4","OR2L3","MASP2","BRCA1","ZNF467","PGA5","XPNPEP2","CFD","KIF15","PFKFB3","GDF10","N4BP3","CALR","MGST1","TMCO3","ATOH8","NUP93","C7orf41","ANLN","ARL8A","LGALS12","ARRDC3","SPC25","HEXIM1","IL1RAPL2","ME1","ANO6","AKR1C3","DMGDH","ADCYAP1R1","WEE1","CNN1","C1orf135","PAK7","LMNB1","LAMA4","ATRIP","TMEM63B","GALNT6","CA12","GBE1","CAT","RMND5B","MTHFD2","LOC338588","KIF23","CYB5R3","FZD4","C1orf56","LSM4","CLDND2","MESTIT1","TGFB3","NBPF6","ACACB","PRRG3","WISP2","HMMR","ACADL","ADIPOQ","RAD51AP1","LRP8","LOXL1","PM20D1","FOSB","ECM2","MFAP4","BCL9","MAS1L","MMP11","FBXL16","TK2","SLC25A44","C2CD2","FAM110B","CDCA8","F8","SCCPDH","KRTAP13-4","RBP4","ANK2","COPB2","APOB","C15orf23","AKR1C1","FABP4","NRN1","TRMT112","GIMAP6","RBKS","MAPT","HADH","GNAI1","C9orf116","HOXC10","TM9SF1","PECAM1","EIF4EBP2","COL10A1","VGLL3","PNPLA2","AQPEP","HIST1H2AM","PDIA3P","RHOXF1","RASL10A","CD80","PMM2","FOXM1","IL17B","F7","SYNPO","BOK","EPB42","HOTAIR","WASF3","TSHZ2","C6orf129","STIP1","OR5P2","MFAP5","TAF4","SH3GLB1","ST6GALNAC6","MAB21L1","ADH1C","IL4I1","C1QTNF9B","INTS9","GPR109A","SKA3","SLC16A7","ITSN1","APTX","DEGS2","HPN","BMP8A","CCR8","EGFLAM","MAP7D3","SHCBP1","NUDT16L1","EGR3","CLDN11","C5orf25","PRHOXNB","PTGIS","H2AFZ","C1QTNF7","ELMOD3","CYMP","KCNIP2","HSPA12A","C2CD4B","GOLGA9P","COMMD3","KCTD12","CCDC3","CDH13","PDE1B","RALGPS2","GLRA4","DEFB132","LOC283867","TMEM195","AKAP12","CYP1A1","LGI4","CETN4P","MMRN2","CSRNP3","AKR1C4","GPR17","IGJ","SAA1","SAMD4A","CAMK1","C20orf20","SLC7A3","TTC7B","SHE","DSN1","TBCE","STMN1","TGFBR2","ZNF281","DSC1","PDXDC1","ATAD2","TACC1","C4orf34","FSIP1","ITIH5","HOXC13","TSPAN3","GPR133","CLDN19","LOC283392","IGSF10","CLEC1A","LRRC6","BUB1B","RUSC1","CNTFR","DUSP1","C1orf31","C17orf103","CLGN","OR51E1","ANGPT4","ANXA5","C1QTNF9","GPIHBP1","CIDEC","ENAH","GIMAP8","TSPAN7","KIF26B","EPAS1","RBMS3","MMP14","CRHBP","DALRD3","MYCT1","LRRC56","GDI1","HOXC12","LOC91149","IGFBP6","CCDC46","PTN","SPTBN1","NEIL3","VEGFB","RSPO3","UBE2C","SEMA3A","TPO","DIRC3","TEF","OGN","HIST1H3D","OLFML1","GPR34","NCRNA00086","REG3G","C17orf90","SAA2","FOXD2","AADAC","ACSS2","CCDC85A","ATP2B4","MST1R","DNASE1L3","HSPB6","CLCA4","HBA2","VKORC1L1","DNAJC12","C1orf66","MOSC1","ORC1L","MRPS30","MDH1","CADM3","STX11","PIGR","NDN","TYRO3","FAM149A","HTR2A","SGOL1","KIAA0408","KIAA1211","NCAPG","INCENP","GPBAR1","CNTD2","PDE11A","TMEM90B","ACSL1","NIPSNAP3B","EMX2OS","SRPX","PHLDB1","IGF1","TP63","FAM83E","CCDC80","CEBPA","POP1","JTB","TSTD1","SLC39A11","CDC20","CDO1","GOLGA5","CRHR2","KIAA0427","PLAC9","SMC4","LILRB5","PDE1C","MSL3L2","AADACL2","GSK3A","PER1","DGAT2","USP21","C1orf35","TRHDE","RBPMS2","PREX2","PEAR1","CNKSR2","CX3CL1","GABARAPL1","CSRNP1","TFE3","LRRTM2","CCT5","PHYHIP","ERGIC1","CAV1","NUF2","LOC100302650","STAB2","AKR1C2","EMX2","MGLL","ANXA1","MLXIPL","TMC2","COL12A1","YARS","FRMD1","GYS2","ABCD2","C3orf55","CLEC11A","CA4","CKS2","SLC7A8","YWHAG","PROKR1","ADAMTSL4","NAT8L","THPO","HLF","LEP","SHOX","NUSAP1","SCN2B","GLB1L3","NEK7","RNASE1","KLB","HPSE2","CDC25C","CFH","DTX3L","SLC4A1","SMYD3","PITX1","HSD17B13","SEMA3F","B4GALT3","MYO16","SCN3A","TPX2","DST","ANGPTL7","FOXA1","PTPRQ","LOXHD1","TMCO1","KANK1","SEMA3G","F11R","KLF9","OLR1","CCNB2","GPD1","NUDT16P1","IL21R","PLIN4","ABCB1","ANGPTL5","ADAMTS1","HRASLS5","CS","FAM180B","COL5A1","SNRPG","LOC55908","MUC1","SLCO1C1","TAS2R3","CIAPIN1","EGR2","SULF2","PPP2R2C","PTRF","PSMB2","DDR2","FBLN2","ADAMTS5","RNASEH2A","PRO1768","MMD","CABP1","DTL","C1QTNF1","PARN","PID1","FABP9","MFAP2","LRP1","KDM4B","CENPN","FILIP1L","FOXN3","SLC2A10","EEPD1","EFTUD2","VLDLR","PLK1","KLHL4","PARP1","MCAM","CCDC69","ABI3BP","TBC1D9","AOX1","PIGU","GPR77","CFB","ERCC6L","ESPN","PPAP2A","ANKRD53","FAM196B","WDR67","AADACL4","LOC642597","ESR1","ARF1","HOXB2","XG","CENPI","PKD1L2","EMX1","GYG2","MRAS","KLHL13","CETP","KIF4A","SAMD5","FAM89A","GPLD1","LIPE","ITGA7","AQP7P1","SPATA9","RARRES2","NPR1","CNRIP1","RAD54B","TMEM37","RAD54L","TTK","C12orf39","SCTR","SLC1A3","TMEM140","EPR1","UFC1","CREB3L1","RACGAP1","HSDL2","F10","PPBPL2","CAV2","PSRC1","TRIB3","C21orf45","MAPK10","CCL16","GPR120","SLC2A4","STAU1","C14orf180","CKAP2L","MATN3","PPAPDC1A","SCN9A","CHRDL1","NEK11","HIST2H2AA3","BMX","FERMT2","FADS3","CTXN1","MAP1LC3C","ANGPTL1","LHFP","CAPN11","THRSP","ICA1","UBE2I","FAM71A","ESR2","SF3B4","AQP7","RGS17","RECQL4","MYO1C","ITGB1BP1","NAA20","FAM13A","ALDH1A2","TBX15","MAD2L1","SLC10A6","C21orf62","AVPR1A","LRRC15","KLKP1","GYPE","TAP1","KIF2C","CDH20","CCNB1","MND1","SCN5A","DSCC1","VIM","LOC729467","KIT","UGP2","FOLR2","GPR146","C13orf33","SVEP1","CRTAP","ENSA","NOTCH4","FLYWCH2","ZBTB16","ASPA","DEPDC1","SC65","CTHRC1","CALB2","ORC6L","VIP","C1orf131","KIF25","MRGPRX2","FBLN5","BBS4","KCNB1","C19orf6","CDH8","C2orf84","TMEM132C","BECN1","KIF20A","NR4A3","ACSM5","C1QTNF6","FOXD4","AGPAT2","NR5A2","SULF1","CALCR","EMP1","CES1","SLC7A10","SNRPA1","TROAP","FAM189B","INHBA","RAG1AP1","PDGFA","NDC80","ABCA1","PBX1","CCDC64","TM9SF2","CXCL12","HELLS","CDC14C","B3GALT1","GTSE1","C6orf125","LDB2","CORO2B","PYGL","PLA2G16","KL","AIFM2","MEOX1","GPC4","FAM69A","DMRT2","LOC145820","ERG","FAM55D","C5orf23","CCRL1","TACR1","PALM2-AKAP2","H2AFX","C7orf58","FGF2","C9orf98","SLC22A3","LOC339524","CDH23","FOXP2","HEPACAM","GATA3","C10orf116","C1orf64","TXNIP","AGAP11","KLHL29","LYVE1","CDH11","RPE65","C2orf83","UBE2Q2P1","SERPINF1","CPM","GIPC2","PCSK5","KIF4B","FOS","FREM1","INMT","FEN1","DHDPSL","GCOM1","EXO1","HEPN1","LEPR","PSD2","POLR2C","NMT2","TUSC5","CDH5","SCN2A","GGPS1","DLGAP5","ANGPTL2","CMA1","TSEN15","ELMO2","C2CD2L","TIPARP","DHDDS","TMEM170B","PAMR1","PDIA3","KIF22","CD209","GNG11","CREB5","SH3D19","PPARG","ELOVL3","PTPRS","ABCA10","WNT7B","ANXA9","PFKFB1","GPR116","PEX19","ANKDD1A","UNC5B","MAZ","IQGAP3","SOX17","H1FX","KIF18B","PPP1R1A","LOC644145","NRP1","HSD11B1","STBD1","RAB40C","CDC42EP2","HAGHL","C10orf128","ABCA9","RUNX1T1","C13orf36","BHMT2","AK5","COL6A6","TENC1","PTK2","VAMP3","HMGB3","PIK3C2G","FAM189A2","FAM70A","SOD3","EHD2","ZNF668","NEK2","CST1","NMB","CLEC5A","CCDC75","OIP5","ARHGEF15","VWF","HIF3A","FN1","MAOA","CXXC5","ADAM33","AURKB","TAL1","SLC19A3","NFE2L3","FMO2","METRN","NNAT","PCOLCE2","TDGF1","RTN4","ALDH1A1","DOCK11","APBB1IP","MDFIC","NSMCE2","PKIB","HSPA4","ADRB2","ARL3","GMPS","KY","MASP1","C17orf91","P4HA3","UBE2T","SLC44A4","AOC3","MRC1","AQP7P3","APOLD1","CELSR1","RASSF7","GSN","CBX2","KIF14","C14orf80","BAIAP2L1","KLF4","C20orf103","PRRT4","SLC13A2","G0S2","QRICH1","CHEK1","KCNA6","RNF157","PAR5","TDRKH","BUB1","LRG1","EPDR1","ECT2","OR2L13","IGSF9","ABHD15","SKA1","PCK1","TEPP","PLXNA4","BTNL9","C8orf33","PLSCR4","TRERF1","LRRC70","SLC24A2","DPP6","PDK4","P2RY14","CACNG4","NTF4","C1orf59","WISP1","COG2","RASGRF2","FSTL1","COPA","MRAP","GNG2","FEZF2","CENPM","CRB2","EBF2","C19orf69","SLC22A18","GFRAL","MGC15885","LOC440925","C14orf49","AOC2","G6PC3","TJP3","KANK2","GPX3","SGK2","NME3","GLYAT","DLC1","FAM83D","PRKAB1","TMEM141","LCMT2","EMCN","SPRY1","LOC388387","NAALAD2","CENPA","TWIST2","TP53AIP1","TMBIM1","TMEM22","PARP12","TLN1","CHRD","MLF1IP","PDE2A","ACAA2","SGK1","MEX3A","PC","C1orf27","TAF2","PCYOX1","GPR50","DRD4","P2RY12","C2orf65","PDZD2","KLF6","ZCCHC24","TEAD1","TEK","C16orf71","SLC9A9","SRPR","PLIN1","OR10A6","SRPK2","PDP2","NUDCD1","CCDC36","SOCS3","MRPS23","DCAF13","SIK2","RBP7","TIMP4","HTATIP2","HSPA5","TNXB","CHST10","GGTA1","KIAA0101","PSMC3IP","RAD51","ACO1","LOC150185","GOLGA8DP","PDE7B","TLN2","HDGF","MYLK","EBF3","BOLA2","CDK5","CXCL2","HN1L","CIDEA","RETSAT","PALM","SLIT3","C10orf10","RDH5","KIFC1","SH2D4A","GPAM","C20orf24","COL25A1","DLX3","GALNTL2","EHBP1","ADRA1A","HTR4","DCN","TNS1","B4GALNT3","MELK","DCUN1D3","PDIA6","hsa-miR-708-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-218-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-337-3p","hsa-miR-150-5p","hsa-miR-196a-5p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-629-5p","hsa-miR-98-5p","hsa-miR-15b-5p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-708-5p","hsa-miR-340-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-21-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-628-5p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-675-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,-1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,-1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,-1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,-1,0,0,0,0,1,0,0,0,0,1,0,-1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,-1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,-1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,-1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,-1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,-1,0,0,-1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,1,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,-1,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,-1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,-1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,-1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,-1,0,1,-1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,-1,-1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,-1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,-1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
