"ID","Up_regulated"
"hsa-miR-15a-5p","CCNA2,BRI3BP,TPSG1,TIMP2,TIMP3,CDCA8,ARHGAP6,SH3BP5,SETD7,SPAG5,FOXN3,TTK,KANK3,CCNF,CCNB1,C16orf59,DEPDC1,C16orf45,AKT3,ZAK,FEN1,EXO1,KIF14,PCDHGA3,CACNA1H,SVIL,STAT5B,NCAPH,KIF11"
"hsa-miR-200a-3p","CD34,TSPAN18,CNPY2,CCL14,AHNAK,ATOH8,AKAP13,RASGRP2,PECAM1,FHL5,LHX6,CD93,LOH3CR2A,MMRN2,DNASE1L3,PEAR1,PROS1,TCEAL4,FEZ1,MYOZ2,ANGPTL1,LHFP,FIBIN,CCNB1,SVEP1,PODN,EPT1,CALHM2,ZEB1,MGP,GNG11,SH3D19,PRDM8,TMEM204,CHEK1,PLSCR4,PDE2A,PKD2,MAOB,PPP1R16B,ESAM,MBNL1"
"hsa-miR-1301","PALM2-AKAP2,CXorf36,SAP30L,AURKA,CCNA2,CLEC3B,LRRN4CL,ANTXR2,TSHB,KDR,BRI3BP,CNPY2,CCL14,FAM54A,KIF15,ANLN,PRNP,THBD,TIMP2,PJA2,TBC1D1,TIMP3,MFAP4,C10orf35,CDCA8,FXYD6,KLHL38,GPM6A,FOXI2,NEDD4,SPARCL1,CCDC21,CD93,TTF2,LOC572558,KCTD12,ENO1,SH3BP5,TGFBR2,TACC1,THSD1,GPRASP1,MYCT1,TGFBR3,SPTBN1,SETD7,FANCB,CLIC4,ADPRH,AKAP2,C1orf133,LRRK2,UBL3,EME1,NXPH3,PDE8B,TPX2,CLIC2,KCNJ8,ABCB1,SPAG5,C4orf12,ADAMTS5,DTL,FOXN3,DIXDC1,KPNA2,PMP22,NR3C2,TBL1X,CNRIP1,PCDHGB7,TTK,C16orf75,KANK3,ADAMTSL3,STOM,CCNF,MAD2L1,CCNB1,CDC25A,KIAA1462,C16orf59,TIE1,DEPDC1,EPT1,C5orf4,HTR2B,OLFML2A,LDB2,KLHL33,C7orf58,LRCH1,FGF2,GIMAP2,AKT3,ZAK,SBDS,FEN1,PGM5,EXO1,ZEB1,PRDM8,C10orf128,DOCK4,TMEM55A,MDFIC,MASP1,KIF14,USP31,SELP,CHEK1,KCNMA1,SLC24A3,CBX7,CEP68,HEG1,GRRP1,CACNA1C,PRR11,TMEM200A,KANK2,EMCN,CYBRD1,C1orf112,PDE2A,TEK,TPSB2,FRMD6,SVIL,UCHL3,KIAA1644,STAT5B,MKI67,TCEAL7,S1PR1,RHOJ,ASAM,NCAPH,DARC,ZNF483,MITF,KIF11,ENPP2,C1orf21,PRC1,FBXO32,ROBO4,RECK"
"hsa-miR-10b-5p","CXorf36,SAP30L,ANTXR2,KDR,PCDHGA5,MESTIT1,PJA2,TBC1D1,TIMP3,GIMAP6,GPM6A,FAM65B,NEDD4,SPARCL1,ENTPD1,DPYD,SLC7A3,P2RY1,RGMA,GIMAP8,MYCT1,SETD7,PCDHGA2,NEURL1B,LMOD1,UBL3,C21orf34,MID2,NBLA00301,CALCRL,SH3BGRL,PDE8B,CLIC2,ABCB1,PABPC5,RBM24,DIXDC1,PMP22,EXOC3L2,TBL1X,CNRIP1,PCDHGB7,RASSF8,KIAA1462,C16orf59,PGM5P2,OLFML2A,LDB2,ANKRD29,LRCH1,FGF2,GIMAP2,TXNIP,AKT3,ZAK,PGM5,LEPR,ZEB1,PRDM8,TMEM55A,RPRM,CASP12,GPR22,GAB1,MDFIC,MAMDC2,USP31,GIMAP4,SLC24A3,CEP68,CACNA1C,ENPEP,KANK2,ABCG2,TMEM200B,TEK,PCDHGA6,FRMD6,SNTG2,SVIL,LIPI,PDE7B,KIAA1644,STAT5B,SMOC2,MYOCD,RHOJ,ASAM,MITF,LIFR"
"hsa-miR-766-3p","PALM2-AKAP2,EDIL3,CXorf36,SAP30L,ARHGEF6,SRL,CCNA2,CD34,STON1,LRRN4CL,PLN,TSPAN18,NEXN,CACNA2D1,ANTXR2,TSHB,PTGFR,KCTD7,NCAM1,KDR,PTGER3,BRI3BP,DPYSL3,ELTD1,CNPY2,CCL14,CDON,GLT8D2,AHNAK,PGCP,RAB23,PTPRB,FAM54A,KIF15,PCDHGA5,RAB9B,AKAP13,ANLN,TCEAL1,ANO6,SLCO2A1,CNN1,RGS5,PRNP,LAMA4,MBNL2,FZD4,GRK5,THBD,TIMP2,MESTIT1,PJA2,TBC1D1,TIMP3,MFAP4,C10orf35,CSRP1,MEF2C,CDCA8,F8,ITGB1BP2,FXYD6,DMD,GIMAP6,TAGLN,GPM6A,FOXI2,C1orf150,FAM65B,PECAM1,NEDD4,SPARCL1,ITGA8,VGLL3,ENTPD1,MICAL2,CD93,CMYA5,SYNPO,TRPC4,ACTG2,RAB8B,CSPG4,ARHGAP6,ITIH3,C1QTNF7,LOH3CR2A,DPYD,CDH13,TCF23,MMRN2,TNFAIP8L3,SH3BP5,ELK3,SHE,TGFBR2,TMOD2,TACC1,P2RY1,THSD1,CDC42EP3,RGMA,GIMAP8,GPRASP1,CCDC141,PDE10A,ALDH1B1,MYCT1,FLT1,ZNF672,SEPT7,PPP1R12B,TGFBR3,MAS1,ASB2,SPTBN1,RSPO3,SETD7,ATP2B4,TPM1,ITM2A,PCDHGA2,PRELP,NEURL1B,CLIC4,MSRB3,ITPR1,LMOD1,ADPRH,CCDC80,AKAP2,PRKG1,PTCHD1,LRRK2,UBL3,PEAR1,C3orf64,SPHK2,LONRF2,BCL6B,CAV1,ACTA2,C21orf34,JPH2,MID2,CAB39L,EME1,PTGER2,HLF,CALCRL,CYYR1,SH3BGRL,NXPH3,SCN4B,PDE8B,TPX2,CTGF,CLIC2,PROS1,KCNJ8,ABCB1,SPAG5,DNAJB4,C4orf12,PTRF,DDR2,PDS5A,PABPC5,DTL,LIMS2,PID1,FILIP1L,FOXN3,KLHL4,CCDC69,MS4A2,ABI3BP,DIXDC1,CPA3,PMP22,FRMD3,NR3C2,TBL1X,TCEAL4,CNRIP1,C4orf32,PCDHGB7,FEZ1,DSTN,RASSF8,MATN2,C16orf75,CAV2,KANK3,CAMK2G,CHRDL1,ADAMTSL3,FERMT2,KCNMB1,CACNB2,ANGPTL1,LHFP,CAPN11,STOM,FIBIN,STARD8,SYTL4,CCNF,NPTN,AVPR1A,CCNB1,KIAA1462,LINGO2,NECAB1,C16orf59,RNASE4,TIE1,ZBTB16,ASPA,DEPDC1,PODN,SYNPO2,KCNB1,FLNC,TSPAN2,EPT1,C5orf4,PGM5P2,CFL2,CALHM2,C16orf45,OLFML2A,PBX1,TRPC1,ARL15,CXCL12,LDB2,ANKRD29,KLHL33,FAM69A,ADARB1,C7orf58,LRCH1,FGF2,NAP1L2,SLC22A3,GIMAP2,FOXP2,SMTN,FRY,TXNIP,AKT3,ZAK,SBDS,INMT,FEN1,PDLIM5,PGM5,EXO1,LEPR,A2M,SLC38A7,FHL1,LOC401093,ZEB1,PLP1,GNG11,SH3D19,GPR116,PRDM8,PI15,C10orf128,DOCK4,GEFT,RERG,BNC2,ABCA9,SYT15,TMEM55A,CASP12,ARHGEF15,ADAMTSL1,LRRC8C,MYH11,GAB1,MDFIC,HAR1A,CYP2U1,MAMDC2,RPS6KB2,RGS13,AOC3,APOLD1,KIF14,USP31,GNAL,SLC8A2,CALD1,SELP,GIMAP4,CHEK1,KCNMA1,SLC24A3,PCDHGA3,EHBP1L1,GIMAP5,SGCE,CBX7,CEP68,DPP6,CACNA1H,SNCA,HEG1,GRRP1,XPO5,WISP1,CACNA1C,ENPEP,KANK2,CAMK2A,EMCN,CYBRD1,FRMD7,TLN1,PDE2A,CTSG,EZH1,ABCG2,DGKB,TMEM200B,FEZ2,TEK,PPP1R3C,SLC9A9,TPSB2,PKD2,SLMAP,PCDHGA9,MAOB,PCDHGA6,RNF144A,TEX15,FRMD6,SNTG2,SVIL,LIPI,PDE7B,TCEAL6,UCHL3,KIAA1644,MYOM1,MYLK,NPY5R,STAT5B,GIMAP7,DCN,TNS1,KLF17,SMOC2,MYOCD,HYAL1,ANXA6,CD302,SDPR,MKI67,FAM26E,PPM1K,TCEAL7,SGCA,ESAM,S1PR1,PLVAP,FAM13C,TLL1,ABCC9,RHOJ,ASAM,NCAPH,WSCD2,RASA4,PHLDB2,DARC,MST4,ZNF483,SORBS1,SYPL2,MITF,MBNL1,KIF11,LIFR,C1orf21,GRID1,GLP2R,MYADM,ARHGAP31,ZNF366,RHPN1,GNG12,FBXO32,ROBO4,RECK"
"hsa-miR-93-5p","SAP30L,CCNA2,ANTXR2,KCNAB3,KDR,BRI3BP,GLT8D2,KIF15,AKAP13,ANLN,CSDC2,MBNL2,TIMP2,PJA2,SOCS2,TBC1D1,LRRC2,C10orf35,CDCA8,FXYD6,PRAME,RAB8B,C1QTNF7,DPYD,ENO1,ELK3,GPR133,P2RY1,CDC42EP3,RGMA,ZNF672,MAS1,HAND2,TSHZ3,PAPOLB,PCDHGA2,UBL3,FAM198B,C21orf34,NBLA00301,TPX2,CLIC2,SPAG5,ADAMTS5,PDS5A,PABPC5,FOXN3,SNCAIP,JAZF1,TBL1X,TCEAL4,CNRIP1,FEZ1,RASSF8,SYTL4,MAD2L1,CCNB1,C16orf59,TIE1,DEPDC1,GLT1D1,HTR2B,C16orf45,OLFML2A,ARL15,ZBTB38,LDB2,ANKRD29,C1orf70,GIMAP2,AKT3,FEN1,PGM5,EXO1,LEPR,ZEB1,PRDM8,TMEM204,RPRM,GAB1,MDFIC,MASP1,MAMDC2,KIF14,USP31,CHEK1,SLC24A3,CEP68,SNCA,CACNA1C,TMEM200A,ENPEP,KANK2,TMEM200B,TEK,PCDHGA6,RNF144A,FRMD6,SVIL,PDE7B,UCHL3,KIAA1644,STAT5B,KATNAL1,MKI67,TCEAL7,FAM131B,RHOJ,ASAM,NCAPH,MITF,KIF11"
"hsa-miR-16-5p","PALM2-AKAP2,CXorf36,N4BP2L1,SAP30L,C15orf42,ARHGEF6,AURKA,CCNA2,FLT4,STON1,LRRN4CL,PLN,ANTXR2,TSHB,KCTD7,NCAM1,KDR,BRI3BP,TMEM206,DPYSL3,CNPY2,GLT8D2,SLC1A7,PGCP,RAB23,FAM54A,TPSG1,KIF15,AKAP13,ANLN,GTF2A2,ANO6,TAGAP,CSDC2,CAD,PRNP,MBNL2,GRK5,TIMP2,PJA2,TBC1D1,ECM2,TIMP3,LRRC2,MFAP4,C10orf35,SNRNP200,MEF2C,CDCA8,FAM180A,FXYD6,GIMAP6,PRAME,KLHL38,GPM6A,FAM65B,NEDD4,SPARCL1,VGLL3,TRPC4,RAB8B,MCM10,ZNF259,ARHGAP6,DPYD,KCTD12,ENO1,SH3BP5,ELK3,TGFBR2,TACC1,P2RY1,RAB3D,THSD1,GEM,RGMA,GPRASP1,PDLIM3,PDE10A,MYCT1,THRA,SEPT7,PPP1R12B,TGFBR3,RSPO3,SETD7,SLC30A6,FANCB,ITM2A,PCDHGA2,PRELP,CLIC4,LMOD1,ADPRH,AKAP2,C1orf133,LRRK2,UBL3,TXLNB,SGOL2,C21orf34,RSPO1,MID2,CAB39L,EME1,PTGER2,HLF,SH3BGRL,NXPH3,PDE8B,TPX2,CTGF,CLIC2,PROS1,KCNJ8,ABCB1,SPAG5,DNAJB4,C4orf12,ADAMTS5,CLSPN,DTL,FOXN3,GAS1,CCDC69,ABI3BP,DIXDC1,KPNA2,PMP22,CENPI,NR3C2,TBL1X,CNRIP1,PCDHGB7,FEZ1,TTK,EPR1,RASSF8,MATN2,C16orf75,BPI,KANK3,L1CAM,ADAMTSL3,ANGPTL1,LHFP,STOM,EDNRB,CCNF,NPTN,MAD2L1,AVPR1A,CCNB1,CDC25A,KIAA1462,C16orf59,RNASE4,TIE1,BRCA2,ZBTB16,DEPDC1,FBLN5,TSPAN2,EPT1,C5orf4,PGM5P2,CALHM2,HTR2B,C16orf45,OLFML2A,DSCAML1,LDB2,GART,ANKRD29,KLHL33,C7orf58,LRCH1,FGF2,NAP1L2,C1orf70,SMARCC1,KPNB1,TXNIP,AKT3,ZAK,KIF4B,SBDS,FEN1,PGM5,EXO1,LEPR,FHL1,FAP,ZEB1,ASPN,SH3D19,PRDM8,ISG20L2,RERG,BNC2,ABCA9,TMEM204,TMEM55A,GPN1,CASP12,GAB1,MDFIC,HAR1A,CYP2U1,MASP1,MAMDC2,RGS13,KIF14,USP31,CALD1,SELP,CHEK1,KCNMA1,SLC24A3,PCDHGA3,RRP1B,SGCE,CBX7,CEP68,DPP6,CACNA1H,SNCA,HEG1,GRRP1,XPO5,CACNA1C,PRR11,TMEM200A,ENPEP,KANK2,FAM83D,EMCN,CYBRD1,FRMD7,C1orf112,PDE2A,EZH1,ABCG2,DCLRE1B,TPTE2P3,TMEM200B,TEK,TPSB2,TRIM9,PCDHGA9,TNXB,MAOB,PCDHGA6,RNF144A,FRMD6,SFMBT1,SNTG2,SVIL,TCEAL6,UCHL3,KIAA1644,STAT5B,GIMAP7,SMOC2,CD302,SDPR,MKI67,TCEAL7,ESAM,PLVAP,DEPDC1B,RHOJ,ASAM,NCAPH,MYBL2,RASA4,RACGAP1P,ZNF483,MITF,MBNL1,KIF11,C1orf21,ABCA6,PRC1,MYADM,SPATA2,FBXO32,ROBO4,RECK"
"hsa-miR-574-3p","FFAR1"
"hsa-miR-191-5p","PALM2-AKAP2,CXorf36,CCNA2,STON1,TSPAN18,CACNA2D1,ANTXR2,TSHB,PTGFR,KDR,PTGER3,ELTD1,RAB23,PTPRB,AKAP13,SLCO2A1,MESTIT1,PJA2,TBC1D1,TIMP3,CDCA8,ITGB1BP2,GIMAP6,FAM65B,NEDD4,SPARCL1,VGLL3,TRPC4,RAB8B,KCTD12,CDH13,ELK3,TACC1,P2RY1,CDC42EP3,RYR3,MYCT1,FLT1,PPP1R12B,RSPO3,SETD7,PCDHGA2,LMOD1,AKAP2,C1orf133,PTCHD1,UBL3,SPHK2,C21orf34,RSPO1,PTGER2,CALCRL,CYYR1,CLIC2,ABCB1,SPAG5,DNAJB4,DTL,FILIP1L,MS4A2,DIXDC1,EXOC3L2,FRMD3,TBL1X,PCDHGB7,RASSF8,RAP2C,AVPR1A,CCNB1,LINGO2,C16orf59,TIE1,DEPDC1,PGM5P2,HTR2B,OLFML2A,LDB2,LRCH1,AKT3,ITGA11,ZAK,PDLIM5,PGM5,EXO1,LEPR,A2M,LOC401093,ZEB1,PRDM8,DOCK4,RERG,BNC2,ADAMTSL1,GAB1,MDFIC,MASP1,MAMDC2,RGS13,KIF14,USP31,CALD1,SELP,GIMAP4,KCNMA1,GIMAP5,CEP68,DPP6,SNCA,HEG1,WISP1,CACNA1C,ENPEP,EMCN,ABCG2,TMEM200B,TEK,PKD2,SLMAP,TRIM9,PCDHGA6,RNF144A,TEX15,FRMD6,SVIL,PDE7B,KIAA1644,STAT5B,GIMAP7,TLL1,RHOJ,ASAM,NCAPH,MITF,MBNL1,KIF11,LIFR,ARHGAP31"
"hsa-miR-148b-3p","SAP30L,C1QTNF2,CLEC3B,CD34,GIMAP1,ELTD1,CCL14,SLC1A7,AHNAK,ATOH8,FZD4,GRK5,PJA2,CSRP1,FXYD6,GPM6A,PECAM1,AQP1,ITGA8,FHL5,LHX6,CD93,SYNPO,SYNM,ITIH3,PTGIS,TCF23,LGI4,MMRN2,ART4,SH3BP5,SHE,TGFBR2,FAM129A,THSD1,GPIHBP1,PDLIM3,TGFBR3,SPTBN1,DNASE1L3,ITM2A,NEURL1B,SRPX,AKAP2,PDE1C,PEAR1,CAV1,EME1,PDE8B,PROS1,KCNJ8,PTRF,CCDC69,PMP22,C4orf32,CAV2,KANK3,ANGPTL1,CAPN11,FIBIN,KIAA1462,SVEP1,AGTR1,PODN,EPT1,C5orf4,ABLIM3,CALHM2,C10orf54,SLC22A3,ZFPM2,FRY,CLEC14A,LYVE1,INMT,GNG11,SH3D19,C10orf128,GEFT,SYT15,VWF,AOC3,GSN,SELP,PLSCR4,HEG1,EMCN,TLN1,PDE2A,CTSG,NEGR1,SLC9A9,TPSB2,MAOB,PPP1R16B,MYOM1,HYAL1,ANXA6,SDPR,MEOX2,MKI67,ESAM,CD300LG,S1PR1,PLVAP,FAM13C,DPT,RHOJ,PDE1A,ADH1A,ADH1B,ROBO4"
"hsa-miR-1287","RSPO4"
"hsa-miR-423-3p","KIF15,ARHGAP11B,MCM10,CLSPN,CENPI,EPR1,BRCA2,DEPDC1,SMARCC1,KPNB1,PRR11,MKI67,DEPDC1B,NCAPH"
"hsa-miR-340-5p","C4orf31,PTPRN2"
"hsa-miR-20a-5p","OXSR1,KIF15,ANLN,TTF2,ARL6IP1,SLC30A6,NARS,SLC38A7,KIF14,DCLRE1B,UNG"
"hsa-miR-200a-5p","ZNF238,C16orf59"
"hsa-miR-374a-5p","C8orf71"
