"TTC36","SLC7A14","MAP6","RNF150","TNFRSF8","PDZRN3","KCNN2","MLNR","PPP1R14D","PARK2","ASB5","LIPF","TXNDC5","VIL1","BMP6","NPR2","SCN7A","C17orf39","GPR112","TMPRSS11BNL","SLC23A1","PHOX2A","FILIP1","CLEC3B","SPRR2B","TNFRSF17","MS4A10","STON1","LRRN4CL","GRIA4","PLN","TUBAL3","NEXN","ATP6V1G2","ITPKA","TIAM1","S100A8","ANTXR2","SATB1","GHR","MAGEA2","GJB2","C6orf105","DNAJB5","MAPK4","TTC22","CXCR2","PI16","NCAM1","DSG3","GFRA1","GUCY1B3","JAM2","LRRC49","GLTP","RASGEF1C","C2orf40","PLEKHG4","CKMT2","PRICKLE2","CDON","PRAP1","MTTP","NME5","EPM2A","SLC2A5","CDKL3","AHNAK","MMRN1","JAM3","SOX10","ABI2","NOS1","SCNN1B","XPNPEP2","CFD","SFRP1","ANKRD35","CTNNA2","SPRR1B","DMPK","ACTL6B","EVPL","RAB9B","PAIP2","C7orf41","DLG2","ALPI","SLC5A7","PCSK2","RBPMS","NCRNA00094","SCUBE2","NKX2-3","ANO6","PPAPDC3","HSPB7","DMGDH","ADCYAP1R1","NKAPL","SLC7A9","PER3","CNN1","IL5RA","VIT","TUBB6","PRNP","LAMA4","COL1A1","IL1F5","B3GNT8","ALDOB","S100A9","C6orf225","ASB11","ALOX12","LASS3","EML1","LDHD","VWC2","GPATCH4","NPAS1","PJA2","CIDEB","CDKL2","ARL4D","CLDN15","ACACB","WISP2","DNAJC18","SLC25A4","STMN4","C9orf47","TBC1D1","ENHO","TSPYL2","TIMP3","PXMP2","CSRP1","GLOD5","TMEM150B","VCL","IL11RA","ITGB1BP2","RAET1E","FXYD6","CCDC146","ANK2","GRIK3","MPZ","C10orf99","DMD","ENPP6","OLFM3","FAM46C","SLC25A34","MAP1B","MPL","OTOP2","LOH12CR2","SLC29A1","BTG2","TOM1L2","SNURF","TAGLN","HOXC10","FAM124A","KHK","GLCCI1","NIPAL4","FLVCR2","FBXL22","SLURP1","SPARCL1","COL10A1","PLEKHO1","PRSS21","SPINK7","SPRR3","RABGAP1","AR","EID1","PHOX2B","NBEA","PCP4L1","IL17B","KCNH2","TRPC4","DTX3","SLC10A4","RHOB","AP1S2","PKNOX2","DCT","SYNM","ACTG2","TMEM82","BHLHA15","TMEM74","CAND2","CSPG4","TAGLN3","GPR109A","TCEAL2","DSP","SPINK2","PAX9","SHISA9","LPP","LOC572558","SMPX","CDH19","AKAP6","ZNF185","CLIC3","HSPA12A","CTNNA3","CCR10","TNFSF12","GLRA4","B4GALNT2","LGI4","CNTN2","CPXM2","KRT15","GNG3","KLHDC8B","IGJ","ENDOU","SAMD4A","TRIM50","BBS1","BCMO1","TTC7B","KRT6A","TMOD2","ATAD2","TACC1","FAM72A","SNORA78","CCL25","CES3","AQP11","RYR2","CYP2C18","ACER1","VSIG10L","MOGAT2","FAM129A","DACT3","CIDEC","PITPNM3","NCCRP1","FAM19A4","COPE","CAPN14","GPRASP1","FABP1","BAI3","PDLIM3","RYR3","TMPRSS11B","APOA4","ATP1B2","SLC9A4","C6orf186","DGAT1","C1orf190","FA2H","DYNC1I1","ATRNL1","KCNA5","GDPD2","PPP1R12B","BFSP2","HPGD","TGFBR3","NGB","FAM181B","ASB2","CSTB","HSPB8","BVES","PTPLA","LRFN4","DIRC3","DCLK2","CXorf61","SH3BGR","HAND2","ATP2B4","TPM1","BTNL8","C20orf132","HSPB6","LOC96610","CLCA4","CEACAM18","FBXL7","NCALD","TFF1","AHNAK2","TXNDC11","CADM3","MGAM","DERL3","C18orf26","NRP2","NLRP6","GYG1","MPPED2","NDN","SPRR2A","UBE2G1","COL5A2","CELA2B","KIAA0408","ASB16","SOX21","GPRASP2","MSRB3","COL23A1","TDRD5","ICA1L","NPAS4","LMOD1","RDH12","FAM92B","CYP4F2","TP63","IGSF11","CALCOCO1","ZNF25","CRNN","ZBTB47","BRSK1","LOC653653","MUC21","RAB6B","PLAC9","VSIG2","TMEM211","PDLIM2","FABP2","PDE1C","SERPINB13","PSD","CPEB1","PGR","BAG2","HFM1","WHAMML1","SSC5D","ANGPT1","DZIP1","RBPMS2","PTCHD1","CNKSR2","SPRR1A","HMGCLL1","TSLP","ST8SIA3","LONRF2","IKZF2","HRASLS2","CAV1","APBB1","CREB3L3","CMTM5","ACTA2","CRISP3","FLNA","HAPLN4","USH1G","KRT13","PLCL1","MGC29506","ANXA1","FRMD1","MGC57346","SPRR2E","TNNI3K","JPH2","EPN2","MID2","HSPB3","CAB39L","SCNN1G","INPP5A","SPEG","HLF","DVWA","NBLA00301","TMOD1","PNCK","BTNL3","ENOX1","SLC46A1","RNASE1","KLK13","AGTR2","BEST4","REEP2","SCMH1","WDR47","PITX1","SULT2B1","TUB","DST","ANGPTL7","MYL6","TMEM53","WFDC5","KLF9","OLR1","C1orf210","PLIN4","ADAMTS1","ZMYND11","MAP1A","FAM180B","KRT32","NMBR","VILL","PGLYRP3","ATP13A5","SNORD94","REEP1","SLC27A6","RIPK3","MS4A8B","HSPA2","ART3","ADAD2","KCNK7","SLC35F1","LIMS2","ANKS1B","ALOX15B","MYO1A","EPN1","FUCA1","PHC1","CCDC69","ABI3BP","RBM24","DIXDC1","PARVA","RFX2","ANKRD53","LOC100128164","CA14","FUT9","WDR67","PMP22","AHDC1","TMEM43","KCNJ16","BMPR1A","OSTalpha","PBX3","PRRT1","GCNT4","GBP6","CLDND1","WHAMML2","KIAA1274","FXYD1","JMY","TGM3","ITGA7","SLC9A3R1","NPR1","ARHGAP10","KRT20","ATP4B","PLA2G2C","SMYD1","KCNA1","RNF222","ADAM6","LDB3","MYOZ2","MSR1","ACTN2","DSTN","RNF11","LMO3","PPP1R12C","C20orf27","ACSBG1","IGF2BP3","IRF4","MAPK10","SLC2A4","HOXA10","ARHGEF17","ADAMTSL3","GK3P","SGEF","FERMT2","KCNMB1","SLC23A3","CACNB2","ANGPTL1","ATP1A2","TGFB1I1","GIP","PPL","VRK3","AMOTL1","IPW","SDR9C7","SLC5A5","C20orf166","GPR172B","SLC22A17","DEFA5","TMED6","DNAJC27","DHRS1","FLJ42709","C10orf129","NRG2","OPCML","PYGM","CEACAM20","APOBEC1","DEFA6","GRIK2","RAP1A","DCAF8","AMPD1","GRIK5","C10orf72","FOXN1","NECAB1","CCDC13","TBX10","FLRT1","THBS2","SCEL","SYNPO2","ZDHHC15","SSR4","SBSN","PGA4","GFRA2","ACTN1","ATCAY","AQP4","KCNB1","WASF1","C1QTNF3","COL4A5","GPR20","FOXF1","FOXF2","LRP1B","FLNC","TSPAN2","SEMA6D","SRF","UBE2J1","C5orf4","CCKBR","CFL2","MEIS1","PNMA1","SGCB","PDZD4","EMP1","LYNX1","TMEM100","PRUNE2","TPRG1","ADH7","KIAA1737","INHBA","PSAPL1","CEND1","DPEP1","MEP1B","PBX1","ATP2B3","DAK","TRPC1","CA7","MAGI2","KIF5A","ESRRB","ROR2","MGAT4C","MYL9","PTGR1","FOXD3","MPP1","BNIPL","PALLD","TGM5","LPPR5","GPM6B","CLCA1","ARMCX1","MYOT","SLC6A4","COX7A1","C7orf58","KLF10","FGF2","ZYG11B","LTF","NAP1L2","IRX4","MPP7","NAT8B","GRID2","C1orf70","ID3","PRSS27","FOXP2","HSD17B2","ZFPM2","MFSD4","PLA2G4C","SGCG","SMTN","C20orf200","MEI1","KIAA0232","SERPINB3","C12orf53","UGT1A1","RBM20","CXCL17","CAPNS2","KIAA2022","AKT3","MYEF2","VSTM2A","GRIK1","LYVE1","CLIP3","C9orf169","CNFN","ZAK","GIF","PADI1","DGKG","PKP1","C9orf9","FICD","SLC28A1","SLAIN2","PGM5","GCOM1","OTOP3","FHL1","LOC401093","OCEL1","CLCA2","C15orf17","FAP","CMA1","GBA3","KCTD8","ZEB1","SLC18A3","CRYL1","DHRS11","PMP2","PLP1","PLEKHJ1","HTR1E","ACY1","SOSTDC1","ITLN2","ETV4","PPP1R1A","SPHKAP","PKD1","TMEM92","SMPD3","TRPS1","GEFT","RERG","FAM190B","ABCA9","SYDE2","C13orf36","BHMT2","KLK12","B3GAT1","CADM2","TMEM55A","RPRM","BCL2L2","FGFR1","AKR7A3","ZNF471","DAAM1","MTUS2","NRSN1","CAPN9","MAGEA6","GPR155","ADAM33","SOBP","BTC","ATP12A","NNAT","MYH11","C9orf7","MXI1","LRRC4","STX2","GAB1","CHODL","PRKAA2","ARL3","GMPPA","TMEM35","GPR44","TMEM54","KIF1B","KY","TEAD3","MAMDC2","ST3GAL3","LMO1","LIX1","AOC3","AQP7P3","LOC158696","PTBP2","EFS","NAP1L5","CDHR5","INA","TGM1","ANPEP","GSN","LAMC1","S100B","SLC8A2","CALD1","ATP4A","C7orf60","PRRT4","SLC13A2","OTC","PPP1R12A","KCNMA1","TUBA1A","MORN5","PENK","MRVI1","PAR5","ZG16","GPA33","SLC5A1","NRXN1","PCK1","PCNP","C9orf5","CBX7","CRYAB","NEFM","COL1A2","EAF2","DPP6","PDK4","CACNA1H","RUSC2","RASGEF1A","FABP12","MUC15","RAB27A","C3orf18","C22orf39","LY6H","ZNF853","TM6SF2","TMEM40","SCHIP1","MEP1A","RHCG","C19orf69","PDZRN4","LOC92973","GRHL1","MRGPRF","RAET1L","KCNJ15","PIP5K1C","KANK2","SLC25A12","HRNBP3","RANBP17","DLC1","MPP2","RBP2","SEPT10","CAMK2A","C15orf59","FAM107A","NFASC","TP53AIP1","DES","TLN1","LRCH2","PDE2A","HOXA2","LOC643008","FYCO1","PHGR1","MOAP1","SPAG4","BDKRB1","PCYOX1","UNC5D","DUSP3","NEGR1","C2orf65","PDZD2","PPP1CB","MAL","CPNE6","WNT2","EPHA6","ARPP21","NUDT10","JAKMIP2","TUBG2","TEAD1","GNMT","NACAD","TMPRSS11D","PPP1R3C","DENND2C","S100A12","GJB6","PKD2","SLC6A19","ANO5","SLMAP","RBM9","TOR1AIP1","CHRM2","PIRT","GNAO1","DSC3","TPM2","ZCWPW2","HOXA4","AMH","FBP2","FBP1","C1orf177","CLIP4","SVIL","CORO6","ZDHHC22","KIAA1644","SCAMP2","MYOM1","ELMOD1","DENND5A","MYLK","CWH43","COL21A1","C21orf15","SPINK5","MAP4","HDC","CIDEA","RETSAT","HOPX","PRPH","GRPR","FBXO30","LOC643763","EPHA7","SLC8A1","SEC23A","RXRG","RAET1G","OSBPL1A","EHBP1","CBR1","TNS1","KRT4","NT5DC3","SPATA4","SORCS1","SNX31","IL1RN","BEND5","LOC283856","SMOC2","ANKRD40","MYOCD","PDILT","CALML5","CRYBG3","ADCY2","PCDH9","NCRNA00093","TNFAIP8L1","A2ML1","CASP7","NKIRAS1","RNF165","TMEM79","LGALS9C","DAB1","CLIP1","CDHR2","TCEAL7","HSPB2","C6orf168","NAALADL1","CC2D2A","LOC399959","MAGEA3","SORBS2","SIX2","POPDC2","KRT5","SLC39A2","C14orf39","GJC1","C3orf32","DPT","RHOJ","LOC283174","TMEM154","ASAM","KLRB1","HPCAL4","C17orf78","ASAH2","NKX6-2","FAM20B","ZFYVE20","MALL","NCS1","C14orf176","PDLIM4","SORBS1","ALDH3A1","ADHFE1","KRT6C","CRABP2","RHOQ","FAT3","CKB","ACSL5","FAM46B","SYPL2","MPDZ","C16orf89","DIP2C","SLC27A4","CAP2","PRIMA1","DUOX1","CORO1C","PDLIM7","SERPINB12","IL1F6","SPRR2D","LOC389033","ACCN5","ATP2B2","SNORD89","RANBP3L","GSDMC","DOCK3","FAM25B","ILK","IL17D","MPDU1","XKR4","GLP2R","NRXN3","KRT6B","COPZ2","OSTBETA","HERPUD1","PEPD","PLCD4","BMP3","MXRA7","C20orf194","XDH","HRH2","PCK2","TUBB4","hsa-miR-708-3p","hsa-miR-582-5p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-340-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-190a","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-miR-215","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-192-3p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-106a-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-miR-29a-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-128","hsa-miR-500a-5p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-30d-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-493-5p","hsa-miR-218-5p","hsa-miR-511","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-19b-1-5p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-431-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-654-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-376c-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-miR-455-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-33a-5p","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-378c","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-34a-5p","hsa-miR-500b","hsa-miR-30c-5p","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-942","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-454-3p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-miR-17-5p","hsa-miR-1266","hsa-miR-301a-3p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-758-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-628-5p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-18a-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-671-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-212-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-1,1,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
