"ID","Up_regulated"
"hsa-miR-205-5p","PALM2-AKAP2,TNNC1,CDC45,GINS2,AURKA,TMEM189,SCN7A,GPR112,FLT4,CLEC3B,PKMYT1,ABCA8,KDR,KHDRBS2,NLRC4,ESPL1,LPL,C14orf132,FIGF,TCF21,MMRN1,DKC1,PTPRB,C4orf31,MFSD2B,BRCA1,LOC644165,CFD,KIF15,GDF10,PEBP4,ATOH8,ANLN,LTC4S,AK3L1,HPRT1,SFTPA2,AFF3,FGFR4,KIF23,TSPAN12,GRK5,CDKL2,HECW2,ACADL,GGTLC1,RAD51AP1,GATA2,C10orf67,CKAP2,IHH,MCM4,GATA1,DAPK2,TDRD10,SCUBE1,LAMP3,CLIC5,TBX4,MRPL3,GPM6A,VEPH1,FHL5,FOXM1,SKA3,TMTC3,PTCRA,FAM83H,LOC572558,H2AFZ,C1QTNF7,GLDN,SLC34A2,SFTA3,GPR17,C20orf20,RETN,NRG3,SHE,GPR133,BUB1B,DUSP1,WWC2,GPIHBP1,GIMAP8,EPAS1,SLC1A1,C19orf59,MYCT1,SIGLEC11,FOLR1,AGER,FLJ42875,FLAD1,HPGD,ANXA3,SFTPC,SPTBN1,SPTBN2,GRAMD2,SUSD2,CCDC85A,OTUD1,LMO7,VSIG4,ADAM29,C13orf15,KLF2,ACOXL,EXOC3L,GPBAR1,GNA14,AKAP2,SULT1A2,CDO1,CASKIN2,ALDH3B1,SLC9A3R2,HMGA1,PER1,UHRF1,IMMT,LTA4H,UBE2S,MIA2,CSRNP1,RXFP2,AK1,CAV1,SFTPA1,SLFNL1,NLRP12,FGD5,MS4A15,CA4,ADAMTSL4,NUSAP1,ACVRL1,CALCRL,RNASE1,NXPH3,MSH6,CHAF1A,SYNE1,SEMA3G,OLR1,GPD1,SPAG5,KIAA1524,MARCO,MYBPHL,F11,COL4A3,IYD,SHROOM4,CYP4B1,ABI3BP,KCMF1,IQSEC3,ERCC6L,TK1,VIPR1,FRMD3,CENPI,MS4A7,SH2D3C,KIF4A,FXYD1,CENPF,NPR1,RPL13AP17,TTK,MSR1,ACTN2,EPR1,C16orf75,KANK3,GPR120,NFKBIL2,PRKCE,CHRDL1,USHBP1,MAP1LC3C,KIAA1377,UPK3B,EDNRB,STARD8,CASS4,HNF1B,PHACTR2,PTPN21,SIRPD,TMED6,PRAM1,CCNF,ITGA10,HOXA5,SFTA1P,KIAA1462,SNX30,TFAP4,GPR146,CFP,C16orf59,TM7SF4,RNASE4,PARD6B,ASPA,CPAMD8,AQP4,CNTN6,GPD1L,FOXF1,PLEKHH2,CFL2,CLDN18,TMEM100,SNRPA1,TROAP,FAM189B,JPH4,CSE1L,MAGI3,BEND2,CYP2B7P1,AGBL1,GTSE1,LDB2,KL,SELENBP1,DPEP2,ERG,SLC6A4,H2AFX,PRX,GSTM5,RS1,DENND3,SLC22A10,LOC723809,CENPO,CLEC14A,TXNIP,AATK,MCM2,FANCI,INMT,PGM5,GCOM1,EXO1,LEPR,LIMD1,CDH5,FHL1,CTNND2,GAPDH,ALOX5,GPR116,RTKN2,RASL12,SOX17,C6orf174,ITLN2,KIF18B,HDAC1,ARRB1,ABCA9,COL6A6,SYT15,FAM189A2,ZWILCH,KIAA0087,CAPN9,OIP5,ARHGEF15,LOC400804,SLC39A8,AURKB,SLC19A3,FMO2,SPN,ADRB2,FANCE,GMPS,NR0B2,RCC1,AOC3,MRC1,GPRC5A,KIF14,TPSAB1,GPA33,BUB1,SKA1,BTNL9,LRRN4,LRRN3,ASF1B,LOC158376,C19orf69,MRS2P2,NCKAP5,CACNA2D2,SLC16A12,DLC1,EMCN,FAM107A,CENPA,CYBRD1,C19orf48,CCDC48,LOC100128191,RFC5,TEK,C11orf9,RFC3,C2orf77,FCN3,FAM105A,C17orf53,LRP2BP,RAD51,FBP1,TIMELESS,SLC46A2,TMEM88,C1orf198,EMP2,RAMP3,TMEM177,EPB41L5,SH3GL2,SLIT3,TFB2M,LIMCH1,UNG,TNS1,LRRC36,POLQ,CD302,C7orf11,SDPR,MKI67,ESAM,TRPC2,S1PR1,RXFP1,FAM13C,PNPLA6,NCAPH,ADCY4,RAMP2,XRCC2,PRCC,C16orf89,SFTPD,CENPE,NMUR1,CD101,OVCH2,ABCA6,ADH1B,NOVA2,TMEM125,PRC1,ARHGAP11A,WFS1,C1orf168,SMC2,HJURP,ROBO4,DRAM1"
"hsa-miR-210","UGT1A9,DLX6AS"
"hsa-miR-130b-5p","C2orf57"
"hsa-miR-126-3p","PALM2-AKAP2,CDC45,GINS2,AURKA,PKMYT1,PTPRB,KIF15,ANLN,KIF23,RAD51AP1,CKAP2,MCM4,CD93,SKA3,GPR133,BUB1B,AGER,FLAD1,C13orf15,AKAP2,CASKIN2,UHRF1,NUSAP1,CHAF1A,SHROOM4,ERCC6L,TK1,CENPI,KIF4A,CENPF,TTK,EPR1,C16orf75,NFKBIL2,CCNF,MND1,TFAP4,C16orf59,PARD6B,TROAP,GTSE1,LDB2,ERG,MCM2,FANCI,EXO1,KIF18B,OIP5,AURKB,ADRB2,GPRC5A,KIF14,BUB1,LRRN4,ASF1B,NCKAP5,DLC1,CENPA,RAD51,TIMELESS,EMP2,SH3GL2,POLQ,MKI67,NCAPH,CENPE,PRC1,ARHGAP11A,WFS1,HJURP"
"hsa-miR-139-5p","CCL16"
"hsa-miR-660-5p","PPAPDC1A"
"hsa-miR-143-3p","FGFR4,KIF23,SCUBE1,C13orf15,ACVRL1,NXPH3,KIF4A,TTK,MAP1LC3C,SLC6A20,FHL1,COL6A6,RFC5,NCAPH,WFS1"
"hsa-miR-100-5p","KIF23,ACTN2,ANGPTL1,ASPA,INMT,SSTR1,ADH1B"
"hsa-miR-200c-3p","SLC17A1"
"hsa-miR-497-5p","ALDH1A2"
