"F2RL2","NPY2R","RPL23AP32","SLC17A7","FAM162B","RNF150","CDC45","ESCO2","TMEM205","CXorf36","FAM63A","ALDH1L1","NR3C1","PKHD1L1","MAPK8IP2","CDKN3","AURKA","DNALI1","NPR2","TRIM61","HN1","GPR112","CCNA2","DDX39","CLEC3B","PPP2R1B","CD34","CXCR7","GYPC","MME","LRRN4CL","AFAP1L1","GRIA4","NRG1","ACVR1C","C14orf139","BIK","CYR61","STON1-GTF2A1L","FOXO1","C5orf62","LOC401052","LOC257358","ANTXR2","GHR","CELF2","KCNK1","ABCA8","KIF18A","PLCZ1","LHCGR","C18orf34","PI16","ACSS3","LASS2","C19orf12","DKFZp779M0652","LOC90586","BIRC5","TMEM57","CD248","SCARA5","ARHGAP19","FAM120A","ELTD1","SPOCK3","ESPL1","EGFL6","LPL","EVL","CCL14","RFC4","NOP56","PRKAR2B","FIGF","CD36","SRP68","TCF21","SLC1A7","ZWINT","AHNAK","MMRN1","PTPRB","DTX1","OR2L3","ZNF467","PGA5","XPNPEP2","CFD","PFKFB3","GDF10","ZCCHC12","MGST1","ATOH8","C7orf41","ANLN","PRR15","LGALS12","ARRDC3","SPC25","LHX2","ME1","CEP55","ANO6","HSPB7","AKR1C3","DMGDH","ADCYAP1R1","NKAPL","F13A1","WEE1","CNN1","DQX1","C1orf135","PAK7","PRR25","LMNB1","IRF7","LAMA4","GALNT6","SCN11A","GBE1","CAT","LOC338588","KIF23","NKAIN1","CYB5R3","FZD4","LSM4","CLDND2","MESTIT1","RRM2","ACACB","WISP2","HMMR","ACADL","ADIPOQ","TLCD1","TOP2A","PM20D1","FOSB","ECM2","CKAP2","MFAP4","MMP11","HABP4","TK2","SLC25A44","C2CD2","CDCA8","F8","KRTAP13-4","RBP4","ANK2","APOB","HSD17B6","SNAP29","AKR1C1","FABP4","GSR","NRN1","RBKS","MAPT","TRIM3","SLC2A6","HADH","ACBD3","GNAI1","C9orf116","HOXC10","FAM23A","TM9SF1","PNKD","MAP4K2","GRAMD3","PSMA5","PECAM1","EIF4EBP2","COL10A1","VGLL3","PNPLA2","AQPEP","PDIA3P","MEIS3","MICAL2","RHOXF1","POC1A","RASL10A","GSG2","SYNPO","BOK","EPB42","HIST1H2AD","HOTAIR","WASF3","C21orf58","STX18","STIP1","OR5P2","MFAP5","MAPKAPK2","APOL6","SH3GLB1","ST6GALNAC6","MAB21L1","ADH1C","C1QTNF9B","INTS9","GPR109A","EPYC","SLC16A7","ITSN1","DEGS2","HPN","BMP8A","CCR8","EGFLAM","MAP7D3","SHCBP1","NUDT16L1","LOC572558","LINGO1","EGR3","CLDN11","TLR4","ZFP36","PRHOXNB","PTGIS","H2AFZ","C1QTNF7","ELMOD3","CYMP","SEPHS2","KCNIP2","HSPA12A","C2CD4B","GOLGA9P","COMMD3","KCTD12","CCDC3","CDH13","PDE1B","GLRA4","DEFB132","LOC283867","TMEM195","CDC14B","AKAP12","CYP1A1","LGI4","EPB41L2","SPIRE2","CETN4P","STK32A","SAMD14","FGF1","MMRN2","CSRNP3","SAA1","SAMD4A","DNAJC1","LOC113230","CAMK1","SLC7A3","TTC7B","PAK3","SHE","TGFBR2","DSC1","PDXDC1","ATAD2","ITIH5","HOXC13","GPR133","PLEKHB2","CLDN19","CYP3A4","LOC283392","IGSF10","SLC4A2","C8orf76","CLEC1A","LRRC6","BUB1B","RUSC1","CNTFR","DUSP1","C17orf103","OR51E1","ANGPT4","ANXA5","C1QTNF9","FAH","GPIHBP1","CIDEC","C1orf53","GIMAP8","TIGIT","CABLES2","TSPAN7","KIF26B","RYR3","ENY2","EPAS1","RBMS3","MMP14","CRHBP","MYCT1","GALNT10","LRRC56","GDI1","MOCS1","LOC91149","SLCO1A2","IGFBP6","SYT17","HAP1","SLC25A5","PTN","SPTBN1","NEIL3","VEGFB","UBE2C","TPO","DIRC3","TEF","HIST1H3D","GPR34","NCRNA00086","SAA2","FOXD2","AADAC","ACSS2","ATP2B4","VANGL1","DNASE1L3","HSPB6","CLCA4","HBA2","VKORC1L1","MOSC1","MRPS30","MDH1","TRAPPC9","CXCL11","STX11","KLF2","TNIP1","NDN","TYRO3","FAM149A","HTR2A","COL5A2","SGOL1","KIAA0408","KIAA1211","CCBE1","NCAPG","GPBAR1","CNTD2","PDE11A","TMEM90B","ACSL1","NIPSNAP3B","EMX2OS","PHLDB1","IGF1","TP63","FAM83E","CCDC80","CEBPA","SLC39A11","ADH4","CDC20","CDO1","CRHR2","KIAA0427","PLAC9","LILRB5","ATF3","PDE1C","BMPER","FUT8","AADACL2","PER1","UHRF1","DGAT2","WHAMML1","COL11A1","ANGPT1","TRHDE","CCNE2","RBPMS2","PREX2","UBE2S","GABRA4","CNKSR2","CX3CL1","GABARAPL1","OR5E1P","CSRNP1","TFE3","SGOL2","LRRTM2","CCT5","PHYHIP","ERGIC1","CAV1","LOC100302650","STAB2","AKR1C2","EMX2","SKAP1","MGLL","SLC14A2","MLXIPL","TMC2","COL12A1","YARS","FRMD1","BMPR1B","GYS2","ABCD2","C3orf55","CA4","SLC25A25","SLC7A8","YWHAG","HIST1H3I","ADAMTSL4","NAT8L","THPO","HLF","LEP","SHOX","NUSAP1","SCN2B","CYP26B1","NEK7","LFNG","RNASE1","KLB","HPSE2","CDC25C","CFH","FGFBP2","HSP90B1","PITX1","HSD17B13","B4GALT3","MYO16","SCN3A","TPX2","NECAB3","DST","ANGPTL7","TMCO1","SEMA3G","F11R","TAF5L","SRPRB","ADORA2A","KLF9","CCNB2","RFTN1","GPD1","PLIN4","CELSR3","ANGPTL5","ADAMTS1","HRASLS5","CS","FAM180B","SNRPB","COL5A1","PCDHB2","SOX7","LOC55908","SLCO1C1","TAS2R3","PPP1R15A","CIAPIN1","EGR2","SULF2","PPP2R2C","PTRF","DDR2","FBLN2","ADAMTS5","RNASEH2A","CLSPN","PRO1768","MMD","FAM104A","CABP1","C1QTNF1","PARN","PID1","FABP9","LRP1","KDM4B","FILIP1L","FOXN3","EEPD1","VLDLR","PLK1","KLHL4","PARP1","MCAM","CCDC69","ABI3BP","ZIC2","GPR77","ERCC6L","ESPN","PPAP2A","ANKRD53","TK1","FAM196B","WDR67","RNFT2","AADACL4","LOC642597","ARF1","HOXB2","XG","CENPI","PKD1L2","H2AFY","ACOT1","C8orf51","GYG2","MRAS","KLHL13","CDK1","WHAMML2","CETP","KIF4A","CAPZA3","SAMD5","FAM89A","GPLD1","LIPE","ITGA7","AQP7P1","CENPF","SPATA9","SLC35F2","NPR1","CNRIP1","RAD54B","ACOX1","TMEM37","RAD54L","TNFRSF9","C12orf39","SCTR","SLC1A3","TMEM140","UFC1","CREB3L1","RACGAP1","HSDL2","F10","PP14571","RPL26L1","C16orf75","PPBPL2","CAV2","MAPK10","GPR120","SLC2A4","STAU1","KIAA1199","C14orf180","NFKBIL2","CKAP2L","MATN3","PPAPDC1A","SCN9A","CHRDL1","BMX","FERMT2","KCNMB1","FADS3","CTXN1","C19orf21","MAP1LC3C","ANGPTL1","LHFP","CAPN11","THRSP","RAX2","ICA1","FAM71A","ESR2","AQP7","HIST1H3J","RGS17","RECQL4","MYO1C","CYB561D2","ITGB1BP1","FAM13A","C20orf160","ALDH1A2","FAM192A","TBX15","AVPR1A","LRRC15","KLKP1","GYPE","KIF2C","CDH20","CCNB1","DSCC1","SIAH2","VIM","LOC729467","KIT","ODF3L1","UGP2","FOLR2","GPR146","FZD2","C13orf33","SVEP1","CRTAP","ECSCR","COBLL1","C10orf82","NOTCH4","LRRN2","NCRNA00110","ZBTB16","ASPA","DEPDC1","SEPT8","CTHRC1","ORC6L","VIP","NR4A1","C1orf131","KIF25","MRGPRX2","FBLN5","KCNB1","YY1AP1","C2orf84","TMEM132C","BECN1","KIF20A","NR4A3","ACSM5","C1QTNF6","FOXD4","EGF","AGPAT2","SULF1","EMP1","CES1","SLC7A10","GALR1","CILP2","TROAP","FAM189B","INHBA","POP7","RAG1AP1","TFR2","ABCA1","KIAA1257","SYT9","CCDC64","C4orf42","GOLM1","CDC14C","B3GALT1","GTSE1","LDB2","CORO2B","TMUB1","PYGL","PLA2G16","KL","AIFM2","MEOX1","TRIM58","GART","FAM69A","DMRT2","LOC145820","CUBN","ERG","FAM55D","C5orf23","CCRL1","PALM2-AKAP2","PGA3","H2AFX","C7orf58","FGF2","C9orf98","SLC22A3","LOC339524","KRT25","DENND2A","FOXP2","FAM155A","SEC61A1","HEPACAM","UBN1","C10orf116","TXNIP","AGAP11","HAUS8","LYVE1","C2orf83","SERPINF1","CPM","GIPC2","PCSK5","KIF4B","FOS","FREM1","INMT","FEN1","FAM138B","GCOM1","EXO1","HEPN1","LEPR","POLR2C","NMT2","TUSC5","LTBP4","GSPT2","ELANE","KCNK15","CDH5","GRXCR2","SCN2A","UBQLN4","MR1","DLGAP5","PCDH17","ANGPTL2","CMA1","ELMO2","C2CD2L","DHDDS","TMEM170B","PAMR1","PDIA3","KIF22","CD209","LOC100128554","GNG11","SH3D19","PPARG","HOXC11","ELOVL3","PTPRS","ABCA10","ANXA9","PFKFB1","GPR116","OR10A3","PEX19","ANKDD1A","UNC5B","MAZ","IQGAP3","SOX17","COX6C","KIF18B","PPP1R1A","SPHKAP","XPO6","LOC644145","POSTN","HSD11B1","STBD1","CDC42EP2","ABCA9","C13orf36","BHMT2","NMI","COL6A6","TENC1","PTK2","VAMP3","HMGB3","PIK3C2G","FAM189A2","MXD3","SOD3","EHD2","ZNF668","NEK2","FAM134C","NMB","CLEC5A","CCDC75","TPRN","OIP5","ARHGEF15","VWF","HIF3A","FN1","MAOA","CXXC5","AURKB","TAL1","SLC19A3","FMO2","NNAT","PCOLCE2","OR2T4","TDGF1","ASPM","RTN4","ALDH1A1","DOCK11","APBB1IP","MDFIC","SRMS","NSMCE2","HSPA4","ADRB2","KCNMB2","KY","MASP1","C17orf91","P4HA3","UBE2T","SLC44A4","AOC3","MRC1","AQP7P3","APOLD1","CELSR1","GSN","DAP3","FOXRED2","CBX2","KIF14","NANS","KLF4","C20orf103","PRRT4","G0S2","RHBDF2","SLC25A19","CHEK1","APCDD1","KCNA6","PAFAH1B3","CDT1","RNF157","TDRKH","BUB1","LRG1","SAMD11","EPDR1","ECT2","OR2L13","IGSF9","ABHD15","SKA1","PCK1","PLXNA4","BTNL9","C8orf33","PLSCR4","CRYAB","LOC90246","TRERF1","LRRC70","CDKN1C","SLC24A2","PDK4","P2RY14","CACNG4","ATP6AP1","NTF4","C1orf59","GPRIN1","WISP1","CCT3","COG2","RASGRF2","FSTL1","MRAP","ASF1B","GNG2","FEZF2","ATP7B","PRR11","CRB2","EBF2","C19orf69","SLC25A35","GFRAL","MGC15885","C14orf49","AOC2","G6PC3","KANK2","GPX3","SGK2","SLC16A12","PKDCC","GLYAT","DLC1","FAM83D","LAGE3","LOC388387","NAALAD2","CENPA","TWIST2","TP53AIP1","TMBIM1","ECE2","TMEM22","PARP12","RELN","TLN1","MLF1IP","PDE2A","ACAA2","SGK1","NAT1","MEX3A","ETNK2","C1orf27","CCL21","DONSON","PCYOX1","PPP4C","P2RY12","PDZD2","KLF6","NUP85","TEAD1","TEK","C16orf71","SLC9A9","SRPR","PLIN1","OR10A6","PDP2","CCDC36","SOCS3","MRPS23","SIK2","RBP7","TIMP4","TNXB","GGTA1","KIAA0101","ACOT2","RAD51","FOXP3","RPN1","TIMELESS","ACO1","GOLGA8DP","TMEM88","CCL28","TLN2","LMX1A","HDGF","MYLK","EBF3","CDK5","CXCL2","HN1L","MMP13","CIDEA","RETSAT","PALM","SLIT3","C10orf10","ACAD11","RDH5","KIFC1","GPAM","COL25A1","NSF","GALNTL2","ST8SIA2","EHBP1","ADRA1A","HTR4","DCN","TNS1","B4GALNT3","MELK","DCUN1D3","hsa-miR-708-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-218-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-337-3p","hsa-miR-150-5p","hsa-miR-196a-5p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-629-5p","hsa-miR-98-5p","hsa-miR-15b-5p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-708-5p","hsa-miR-340-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-21-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-628-5p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-675-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
