00562	pp	04070	pp	0,747398
00562	pp	04919	pp	0,154713
04012	pp	04015	pp	0,179948
04012	pp	04066	pp	0,338299
04012	pp	04068	pp	0,269340
04012	pp	04150	pp	0,278264
04012	pp	04510	pp	0,307397
04012	pp	04550	pp	0,179270
04012	pp	04668	pp	0,191630
04012	pp	04722	pp	0,416569
04012	pp	04725	pp	0,228982
04012	pp	04810	pp	0,197474
04012	pp	04910	pp	0,369013
04012	pp	04915	pp	0,311544
04012	pp	04919	pp	0,270902
04012	pp	05100	pp	0,234817
04012	pp	05161	pp	0,297887
04012	pp	05200	pp	0,197786
04012	pp	05205	pp	0,338793
04012	pp	05210	pp	0,328505
04012	pp	05211	pp	0,451533
04012	pp	05212	pp	0,332587
04012	pp	05213	pp	0,440751
04012	pp	05214	pp	0,547740
04012	pp	05215	pp	0,366904
04012	pp	05220	pp	0,494162
04012	pp	05221	pp	0,438825
04012	pp	05222	pp	0,151179
04012	pp	05223	pp	0,470279
04015	pp	04066	pp	0,180975
04015	pp	04068	pp	0,153756
04015	pp	04510	pp	0,279555
04015	pp	04550	pp	0,160595
04015	pp	04722	pp	0,230628
04015	pp	04725	pp	0,217837
04015	pp	04810	pp	0,345953
04015	pp	04910	pp	0,167675
04015	pp	04915	pp	0,281654
04015	pp	04919	pp	0,181908
04015	pp	05200	pp	0,331157
04015	pp	05205	pp	0,227309
04015	pp	05210	pp	0,156753
04015	pp	05211	pp	0,212317
04015	pp	05212	pp	0,183008
04015	pp	05213	pp	0,172475
04015	pp	05214	pp	0,264742
04015	pp	05215	pp	0,212335
04015	pp	05223	pp	0,191851
04066	pp	04068	pp	0,214552
04066	pp	04150	pp	0,336241
04066	pp	04152	pp	0,171471
04066	pp	04668	pp	0,155965
04066	pp	04722	pp	0,202399
04066	pp	04725	pp	0,191034
04066	pp	04910	pp	0,242070
04066	pp	04915	pp	0,155024
04066	pp	04919	pp	0,212590
04066	pp	05161	pp	0,211049
04066	pp	05200	pp	0,171923
04066	pp	05205	pp	0,225637
04066	pp	05210	pp	0,172509
04066	pp	05211	pp	0,335424
04066	pp	05212	pp	0,239630
04066	pp	05213	pp	0,224466
04066	pp	05214	pp	0,349608
04066	pp	05215	pp	0,292261
04066	pp	05220	pp	0,206049
04066	pp	05221	pp	0,267182
04066	pp	05222	pp	0,157838
04066	pp	05223	pp	0,281736
04068	pp	04110	pp	0,186318
04068	pp	04150	pp	0,227810
04068	pp	04152	pp	0,273216
04068	pp	04510	pp	0,162006
04068	pp	04550	pp	0,201388
04068	pp	04668	pp	0,182366
04068	pp	04722	pp	0,262010
04068	pp	04910	pp	0,337173
04068	pp	04915	pp	0,191674
04068	pp	04919	pp	0,182655
04068	pp	05161	pp	0,278198
04068	pp	05166	pp	0,150284
04068	pp	05169	pp	0,158876
04068	pp	05200	pp	0,186832
04068	pp	05205	pp	0,218311
04068	pp	05210	pp	0,297467
04068	pp	05211	pp	0,280754
04068	pp	05212	pp	0,341537
04068	pp	05213	pp	0,315120
04068	pp	05214	pp	0,312865
04068	pp	05215	pp	0,357729
04068	pp	05220	pp	0,348538
04068	pp	05221	pp	0,284880
04068	pp	05222	pp	0,159938
04068	pp	05223	pp	0,307843
04070	pp	04150	pp	0,161814
04070	pp	04725	pp	0,174242
04070	pp	04915	pp	0,221924
04070	pp	04919	pp	0,208918
04070	pp	05214	pp	0,266281
04070	pp	05223	pp	0,181907
04110	pp	04114	pp	0,325969
04110	pp	04115	pp	0,240303
04110	pp	04350	pp	0,154720
04110	pp	05161	pp	0,184098
04110	pp	05166	pp	0,219900
04110	pp	05203	pp	0,187786
04110	pp	05220	pp	0,202547
04114	pp	04725	pp	0,190242
04114	pp	04915	pp	0,222756
04114	pp	05166	pp	0,162625
04114	pp	05214	pp	0,158445
04150	pp	04152	pp	0,329070
04150	pp	04668	pp	0,167071
04150	pp	04722	pp	0,224315
04150	pp	04725	pp	0,175579
04150	pp	04910	pp	0,311597
04150	pp	04915	pp	0,153271
04150	pp	04919	pp	0,225657
04150	pp	05161	pp	0,174258
04150	pp	05205	pp	0,193679
04150	pp	05210	pp	0,222618
04150	pp	05211	pp	0,247089
04150	pp	05212	pp	0,247089
04150	pp	05213	pp	0,279883
04150	pp	05214	pp	0,313774
04150	pp	05215	pp	0,260755
04150	pp	05220	pp	0,218080
04150	pp	05221	pp	0,319002
04150	pp	05222	pp	0,169551
04150	pp	05223	pp	0,304487
04152	pp	04910	pp	0,358961
04152	pp	05213	pp	0,150040
04152	pp	05215	pp	0,223040
04152	pp	05221	pp	0,178520
04310	pp	04390	pp	0,346616
04310	pp	04520	pp	0,157261
04310	pp	04550	pp	0,275944
04310	pp	05166	pp	0,285311
04310	pp	05200	pp	0,248761
04310	pp	05205	pp	0,255284
04310	pp	05210	pp	0,217954
04350	pp	04390	pp	0,253534
04350	pp	04550	pp	0,250107
04350	pp	05210	pp	0,160489
04390	pp	04550	pp	0,330211
04390	pp	05166	pp	0,218977
04390	pp	05200	pp	0,202523
04390	pp	05205	pp	0,203138
04390	pp	05210	pp	0,183960
04510	pp	04722	pp	0,227594
04510	pp	04810	pp	0,437741
04510	pp	04910	pp	0,193683
04510	pp	04915	pp	0,152775
04510	pp	04919	pp	0,159454
04510	pp	05100	pp	0,226823
04510	pp	05200	pp	0,258244
04510	pp	05205	pp	0,310303
04510	pp	05210	pp	0,204583
04510	pp	05211	pp	0,267737
04510	pp	05212	pp	0,200829
04510	pp	05213	pp	0,230081
04510	pp	05214	pp	0,261438
04510	pp	05215	pp	0,243062
04510	pp	05220	pp	0,187250
04510	pp	05221	pp	0,155698
04510	pp	05222	pp	0,280815
04510	pp	05223	pp	0,210418
04520	pp	05100	pp	0,218150
04520	pp	05131	pp	0,166923
04520	pp	05210	pp	0,229527
04520	pp	05212	pp	0,178778
04520	pp	05213	pp	0,200947
04520	pp	05215	pp	0,150593
04550	pp	04722	pp	0,175248
04550	pp	04915	pp	0,150805
04550	pp	04919	pp	0,168256
04550	pp	05161	pp	0,155952
04550	pp	05166	pp	0,263184
04550	pp	05200	pp	0,243659
04550	pp	05205	pp	0,342379
04550	pp	05210	pp	0,245437
04550	pp	05211	pp	0,181589
04550	pp	05212	pp	0,191334
04550	pp	05213	pp	0,270277
04550	pp	05214	pp	0,202219
04550	pp	05215	pp	0,212586
04550	pp	05220	pp	0,202780
04550	pp	05221	pp	0,211786
04550	pp	05223	pp	0,192593
04668	pp	04722	pp	0,248331
04668	pp	04725	pp	0,193206
04668	pp	04915	pp	0,245658
04668	pp	05131	pp	0,174194
04668	pp	05161	pp	0,331561
04668	pp	05166	pp	0,158981
04668	pp	05169	pp	0,253785
04668	pp	05203	pp	0,185557
04668	pp	05210	pp	0,223609
04668	pp	05211	pp	0,160388
04668	pp	05212	pp	0,240898
04668	pp	05213	pp	0,164261
04668	pp	05215	pp	0,270981
04668	pp	05220	pp	0,208482
04668	pp	05221	pp	0,219021
04668	pp	05222	pp	0,234154
04668	pp	05223	pp	0,159608
04722	pp	04725	pp	0,192346
04722	pp	04910	pp	0,333639
04722	pp	04915	pp	0,307199
04722	pp	04919	pp	0,195229
04722	pp	05100	pp	0,171446
04722	pp	05131	pp	0,207780
04722	pp	05161	pp	0,248776
04722	pp	05169	pp	0,193534
04722	pp	05200	pp	0,158928
04722	pp	05205	pp	0,242627
04722	pp	05210	pp	0,299365
04722	pp	05211	pp	0,346754
04722	pp	05212	pp	0,281428
04722	pp	05213	pp	0,318392
04722	pp	05214	pp	0,425391
04722	pp	05215	pp	0,305474
04722	pp	05220	pp	0,375176
04722	pp	05221	pp	0,297190
04722	pp	05222	pp	0,162563
04722	pp	05223	pp	0,322021
04725	pp	04910	pp	0,150570
04725	pp	04915	pp	0,489784
04725	pp	04919	pp	0,228380
04725	pp	05032	pp	0,398853
04725	pp	05161	pp	0,217166
04725	pp	05200	pp	0,222779
04725	pp	05205	pp	0,178213
04725	pp	05210	pp	0,184799
04725	pp	05211	pp	0,180015
04725	pp	05212	pp	0,157395
04725	pp	05213	pp	0,197758
04725	pp	05214	pp	0,260797
04725	pp	05215	pp	0,246522
04725	pp	05220	pp	0,172122
04725	pp	05221	pp	0,191092
04725	pp	05223	pp	0,228287
04810	pp	05100	pp	0,226987
04810	pp	05131	pp	0,210911
04810	pp	05200	pp	0,226360
04810	pp	05205	pp	0,259079
04810	pp	05211	pp	0,209030
04810	pp	05213	pp	0,169668
04810	pp	05214	pp	0,173727
04810	pp	05215	pp	0,195813
04810	pp	05223	pp	0,151405
04910	pp	04915	pp	0,287926
04910	pp	04919	pp	0,217020
04910	pp	05161	pp	0,164461
04910	pp	05205	pp	0,213581
04910	pp	05210	pp	0,217954
04910	pp	05211	pp	0,252387
04910	pp	05212	pp	0,213040
04910	pp	05213	pp	0,283774
04910	pp	05214	pp	0,332856
04910	pp	05215	pp	0,259024
04910	pp	05220	pp	0,319142
04910	pp	05221	pp	0,296282
04910	pp	05223	pp	0,256664
04915	pp	04919	pp	0,253042
04915	pp	05032	pp	0,248543
04915	pp	05161	pp	0,263720
04915	pp	05166	pp	0,159625
04915	pp	05200	pp	0,190020
04915	pp	05203	pp	0,180033
04915	pp	05205	pp	0,214950
04915	pp	05210	pp	0,213470
04915	pp	05211	pp	0,268656
04915	pp	05212	pp	0,195520
04915	pp	05213	pp	0,295626
04915	pp	05214	pp	0,393050
04915	pp	05215	pp	0,350902
04915	pp	05220	pp	0,291892
04915	pp	05221	pp	0,272578
04915	pp	05223	pp	0,287439
04919	pp	05161	pp	0,219082
04919	pp	05200	pp	0,191231
04919	pp	05203	pp	0,160046
04919	pp	05205	pp	0,262527
04919	pp	05210	pp	0,245200
04919	pp	05211	pp	0,239262
04919	pp	05212	pp	0,217369
04919	pp	05213	pp	0,308514
04919	pp	05214	pp	0,295741
04919	pp	05215	pp	0,287532
04919	pp	05220	pp	0,261115
04919	pp	05221	pp	0,252996
04919	pp	05222	pp	0,173372
04919	pp	05223	pp	0,358615
05100	pp	05131	pp	0,390975
05100	pp	05205	pp	0,200533
05100	pp	05211	pp	0,187409
05100	pp	05213	pp	0,209924
05100	pp	05214	pp	0,160413
05100	pp	05220	pp	0,218150
05131	pp	05212	pp	0,176838
05131	pp	05220	pp	0,152180
05161	pp	05166	pp	0,270062
05161	pp	05169	pp	0,222221
05161	pp	05200	pp	0,260117
05161	pp	05203	pp	0,335777
05161	pp	05205	pp	0,209006
05161	pp	05210	pp	0,347517
05161	pp	05211	pp	0,235178
05161	pp	05212	pp	0,397702
05161	pp	05213	pp	0,264530
05161	pp	05214	pp	0,303694
05161	pp	05215	pp	0,424799
05161	pp	05220	pp	0,411771
05161	pp	05221	pp	0,307014
05161	pp	05222	pp	0,290563
05161	pp	05223	pp	0,318717
05166	pp	05169	pp	0,242755
05166	pp	05200	pp	0,295492
05166	pp	05203	pp	0,235665
05166	pp	05205	pp	0,232522
05166	pp	05210	pp	0,180010
05166	pp	05212	pp	0,208056
05166	pp	05214	pp	0,152830
05166	pp	05215	pp	0,195917
05166	pp	05220	pp	0,226700
05169	pp	05203	pp	0,328122
05169	pp	05212	pp	0,159489
05169	pp	05215	pp	0,170675
05169	pp	05220	pp	0,168865
