"CPA1","IQCD","NPY2R","BAX","SLC17A7","DIAPH3","FAM162B","RNF150","CDC45","SHANK3","ESCO2","CXorf36","FAM63A","ALDH1L1","PKHD1L1","MAPK8IP2","ADIPOR1","KIFAP3","EPS15L1","AURKA","NPR2","NUP155","GPR112","DDX39","CLEC3B","CD34","CXCR7","GYPC","PAQR4","LRRN4CL","PKMYT1","AFAP1L1","GRIA4","NRG1","ACVR1C","C14orf139","IRX6","CYR61","STON1-GTF2A1L","ALDH4A1","C5orf62","C6orf126","LOC401052","LOC257358","ANTXR2","TARS","GHR","CELF2","HIST1H2BE","ZMYND8","POLR3K","KCNK1","ABCA8","KIF18A","PLCZ1","HRNR","C18orf34","ADAR","PI16","GFRA1","DKFZp779M0652","LOC90586","CD248","SCARA5","SLC25A24","PSG1","FAM120A","ELTD1","ESPL1","MMP27","LPL","PHKG2","CCL14","ARMC3","HSH2D","PRKAR2B","FIGF","CD36","SLC1A7","AHNAK","MMRN1","PTPRB","DTX1","FAM54A","OR2L3","MASP2","BRCA1","ZNF467","XPNPEP2","CFD","SFRP1","PFKFB3","GDF10","LOC100240735","MGST1","TMCO3","ATOH8","NUP93","C7orf41","ANLN","LGALS12","ARRDC3","IL1RAPL2","MRPS34","CEP55","ANO6","HSPB7","AKR1C3","DMGDH","ADCYAP1R1","NKAPL","WEE1","AMOTL2","CHST9","CNN1","DQX1","C1orf135","VIT","PAK7","LMNB1","MEST","LAMA4","TMEM63B","GALNT6","CCL24","CA12","GBE1","CAT","RMND5B","MTHFD2","LOC338588","KIF23","NKAIN1","CYB5R3","FZD4","LSM4","CLDND2","PPIA","MESTIT1","ARL11","C9orf172","TGFB3","NBPF6","RRM2","ACACB","ARV1","C16orf53","HMMR","ACADL","ADIPOQ","TLCD1","RAD51AP1","PM20D1","FOSB","ECM2","CKAP2","MFAP4","TIMM17A","EPB41L4B","MMP11","FBXL16","TK2","SLC25A44","C2CD2","FAM110B","CDCA8","F8","KRTAP13-4","RBP4","ANK2","COPB2","APOB","LASS6","RNF208","ITPRIPL1","SNAP29","AKR1C1","FABP4","GSR","NRN1","CACYBP","RBKS","CHST15","MAPT","NR1D2","HADH","GNAI1","C9orf116","HOXC10","SPEF1","PNKD","CHL1","MAP4K2","PHYHD1","GRAMD3","USP6","PECAM1","EIF4EBP2","COL10A1","HIST2H2BE","PNPLA2","AQPEP","RNF167","MEIS3","RHOXF1","RASL10A","CD80","CIT","SLC22A15","GSG2","CD99L2","FOXM1","F7","SYNPO","SHISA3","BOK","EPB42","HOTAIR","WASF3","AUP1","STX18","STIP1","MFAP5","SYNM","MAPKAPK2","DNAJB11","SH3GLB1","ST6GALNAC6","ADH1C","IL4I1","C1QTNF9B","GPR109A","SLC16A7","DARS2","ITSN1","MCM10","DEGS2","HPN","BMP8A","ZNF259","MAP7D3","SHCBP1","NUDT16L1","LOC572558","EGR3","PRHOXNB","PTGIS","H2AFZ","SMG7","C1QTNF7","ELMOD3","CYMP","INTS7","KCNIP2","GLDN","HSPA12A","NAT14","C2CD4B","GOLGA9P","CCDC3","PDE1B","WDR54","GLRA4","DEFB132","TMEM195","C13orf26","CDC14B","AKAP12","LGI4","LPCAT1","EPB41L2","CETN4P","KCNAB1","MMRN2","CSRNP3","DAAM2","IGJ","SAA1","ACOT7","PLAU","CAMK1","SLC7A3","TTC7B","PAK3","SHE","TGFBR2","PDXDC1","ATAD2","TACC1","FSIP1","ITIH5","HOXC13","TSPAN3","GPR133","PLEKHB2","CLDN19","LOC283392","IGSF10","LOC221122","LRRC6","C9orf89","BUB1B","ANGPTL4","RUSC1","CNTFR","C1orf31","C17orf103","RAB26","OR51E1","ANGPT4","ANXA5","C1QTNF9","FAH","GPIHBP1","CIDEC","C7orf16","KIF26B","RYR3","EPAS1","RBMS3","FAM49B","CRHBP","MYCT1","GDI1","UBE2Q1","MOCS1","TRIM59","PTPRM","LCE3A","LOC91149","SLCO1A2","GUCY1B2","IGFBP6","PAPPA2","SLC25A5","PTN","DNAJC7","CENPL","SPTBN1","NEIL3","VEGFB","TPO","TEF","S100A16","GPR34","MOSPD3","WBP1","SAA2","FOXD2","ACSS2","RABIF","VANGL1","MST1R","HSPB6","HBA2","VKORC1L1","C1orf66","MOSC1","NCRNA00032","MRPS30","AGR2","MDH1","NUAK2","STX11","CCL13","TNIP1","NDN","TYRO3","FAM149A","HTR2A","FAM64A","KIAA0408","KIAA1211","NCAPG","GPBAR1","PDE11A","TMEM90B","ACSL1","NIPSNAP3B","EMX2OS","SRPX","PHLDB1","IGF1","TP63","FAM83E","CCDC80","CEBPA","TSTD1","ADH4","CDO1","C17orf65","CRHR2","KIAA0427","PLAC9","LILRB5","PDE1C","BMPER","MSL3L2","TFAP2B","CCL11","LEO1","UHRF1","DGAT2","ANGPT1","TRHDE","CKLF","RBPMS2","PREX2","GABRA4","CNKSR2","CX3CL1","GABARAPL1","ZNF747","CSRNP1","TFE3","OR6C70","SGOL2","LRRTM2","CCT5","ERGIC1","RAE1","CAV1","USP7","ZMYND10","MYBL1","KCNE3","MRPL17","AKR1C2","MGLL","ANXA1","MLXIPL","TMC2","FRMD1","BMPR1B","GYS2","ABCD2","C3orf55","C3orf50","CA4","SIM2","YWHAG","PROKR1","ADAMTSL4","NAT8L","THPO","HLF","LEP","SHOX","NUSAP1","CYP26B1","PRDX1","NEK7","RNASE1","KLB","HPSE2","CDC25C","CFH","PRRT3","HIST1H2BK","ADAP1","PITX1","HSD17B13","SEMA3F","SCN3A","NECAB3","DST","ANGPTL7","PTPRQ","LOXHD1","TMCO1","KANK1","SEMA3G","C19orf51","TAF5L","SRPRB","GTF3C1","KLF9","OLR1","CCNB2","RFTN1","GPD1","PLIN4","CELSR3","NVL","KLHL12","ANGPTL5","HRASLS5","HPYR1","FAM180B","SNRPB","PCDHB2","LOC55908","MUC1","SLCO1C1","TAS2R3","CIAPIN1","EGR2","SULF2","C4orf12","PPP2R2C","PTRF","STIL","PIGM","DDR2","FBLN2","ADAMTS5","MMD","CABP1","HAS3","DTL","C1QTNF1","PARN","PID1","FABP9","LRP1","KDM4B","CENPN","FOXN3","SLC2A10","EEPD1","VLDLR","PLK1","PARP1","MCAM","CCDC69","TBC1D9","ZIC2","IQSEC3","PPAP2A","ANKRD53","FAM196B","WDR67","AADACL4","LOC642597","ARF1","HOXB2","XG","CENPI","PKD1L2","H2AFY","C8orf51","EMX1","GYG2","ESM1","MRAS","KLHL13","CETP","KIF4A","CAPZA3","SAMD5","FAM89A","GPLD1","TBL1X","LIPE","ITGA7","AQP7P1","CENPF","SPATA9","NPR1","CNRIP1","SORCS2","TMEM37","RAD54L","C12orf39","TMEM140","EPR1","UFC1","CREB3L1","RACGAP1","HSDL2","F10","PTRH1","C16orf75","PPBPL2","CAV2","MAPK10","HIST1H2AC","GPR120","SLC2A4","STAU1","KIAA1199","C14orf180","NFKBIL2","CKAP2L","MATN3","CHRDL1","GK3P","HIST2H2AA3","BMX","FERMT2","FADS3","CTXN1","RAB8A","MAP1LC3C","ANGPTL1","LHFP","THRSP","SLC25A39","EDNRB","UBE2I","FAM71A","ESR2","AQP7","RGS17","RECQL4","CLDN8","MYO1C","ITGB1BP1","COPB1","FAM13A","ALDH1A2","FAM192A","TBX15","AVPR1A","LRRC15","RARS","KLKP1","RHBDL1","KIF2C","CDH20","CCNB1","SCN5A","PDRG1","DSCC1","SIAH2","VIM","LOC729467","KIT","LRTOMT","ODF3L1","UGP2","FOLR2","GPR146","C16orf59","SVEP1","CRTAP","CHCHD8","C10orf82","NOTCH4","BRCA2","GSPT1","ZBTB16","ASPA","DEPDC1","SEPT8","ORC6L","VIP","KIF25","VPS25","MRGPRX2","FBLN5","BBS4","KCNB1","SEMA5A","C2orf84","HIST1H3H","DPRX","KRT19","TMEM132C","BECN1","PGM5P2","KIF20A","ACSM5","EGF","ATP6V0B","AGPAT2","EMP1","CES1","SLC7A10","GALR1","TROAP","LRRC46","INHBA","RAG1AP1","C8orf38","NDC80","ABCA1","CCDC64","GOLM1","CDC14C","B3GALT1","LDB2","CORO2B","PYGL","PLA2G16","AIFM2","MEOX1","DMRT2","LOC145820","CACNA1D","GPM6B","FAM55D","SPACA4","C5orf23","HIST1H2BD","PALM2-AKAP2","PGA3","H2AFX","C7orf58","PTMS","KLF10","FGF2","C16orf55","C9orf98","EIF2AK1","SLC22A3","LOC339524","USP44","SLC22A23","SARDH","INO80E","FOXP2","GFER","HEPACAM","CENPO","GATA3","C1orf64","TXNIP","AGAP11","RASSF6","SPNS1","LYVE1","CDH11","RPE65","SERPINF1","CPM","GIPC2","PCSK5","RAD51C","KIF4B","FOS","FREM1","INMT","HBBP1","PGM5","GCOM1","EXO1","HEPN1","LEPR","POLR2C","NMT2","TUSC5","ELANE","CDH5","BST1","GRXCR2","SCN2A","UBQLN4","MR1","ANGPTL2","CMA1","PCNA","DHDDS","EAF1","TMEM170B","PAMR1","PDIA3","KIF22","CD209","LOC100128554","GNG11","CREB5","SH3D19","PPARG","HOXC11","TUBB8","PTPRS","ABCA10","WNT7B","ANXA9","PFKFB1","GPR116","OR10A3","PEX19","ANKDD1A","MAZ","IQGAP3","SOX17","COX6C","KIF18B","PPP1R1A","LOC644145","STBD1","CDC42EP2","ANKRD22","HAGHL","ABCA9","FAM195A","NME1","BHMT2","CENPP","PLXNA3","COL6A6","TENC1","VAMP3","GPR137C","PRR14","HMGB3","PIK3C2G","SOD3","EHD2","ABCC5","ZNF668","NEK2","FRMPD4","CST1","NMB","CLEC5A","CCDC75","TPRN","OIP5","ARHGEF15","VWF","HIF3A","SYNGR3","FN1","MAOA","PRSS48","CXXC5","CCND1","TAL1","SLC19A3","FMO2","METRN","NNAT","PCOLCE2","DOPEY2","C9orf7","ASPM","RTN4","ALDH1A1","DOCK11","APBB1IP","MDFIC","SRMS","PKIB","HSPA4","ADRB2","KY","MASP1","C17orf91","CKAP5","P4HA3","MRPL13","UBE2T","SLC44A4","AOC3","MRC1","AQP7P3","APOLD1","LRGUK","CELSR1","ADAM8","GSN","DAP3","CBX2","KIF14","NANS","KLF4","C20orf103","PRRT4","SLC13A2","G0S2","QRICH1","P2RY11","MLF2","CHEK1","TSPAN13","IPO9","RNF157","PAR5","TDRKH","BUB1","ECT2","OR2L13","IGSF9","SKA1","PLK4","PCK1","PLXNA4","BTNL9","C8orf33","PLSCR4","TRERF1","LRRC70","FAM176B","SLC24A2","PDK4","P2RY14","ATP6AP1","PTGS2","UCHL5","C1orf59","ZNF771","WISP1","CCT3","COG2","FSTL1","COPA","MRAP","LOC158376","GNG2","ATP7B","CRB2","EBF2","C19orf69","AFM","C14orf49","DCTN5","G6PC3","KANK2","GPX3","SGK2","NME3","SLC7A5","PKDCC","GLYAT","DLC1","LCMT2","LOC388387","FAM107A","NAALAD2","CENPA","TMBIM1","TMEM22","PARP12","MLF1IP","PDE2A","ACAA2","KDELR1","CDH12","ETNK2","PC","PCYOX1","RAD21","PPP4C","PIGQ","P2RY12","PDZD2","KLF6","CNTNAP2","TEAD1","TEK","KRTAP5-6","SLC9A9","PLIN1","OR10A6","SRPK2","PDP2","CCDC36","SOCS3","PYCRL","DCAF13","SIK2","LCMT1","RBP7","TIMP4","HSPA5","TNXB","CHST10","KIAA0101","LOC100192378","RAD51","COG7","FOXP3","ACO1","TLN2","HDGF","MYLK","EBF3","CXCL2","HN1L","MMP13","CRIP1","NT5E","CIDEA","RETSAT","PALM","SMS","SLIT3","C10orf10","ACAD11","RDH5","KIFC1","GPAM","C20orf24","COL25A1","DLX3","GALNTL2","GMPR2","EHBP1","ADRA1A","HTR4","DCN","TNS1","B4GALNT3","SFXN1","NCSTN","DCUN1D3","hsa-miR-708-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-218-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-337-3p","hsa-miR-150-5p","hsa-miR-196a-5p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-629-5p","hsa-miR-98-5p","hsa-miR-15b-5p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-708-5p","hsa-miR-340-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-21-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-628-5p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-675-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,-1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,-1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,-1,0,1,0,1,-1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,-1,1,1,1,1,0,1,-1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,-1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,-1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,-1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,-1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,-1,0,1,1,0,0,1,0,-1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,-1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,0,1,0,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,-1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,-1,1,1,1,0,0,0,0,0,-1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,-1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,-1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,-1,0,0,0,1,0,0,-1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,-1,0,1,0,0,1,0,1,0,-1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,-1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,-1,1,1,-1,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
