"TMED4","PAK1","SLC14A1","TRIML1","CDC45","APCDD1L","RTP3","EPN3","CXorf36","HNF1A","CDKN3","HORMAD1","DECR2","AURKA","SCN7A","UNC5CL","SEC31A","HFE","DDX39","TRIM52","MANF","KCNN4","PRG3","PKMYT1","AFAP1L1","GJB1","LLGL2","EGLN3","ITGA2","TSPAN18","CPNE7","OVGP1","UCK2","ORC5L","KIF18A","SRPK3","RAD23B","NOL11","C18orf34","CXCR1","SHARPIN","OR5B2","CXCR2","GPRC5C","PI16","ZG16B","CHD1L","BRI3BP","BIRC5","ABCA4","LCE2A","SCARA5","DKK2","TAS2R10","CCL14","RFC4","CRELD2","NOP56","NLN","FIGF","CD36","SRP68","CLDN12","TCF21","ZWINT","KCNIP1","RAB2A","DNASE1","MMRN1","UTP14A","DKC1","PTPRB","FAM54A","SRPX2","B3GNT4","BRCA1","PRTFDC1","PRSS35","GDF10","CYP1A2","FAM3B","MGST1","SMPD4","IL13","TRAIP","EPHA10","SLC5A7","GRASP","OAZ3","IL1RL1","SPC25","CABP5","PARP9","DNMT3B","SLCO2A1","AK3L1","KRT1","C17orf28","SFRS9","SFRS13B","AGGF1","C1orf135","LMNB1","IRF7","ANP32E","CCL24","PCDHB8","OCIAD2","KIF23","CTAGE5","DENR","C1orf56","HIST1H4A","GRK5","CDA","ATIC","TMCO2","RRM2","SOCS2","FAM40B","AP3S1","HMMR","RAD51AP1","BEND6","CTBP2","TOP2A","ADRB1","FOSB","C10orf67","MTX1","BMPR2","MFAP4","ERBB3","AGK","MRPS18A","HOXB3","EPHX4","CDCA8","MSTO1","F8","STX1A","SLC2A1","SPDYE7P","SCUBE1","TMLHE","FABP4","PCDHB13","D2HGDH","HBG1","NOL3","PRAME","OTOP2","PHOSPHO1","ELMO3","SLC45A4","RNF186","KNTC1","SPINT2","RSPO4","HBM","CCDC21","ITGA8","SPATS2L","FHL5","OR2B6","COL4A3BP","PDK1","ADCY8","GRB14","PDIA3P","LHX6","FOXM1","SIRPB1","CD93","MACC1","GINS3","CLRN2","FAM43A","HOTAIR","TNPO1","GPR110","AUP1","TOMM70A","PNMAL1","GSTA3","FAM108C1","SYNM","DNAJB11","SFT2D2","PYROXD2","PDIA4","FPR2","SKA3","FKBP4","OR4D6","KAL1","LRRC31","ARSH","PLXNB3","WDHD1","ZNF107","KARS","RAD18","CDH19","ZNF238","C1QTNF7","PTK6","CDH13","PSMD11","ACR","LOC285401","HBZ","SPIRE2","MANEAL","IL3RA","MMRN2","SLC35F3","CAPN8","DSN1","BEAN","MCM6","IFLTD1","HOXC13","GNGT1","BAG1","IGSF10","HTR3C","DAZAP1","ACY3","PTTG1","GET4","C8orf76","PCDH10","SLC6A13","CLEC1A","SNORA68","EPHX3","CNTFR","UBE2O","RTN4RL2","ANGPT4","TKT","PGM2L1","WNT3","GPIHBP1","RNF182","TBC1D3P2","DCC","BAI3","C20orf94","EPAS1","KCNQ3","CEACAM1","C1orf97","IL1RL2","FLJ34503","MYCT1","KCTD16","GOSR1","MMP17","GPER","UBE2Q1","AGER","RNF183","PANX2","RTKN","KCNA5","C18orf56","DUSP26","TMEM150C","MOCOS","SLC39A4","FLAD1","GPR56","FEZF1","ANO9","MAS1","HNRNPK","GALNT14","DDX52","C6orf134","LOC151534","HAVCR1","DNAJC7","FAM136A","SETDB1","HIST1H2BN","SPTBN2","UBE2C","LRFN4","CYP3A7","C17orf105","CXorf61","CDC6","CP","HDAC8","GPD2","DNASE1L3","OTUD1","HSPB6","HBA2","C12orf35","RDM1","C1orf66","C16orf58","PRELP","KRT3","C13orf15","LYZL4","CARD14","DUXA","DNAJC11","CELA2B","GPR89A","NCAPG","LAMB4","SNORA76","CNTD2","CHST2","EPS8L1","MARVELD3","SRPX","OR5P3","WRNIP1","ITGAV","HAS1","TARS2","DBNDD1","KLK2","C19orf46","KIAA1683","CDC20","BRSK1","CDO1","H1F0","ADCK5","PLAC9","CASKIN2","PSMD14","MSL3L2","AFG3L2","NCBP1","UHRF1","ZNF7","TRHDE","GGCT","MTMR11","FAF2","CSTF2","OR5E1P","CSRNP1","SNF8","NONO","NUF2","LOC100302650","STAB2","SBK1","CCDC14","PPFIA4","NOL10","S100A3","MS4A15","HOXC5","NSFL1C","CA4","DDX56","LOC388796","LOC284379","EME1","SIM2","RUNDC3B","CHRM1","THPO","NUSAP1","SCN2B","ACVRL1","MNX1","ARHGAP33","CALCRL","KRTAP5-2","CYYR1","HPSE2","CDC25C","LHFPL5","PIN1L","NXPH3","TEKT5","FGFBP2","SLC4A1","BEST4","FAM122B","OR2W3","PITX1","CRTC2","SCN4B","ZCCHC5","B4GALT3","TPX2","C2orf48","CTGF","TMEM171","FAF1","SEMA3G","MT1A","SUV39H1","LIM2","HIST1H3F","SET","CCNB2","CELSR3","CASQ2","FAM150B","ANGPTL5","LOC84740","DIRAS1","GORASP2","PSKH2","PLEKHG3","SPAG5","ZNF770","SOX7","SATB2","EGR2","PTPN5","FGF3","SLC27A6","KIAA1524","IGFBP2","PHKA1","PIGM","PSMB2","TMPRSS4","CELA2A","MMD","FAM104A","SERBP1","C21orf125","PARN","LIMS2","TMEM215","RRBP1","KDELR2","STT3A","TIGD5","ALDH18A1","ARSE","HCN3","FAM189A1","TESC","SYN2","LOC400043","WDR45L","PIGU","ZIC2","IQSEC3","DNMT3A","NUDT5","FAM178B","MUC13","MYOZ1","ERCC6L","CELF5","SLC39A9","PGLYRP1","MPP6","CRTAC1","SFTA2","VIPR1","MT1M","AATF","ARF1","COG5","CENPI","LOC340017","MB","PFDN2","C8orf51","AIFM1","SCGB1A1","GYG2","SH2D3C","HSPA9","PAQR6","PDP1","KIF4A","PKP3","SRPK1","ZNF76","GDF6","SLC7A11","TRIM56","CENPF","RPL13AP17","RAD54L","RGR","PLA2G2C","TTK","ENTPD6","EPR1","AARS","PRSS16","TXNDC17","CEACAM5","RGS9BP","LY6G6D","XAGE1D","ABCC3","KANK3","IGF2BP3","GPR120","NFKBIL2","CKAP2L","PRKCE","CDYL","HOXA10","PRND","NCRNA00115","USHBP1","NOXA1","ARC","SGEF","LRPPRC","XRCC5","SLC25A39","EDNRB","FIBIN","CYB561","STARD8","FAM71A","CASS4","SF3B4","HIST1H3J","RECQL4","UNC45B","MUT","C20orf160","MAD2L1","FAM113A","CMBL","CYTL1","GYPE","KCNQ1DN","KIF2C","MC1R","CCNB1","APOBEC1","EIF3B","UGDH","RAB25","KIAA1462","ODF3L1","ADAMTS4","C16orf59","CLK2","E2F8","WNT3A","NOTCH4","C1orf77","CCDC99","ZBTB16","PLEKHA8","TMEM63C","SC65","IMPA2","SSR4","PADI4","TNFRSF21","MYH2","LYPD3","HOXB7","FOXF1","KRT19","GJA5","SRF","RAMP1","KIF20A","NR4A3","SNRPF","SLC35B1","APBA2","PODXL2","EGF","NR5A2","C5orf22","CILP2","MTA1","TMEM100","FAM100B","SNRPA1","TROAP","LOC648740","CMTM2","HBB","TG","MTL5","GNB3","AVPR2","MTCH2","KCNV1","NDC80","FAM138D","C20orf202","SLC5A9","CSE1L","C9orf163","BRIP1","PLEK2","SIPA1L1","FN3K","ROD1","WDR20","GOLM1","HELLS","B3GALT1","GTSE1","LYG1","LDB2","TRIM58","HS3ST1","MAD2L2","LPPR5","UBQLN1","PTX3","LOC285629","EXD1","C5orf23","SLC6A4","HIST1H2BD","SNORA71B","SPATS2","PRX","TAZ","NTM","MYH10","PGAP3","RS1","EIF2AK1","HRCT1","RAP1GDS1","PPM1H","LOC387646","FERMT1","DDX55","DENND3","B3GNT3","C10orf108","SGCG","SMARCC1","RTF1","KPNB1","SYT7","TOX3","ZNF280B","SEPT12","TCEA3","SYNPO2L","PDCL2","FTSJ3","CLEC14A","ALOX12B","LYPD1","LPHN2","NDRG4","CEACAM6","FANCI","EFNA5","DTYMK","FOS","SERINC2","INMT","NLRP2","GNPNAT1","FEN1","FAM138B","GCOM1","EXO1","LTBP4","LSM12","MYO19","CDH5","VPS72","HYOU1","ABP1","UBQLN4","DLGAP5","C15orf41","CMA1","GAPDH","PCNA","G6PC2","PDIA3","CD5L","SOX4","DNAJC6","GLI4","HMX2","HOXC11","CLEC4M","C8B","RTKN2","ACY1","GRHL3","SOX17","C6orf174","SOSTDC1","LOC647121","THEM4","ITLN2","OR11H4","ETV4","KIF18B","VWA2","PDHA1","ANKRD22","HDAC1","VTCN1","HDAC2","PCDH12","NDUFS1","FUT3","NME1","OVOL2","DYRK4","MCCC2","HS6ST2","TAS1R2","G3BP1","TMEM204","DRAP1","NDUFS6","SMR3A","SLC5A4","DKFZp434J0226","HMGB3","CADM4","FAM189A2","SEMA6A","AKR7A3","PRB3","PCDH15","CASP12","HOXA13","ALDH3A2","OIP5","VWF","IFIH1","CHTF18","CLDN5","AURKB","TAL1","NFE2L3","FMO2","KLK3","ANKRD1","ADRB2","GMPS","C7orf30","FBXO41","MAMDC2","GOLGA7B","PDAP1","AOC3","TMEM132A","LMAN1","BMP10","ADAM8","EMR1","DAP3","LOC100130386","QPRT","HIST1H2AJ","C2orf71","OTC","ATP6V1E2","GRIA1","GALNT1","SSTR4","IL20","ASPH","DUSP4","APLN","C2orf51","TDRKH","BUB1","IGSF9","SKA1","NAALADL2","SLC29A2","BTNL9","DMBX1","HHIPL2","CTTN","CLDN3","HSPD1","RASGEF1A","CKS1B","LRRN3","GRRP1","TMPRSS6","RPS6KA6","GPRIN1","SLIT2","DNAH14","B4GALNT4","ASF1B","CREB3L2","CCS","LOC158376","SALL4","PRR11","TNR","C15orf48","ALG8","NCKAP5","GFRAL","PYCR1","HSF2BP","GPX3","HNRNPR","PPAT","SNX22","MRPS17","CABP4","FAM107A","MYH1","NAALAD2","CENPA","FAM187B","C16orf79","DES","PARP12","RELN","PGAM5","MLF1IP","C19orf48","DLEU2","COL9A2","MEX3A","FAM199X","C7orf45","CCDC48","ABCG2","TCTEX1D4","LGI2","PLP2","ZBTB33","LOC647946","FGF10","LRIG3","SCNN1A","TEK","CCDC83","ADAMTS8","S100A12","PAM","AGXT2L2","GINS4","CENPK","PYCRL","FCN3","CHRM2","RPH3A","HTATIP2","HSPA5","KIAA0101","HSPA12B","RAB40B","C17orf53","MS4A12","CAV3","PSMC3IP","MTPAP","TIMELESS","PIGT","LGI3","IRF3","PLOD2","BLM","DMRTA1","NPEPPS","IL28A","BARX2","RAMP3","SLC17A9","SH3GL2","UCP1","MMP13","TMEFF2","C13orf39","C10orf10","COLEC10","KIFC1","BOLA3","DHTKD1","GDF2","SCT","AP3M1","ST8SIA6","MELK","NCAPG2","PASD1","LCN6","HBA1","ALPK3","POLQ","PDILT","FAM83A","KIAA0114","PBK","WBP11","SDPR","DUS4L","MKI67","SLC12A7","LRRC32","PRSS22","TMED2","MEMO1","CCDC150","CALN1","KIAA0196","CKMT1A","PIP5KL1","CD300LG","C9orf100","S1PR1","CDK10","RXFP1","PKM2","SBNO1","DEPDC1B","OR6K3","GTPBP2","HERC4","C13orf29","DTX2","NCAPH","GYPB","CCDC54","KCTD13","NFYC","MALL","RAMP2","GPR182","ALAS2","PRCC","SMAD6","FAM72B","SH3GL3","IRAK1","APOA1BP","KIFC2","TACC3","SLC29A4","FAM46B","NAT9","KIF11","MICALL2","GPR35","ENPP2","NMUR1","SMPDL3A","ADH1A","XRCC6","HSPE1","LIFR","ERO1L","OVCH1","TRIM45","ATAD5","SLC16A6","NOVA2","NFATC4","KLF15","PRC1","MDK","PAICS","MYADM","STXBP6","OR13C5","SLC4A3","HKDC1","ZYG11A","HNF4G","RHPN1","ITM2C","POLE2","MUC4","HJURP","PALMD","CYTH2","MAG","RUNX2","MAGED4B","ZNF695","SEPX1","EGR1","ROBO4","NARF","hsa-miR-330-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-501-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-3615","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-185-3p","hsa-miR-3653","hsa-miR-625-3p","hsa-miR-125a-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-493-5p","hsa-miR-511","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-222-5p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-3607-3p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-30b-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-1468","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-505-5p","hsa-miR-139-3p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-629-5p","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-130b-5p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-29b-1-5p","hsa-miR-326","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-199a-3p","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-501-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-1266","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-93-5p","hsa-miR-338-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-212-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,1,0,0,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,-1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,-1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1,1,1,1,1,-1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,-1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,-1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1,0,1,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
