"UBC","CCDC136","FAM162B","RNF150","APCDD1L","PDZRN3","PARK2","PARD3B","ASB5","FAM168B","CD55","MESDC1","VCAM1","NPR2","SCN7A","SRL","C17orf39","GPR112","FILIP1","CLEC3B","OR1E1","CD34","GYPC","IER3","STON1","LRRN4CL","PLN","KBTBD10","TSPAN18","NEXN","CYR61","C21orf121","STON1-GTF2A1L","LOC257358","ANTXR2","CELF2","TSHB","PTGFR","OMD","DNAJB5","MAPK4","ABCA8","RHAG","LHCGR","GNAQ","KCTD7","MGC27382","PI16","NCAM1","TECPR2","PTGER3","GFRA1","LAMC3","JAM2","CD248","USP12","SCARA5","ARHGEF37","PITX2","ADRB3","DPYSL3","ELTD1","C2orf40","EIF4E3","PLEKHG4","MMP27","CCR4","PRICKLE2","CDON","MTTP","STK32B","DHRS7C","EPM2A","FIGF","UGCG","AHNAK","RAB23","MMRN1","ACOX2","SOX10","TIAM2","RERGL","GCSH","C5orf53","SFRP1","CCND2","SPATA2L","JUND","DMPK","PCDHGA5","EFHA2","MAPKBP1","RAB9B","RBPMS","KIRREL","LOC100302640","HSPG2","ACTN3","TCEAL1","PPAPDC3","HSPB7","DMGDH","ADCYAP1R1","NKAPL","F13A1","SNTA1","CNN1","ABL1","RGS5","SNORD116-4","VIT","LAMA4","AFF3","GREM2","ZBTB20","HAND1","EML1","PYGB","GRK5","CYP21A2","PJA2","C9orf172","FAM40B","ACACB","PRRG3","WISP2","FAT4","SLC25A4","PPP1R14A","LCN10","TSPYL2","FOSB","ECM2","MUSTN1","LRRC2","MFAP4","CSRP1","VCL","FAM110B","MEF2C","F8","IL6ST","LMOD3","ITGB1BP2","NFIX","FXYD6","ANK2","MPZ","KIAA1239","HSD17B6","DMD","ENPP6","TBX20","NPY6R","RGN","CSAG1","MAP1B","ADRA1D","MPL","TBX4","LOH12CR2","BTG2","TAGLN","GPM6A","RGS7BP","FAM124A","DUSP5","C1orf150","FBXL22","RASSF3","SPARCL1","AQP1","OVOL1","RSPO4","COL10A1","PAX5","ITGA8","FHL5","PLEKHO1","HIST2H2BE","ENTPD1","MLXIP","RABGAP1","WWTR1","EID1","NBEA","MRGPRE","SNAI3","CD99L2","IL17B","CD93","SYNPO","SHISA3","KCNH2","TRPC4","RHOB","HBEGF","AP1S2","KCTD10","DCT","PDGFD","GALNTL6","SYNM","ARHGAP24","KCNQ4","ACTG2","CSPG4","BIN1","GNG7","HECTD2","ACAT1","FBXO4","TPPP","MAPRE2","MAP7D3","LPP","LOC572558","SMPX","EGR3","CDH19","AKAP6","ZFP36","PTGIS","C1QTNF7","C12orf68","CTNNA3","KCTD12","TNFSF12","DYSF","SLC8A3","HBZ","LGI4","EPB41L2","KCNAB1","CPXM2","DAAM2","PFKM","IGJ","SAMD4A","SLC7A3","SSPN","SETBP1","PDE6C","CYGB","ITGB1BP3","SETD3","TACC1","SHROOM1","ITIH5","GPR133","CBX6","IGSF10","FAM138E","C1orf94","RCVRN","CPB1","RYR2","TACC2","DUSP1","FAM129A","GEM","C1QTNF9","GATA5","DACT3","TTLL11","CDC42EP3","GPRASP1","CCDC141","KBTBD5","PDLIM3","RYR3","TMEM229A","OSBPL5","RBMS3","ATP1B2","C8orf84","ALDH1B1","CRHBP","C6orf186","OTOR","PRSS23","DYNC1I1","BDKRB2","NCKAP1L","MYH3","SEPT7","PPP1R12B","SIK3","RNF38","ADAMTS15","CCDC27","GALNT14","CRTC3","BMP5","ASB2","HSPB8","SOX5","RSPO3","BVES","PTPLA","SEMA3A","DIRC3","OGN","SENP3","OLFML1","EDNRA","SH3BGR","SETD7","SIK1","REG3G","HAND2","TSHZ3","ATP2B4","TPM1","HSPB6","CLCA4","PCDHGA2","ADCY9","ARG2","AFAP1","FBXL7","NCALD","PRELP","EPHA3","KLF2","NHSL2","NRP2","NLRP6","GYG1","KIAA0408","CLIC4","MEIS2","UNC5C","PAPPA","GPBAR1","MSRB3","NPAS4","ITPR1","LMOD1","ATF7","SRPX","CCDC80","AKAP2","CALCOCO1","ZNF25","ZBTB47","LOC653653","KIAA0427","LSM11","PLAC9","PRKG1","ATF3","PDE1C","PSD","TBX5","CPEB1","LOC646851","HTR1B","FSHR","C4A","PGR","BAG2","COL11A1","ACTA1","ANGPT1","NFATC1","RBPMS2","PREX2","FAM36A","LRRK2","C8orf85","NOTO","HMGCLL1","PRKACB","LONRF2","CSRNP1","LGI1","CMTM5","LOC100302650","ACTA2","C21orf34","FLNA","PLCL1","RAB11FIP2","ASB1","AG2","ADCY5","ABCD2","JPH2","SGCD","MID2","PLK3","HSPB3","SIM2","INPP5A","FAM13B","SPEG","HLF","SCN2B","DUSP19","NBLA00301","TMOD1","PPP1R3B","ENOX1","NEK7","C15orf51","CSDE1","SH3BGRL","HPSE2","COLEC12","ZHX3","CYP19A1","MTMR12","BOC","ANGPTL7","MYL6","SYNE1","PLIN4","KCNJ8","CASQ2","NFIA","FAM150B","ANGPTL5","CA5B","ADAMTS1","ZMYND11","MAP1A","ZNF442","C3","FAM180B","GUCA1C","PPP1R15A","EGR2","LRRTM1","REEP1","FNBP1","PTRF","DDR2","PABPC5","MRGPRD","LIMS2","ANKS1B","LOC144742","DCHS1","FILIP1L","FOXN3","IFI44","OSBPL10","VLDLR","MCAM","CCDC69","ABI3BP","MEF2A","AOX1","NR4A2","POU2F2","DIXDC1","PARVA","APBB2","PRKAG2","CA14","WDR67","MOB2","AADACL4","BMPR1A","PTGS1","PBX3","CGNL1","BCHE","NR3C2","MRAS","KLHL13","FXYD1","JAZF1","TACR3","JMY","ITGA7","CNRIP1","ARHGAP10","UBE2Q2","RCAN2","KLHL10","SERTAD1","GPC6","TCEAL3","ACTN2","DSTN","ITGA1","SLC30A4","LMO3","F10","PPP1R12C","FAM54B","NLGN1","PCP4","FGF6","SLITRK2","NCRNA00175","CREM","IGF2BP3","SLC2A4","CAMK2G","CHRDL1","ARHGEF17","ADAMTSL3","SNX9","FERMT2","KCNMB1","HOXC6","CACNB2","MAP1LC3C","ANGPTL1","KIAA1377","ZFHX4","ATP1A2","TGFB1I1","PDE5A","AMOTL1","ITGA9","FAM71A","C20orf166","PTPN21","FAM48B1","KLHL5","FAM135B","LRRC15","KLKP1","CYTL1","ST8SIA1","ARHGAP1","CDR2L","RND3","PYGM","FYN","DCAF12L2","SDC3","ROR1","KIAA1462","RAP1A","KLHDC5","ODF3L1","C10orf72","NECAB1","SVEP1","CRTAP","PCDHGA12","AGTR1","NCRNA00110","ZBTB16","ASPA","ACTC1","IL17RD","CAPZA2","PODN","SYNPO2","NR4A1","ACTN1","MYL10","FBLN5","KCNB1","PHKG1","FOXF1","LIF","ANKRD44","FLNC","TSPAN2","P2RX7","SRF","TMEM132C","SNORA39","RAMP1","SPIRE1","PGM5P2","NR4A3","ACSM5","CFL2","PNMA1","FZD7","KLF12","SGCB","PRUNE2","C16orf45","MKX","TFR2","COL19A1","MAGI2","ADD1","ITPK1","ROR2","CXCL12","CNTN1","C9orf53","MYL9","ITGB3","GPC4","PALLD","ANKRD29","C5orf41","PCDHGA11","FAM69A","LPPR5","CLEC3A","RNF180","RRAS","ARMCX1","MYOT","ADARB1","PALM2-AKAP2","COX7A1","C7orf58","LRCH1","MECP2","FGF2","ZYG11B","MEF2D","TMOD4","GSTM5","RSU1","CYP11B1","C1orf70","PRG4","DTNA","FOXP2","ZFPM2","FAM155A","SMTN","C20orf200","NAGS","ARHGAP39","WNK1","SNORA21","NACC2","ROCK1","AKT3","VSTM2A","LYVE1","CLIP3","ZAK","FOS","C1orf116","FAM138B","SLAIN2","PGM5","GCOM1","LTBP4","HPD","NFIC","FHL1","LOC401093","STARD13","ANGPTL2","ZEB1","TIPARP","PRKAB2","PMP2","PAMR1","C6orf142","LOC100128554","PLP1","TP53INP2","LRRC7","GNG11","SH3D19","GATA6","C4orf49","SNED1","PRDM6","FBXL21","C7","RPTOR","LRRC4B","RASL12","SOX17","FGF7","CRLF2","PPP1R1A","MIDN","PRDM8","WBSCR17","GEFT","RERG","BNC2","FAM190B","ABCA9","RUNX1T1","C13orf36","BHMT2","PCDH7","C17orf102","IL17A","TENC1","ARL14","KCNIP3","TMEM55A","RNF115","BCL2L2","CNIH4","FAM189A2","CASP12","MARCH2","HIF3A","ADAM33","SOBP","FMO2","RGS2","PCOLCE2","MYH11","DOCK11","KIAA1614","PRKAA2","NTRK3","GPR3","TMEM35","MAP6D1","HCFC2","CYP2U1","KY","LOC100128239","MASP1","MAMDC2","C17orf91","TCAM1P","ST3GAL3","LRFN5","AOC3","APOLD1","RAI2","LOC158696","PTBP2","GSN","TAAR1","GNAL","CALD1","PPP1R12A","RAB33B","ITGA5","TULP2","KCNMA1","SDC2","SELE","DUSP4","SCUBE3","SLC24A3","ITPKB","MORN5","GPR15","MRVI1","OR2L13","PEX14","CDC42BPA","LOC144571","GTF2A1L","CD200R1L","KLHL30","PLSCR4","HGF","CBX7","LRRC70","PDK4","CACNA1H","C3orf70","BCL10","P2RY14","RUSC2","MACF1","DISP1","PTGS2","C3orf18","PRICKLE1","TRAK2","C22orf39","SLIT2","FSTL1","LEAP2","CACNA1C","SALL4","PDE4B","EBF2","PDZRN4","LOC92973","EPHA2","USP2","ETS2","MRGPRF","LPPR4","C3orf45","PIP5K1C","HERC1","KANK2","HRNBP3","PKDCC","MPP2","PIM1","CAMK2A","SHISA6","FAM107A","NFASC","TWIST2","CYBRD1","TRPC3","DES","COL13A1","TLN1","LRCH2","VPS37B","PDE2A","FYCO1","GP9","SNORA72","ALDH1L2","EZH1","BDKRB1","COL7A1","WIPF1","DUSP3","OCRL","NEGR1","EPHB1","PPP1CB","KLF6","ZCCHC24","CPNE6","EPHA6","FGF10","TEAD1","GAS7","PKD2","CHRM3","IL7R","SLMAP","NTF3","SOCS3","SIK2","RBM9","TOR1AIP1","CHRM2","TNFAIP3","NTNG1","TNXB","MAOB","PCDHGA6","LPIN1","GNAO1","TRIM63","TRPA1","TPM2","HIST3H2BB","LOC441869","ZCWPW2","LOC100192378","JUNB","LIX1L","CILP","HHIP","TSC22D2","SVIL","LIPI","PKIG","KIAA1644","MYOM1","LMX1A","DENND5A","MYLK","TICAM1","CDKN2A","COL21A1","CXCL2","MAP4","CCT6P1","STAT5B","B3GALT2","LOC441177","SLIT3","CDKL1","FBXO30","EPHA7","SLC8A1","LOC92249","SEC23A","RXRG","FAM160B1","OSBPL1A","ADRA1A","FAM138F","IGF2BP2","DCN","TNS1","NT5DC3","SPATA4","KLF17","LCN6","PPP3CB","SORCS1","LOC283856","HBA1","DCUN1D3","SMOC2","PLA2G5","ANKRD40","MYOCD","ANXA6","ADCY2","MYO9A","KATNAL1","LOC728264","CD302","ANKRD57","PDE3B","CXorf1","P2RX1","SDPR","RXFP3","PPAP2B","FAM26E","CLIP1","SGCA","SLC25A23","C6orf168","CC2D2A","TTLL7","LOC399959","PIP5KL1","MAGEA3","FGL2","RASSF2","C9orf100","SORBS2","TRIB1","POPDC2","HIST1H2BM","SNX27","GJC1","MUSK","DPT","ABCC9","PER2","RHOJ","LOC283174","KLRB1","FOXJ2","ZEB2","DARC","GABRG1","TACR2","LAMA2","LOC644538","MYOC","HDAC4","NCS1","CSAG2","PDE1A","SALL1","SORBS1","FAT3","SNPH","ZFP106","ZBTB4","ROCK2","FAM46B","MITF","ASTL","PTH1R","MBNL1","MPDZ","C16orf89","DIP2C","CAP2","PRIMA1","MAFF","CORO1C","ADH1A","PDLIM7","CDKN2BAS","CCDC50","ADH1B","ARHGAP20","RANBP3L","LRRC3B","ILK","XKR4","RGS22","TMEM196","GLP2R","IGSF9B","MYADM","WFS1","PRKCB","CLDN4","PLCD4","MXRA7","ABCB5","C20orf194","WFDC1","PHLDA1","GPR124","MYL3","KCNK3","EGR1","RECK","CSF3","hsa-miR-708-3p","hsa-miR-582-5p","hsa-miR-330-3p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-193b-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-340-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-205-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-106a-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-185-3p","hsa-miR-335-5p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-339-3p","hsa-miR-128","hsa-miR-3677-3p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-345-5p","hsa-miR-218-5p","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-429","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-744-3p","hsa-miR-222-5p","hsa-miR-30a-3p","hsa-miR-16-2-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-431-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-654-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-miR-1976","hsa-let-7i-3p","hsa-miR-9-5p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-miR-455-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-10b-3p","hsa-miR-378c","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-1296","hsa-miR-629-5p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-34a-5p","hsa-miR-30c-5p","hsa-miR-133a","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-942","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-708-5p","hsa-miR-501-3p","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-let-7e-3p","hsa-miR-17-5p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-410","hsa-miR-195-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1
