"TTC36","MAP6","LOC157381","RNF150","PDZRN3","KCNN2","MLNR","PPP1R14D","GPR78","SLC26A7","PARK2","ASB5","LIPF","TXNDC5","BLVRA","BMP6","NPR2","GDEP","LPAR3","SCN7A","C17orf39","GPR112","TMPRSS11BNL","SLC23A1","PHOX2A","FILIP1","ABCG8","CLEC3B","BBOX1","TNFRSF17","MS4A10","STON1","GRIA4","PLN","CNTNAP3","C8orf46","AP4S1","TUBAL3","MBOAT4","NEXN","ATP6V1G2","ITPKA","TIAM1","S100A8","ANTXR2","SATB1","PGLYRP2","GHR","CELF2","GJB2","POU6F1","C6orf105","DNAJB5","MAPK4","TTC22","NCAM1","DSG3","GFRA1","GUCY1B3","JAM2","LRRC49","GLTP","RASGEF1C","F2R","C2orf40","EIF4E3","CKMT2","PRICKLE2","PTF1A","CDON","PRAP1","MTTP","C15orf33","NME5","DHRS7C","EPM2A","FIGF","SLC2A5","CDKL3","AHNAK","FAM83C","JAM3","SOX10","ABI2","TPD52L1","NOS1","BRCA1","SCNN1B","CFD","ANGPTL6","ANKRD35","CTNNA2","NOVA1","EVPL","EFHA2","PEBP4","PAIP2","DLG2","SLC5A7","RBPMS","HCN1","SFRS5","LOC100302640","KCNQ5","TCEAL1","PPAPDC3","HSPB7","AKR1C3","DMGDH","ADCYAP1R1","NKAPL","SLC7A9","PER3","VIT","TUBB6","PRNP","YPEL5","B3GNT8","ALDOB","TMEM71","STXBP2","S100A9","C6orf225","ASB11","ALOX12","LASS3","EML1","LDHD","VWC2","CPO","ADAMTS2","NPAS1","PJA2","CIDEB","CDKL2","ARL4D","C9orf172","ACACB","WISP2","DNAJC18","SLC25A4","STMN4","C9orf47","TBC1D1","ZBTB7C","ENHO","TSPYL2","AARSD1","TIMP3","STRN3","PXMP2","CSRP1","FLJ13197","LY9","DUOXA1","GLOD5","TMEM150B","SERPINB2","VCL","IL11RA","ITGB1BP2","IL13RA2","RAET1E","FXYD6","CCDC146","SCUBE1","GRIK3","MPZ","DMD","OLFM3","FAM46C","SLC25A34","MAP1B","MPL","OTOP2","MAPT","LOH12CR2","BTG2","TOM1L2","BTBD11","HOXC10","FAM124A","KHK","GLCCI1","BCAP29","LOC645323","MGC42105","CHL1","NIPAL4","FBXL22","SLURP1","SPARCL1","IVL","PLEKHO1","PRSS21","SPRR3","RABGAP1","EID1","PHOX2B","PCP4L1","IL17B","CCDC120","KCNH2","TRPC4","TRIM6","POU2AF1","SLC10A4","RHOB","RBPJL","AP1S2","DCT","SYNM","TMEM82","BHLHA15","FLJ41941","CAND2","TAGLN3","TCEAL2","DSP","SPINK2","PAX9","ARSF","SHISA9","LPP","CACNA2D3","LOC572558","SMPX","CDH19","AKAP6","PRHOXNB","ZNF185","HSPA12A","CCDC147","CTNNA3","TNFSF12","GLRA4","LGI4","KRT15","GNG3","SYTL1","PFKM","IGJ","ENDOU","CAPN8","TRIM50","BBS1","BCMO1","CAMK1","TTC7B","TACC1","ITIH5","AQP11","LRRC52","C1orf94","ANXA8","RYR2","CYP2C18","VSIG10L","MOGAT2","FAM129A","DACT3","CIDEC","PITPNM3","TANC1","NCCRP1","FAM19A4","CAPN14","GPRASP1","FABP1","BAI3","PDLIM3","RYR3","GPR135","TMPRSS11B","APOA4","ATP1B2","SLC9A4","C6orf186","DGAT1","C1orf190","SIGLEC11","GPER","CSDA","PNOC","DYNC1I1","KCNA5","SPAG8","GDPD2","PPP1R12B","BFSP2","P2RY2","PGC","TGFBR3","KLF8","CCDC46","PTN","ASB2","CSTB","EHD3","HSPB8","BVES","PTPLA","DIRC3","DCLK2","HOOK3","SH3BGR","CEBPD","EPGN","HAND2","ATP2B4","TPM1","BTNL8","PARD3","HSPB6","LOC96610","CLCA4","CEACAM18","FBXL7","NCALD","AHNAK2","TXNDC11","CADM3","MGAM","DERL3","C18orf26","NRP2","MPPED2","CCDC70","PRKCD","UBE2G1","COL5A2","KIAA0408","ASB16","FAM127C","SOX21","GPRASP2","MSRB3","SPAG17","ANXA8L1","ICA1L","NPAS4","LMOD1","FAM92B","CYP4F2","IGSF11","CALCOCO1","PEG3","ZNF25","CDH22","CRNN","ZBTB47","FAT2","BRSK1","LOC653653","MUC21","VSIG2","C8orf80","PDLIM2","FABP2","BMPER","PART1","SERPINB13","PSD","CPEB1","KLHL21","PGR","HFM1","WHAMML1","ANGPT1","ABCC13","DZIP1","RBPMS2","PTCHD1","FAM36A","HMGCLL1","TSLP","ST8SIA3","LONRF2","IKZF2","PHYHIP","HRASLS2","CAV1","APBB1","CREB3L3","FAM101A","CMTM5","ACTA2","CRISP3","EPHA4","AKR1C2","FLNA","HAPLN4","USH1G","KRT13","PLCL1","MGC29506","ANXA1","PPFIA4","MYST2","GYS2","MGC57346","TNNI3K","JPH2","LRRC10B","EPN2","MID2","CALM1","CAB39L","SCNN1G","INPP5A","SPEG","ERRFI1","HLF","NBLA00301","TMOD1","PNCK","BTNL3","BBS2","SYNGR1","CSDE1","SH3BGRL","RIC3","FGFBP2","BEST4","REEP2","SCMH1","WDR47","PITX1","SPINK8","PLIN3","ANGPTL7","CRY2","TRIM29","MYL6","MMD2","KLF9","C1orf210","GPD1","PLIN4","LOC84740","ZMYND11","FAM180B","NMBR","VILL","CRYZL1","PGLYRP3","TMPRSS11A","LRRC4C","ATP13A5","REEP1","MS4A8B","BARX1","HSPA2","ADAD2","NUDT22","KCNK7","SLC35F1","LIMS2","ANKS1B","ALOX15B","MYO1A","SOX15","GAS1","PHC1","CCDC69","CYP4B1","ABI3BP","RBM24","DIXDC1","RFX2","ZBTB7B","CD79A","ZSCAN18","CA14","TMEM43","BMPR1A","GALE","OSTalpha","PBX3","PRRT1","GCNT4","GBP6","CLDND1","IL20RB","WHAMML2","FXYD1","PPP1R13L","JMY","ITGA7","SLC9A3R1","NPR1","ARHGAP10","ATP4B","KLHL10","FEZ1","SMYD1","KCNA1","C12orf39","RNF222","ADAM6","LDB3","MYOZ2","DSTN","RNF11","LOC100128977","LMO3","RGS9BP","FAM54B","C20orf27","PCP4","LOC150622","ACSBG1","IRF4","MAPK10","ITGB7","SLC2A4","CAMK2G","PAR-SN","SEPT5","ADAMTSL3","ALK","GK3P","SGEF","FERMT2","KCNMB1","NPHP1","SLC23A3","CACNB2","ANGPTL1","ATP1A2","TGFB1I1","GIP","PPL","AMOTL1","IPW","SLC5A5","SLC22A17","TMED6","DNAJC27","DHRS1","C10orf129","NRG2","PYGM","CEACAM20","APOBEC1","GRIK2","RAP1A","AMPD1","GRIK5","GATSL3","FOXN1","FEV","NECAB1","CCDC13","FLRT1","SCEL","SLC25A20","SSR4","SBSN","GFRA2","LYPD3","ATCAY","AQP4","KCNB1","C1QTNF3","CALML3","COL4A5","FOXF1","FOXF2","KCNA3","LRP1B","TSPAN2","SRF","UBE2J1","C5orf4","CCKBR","CFL2","MEIS1","PNMA1","SGCB","PDZD4","EMP1","TMEM100","PRUNE2","TPRG1","ADH7","KIAA1737","PSAPL1","CEND1","C16orf45","MEP1B","MKX","TMTC1","C5orf45","ATP2B3","DAK","CPNE5","TRPC1","CA7","MAGI2","SLC34A1","CD27","ESRRB","ROR2","RGAG4","MYL9","PTGR1","CORO2B","SELENBP1","TCF7L1","BNIPL","PALLD","TGM5","BAG3","LPPR5","GPM6B","PHF13","ARMCX1","MYOT","COX7A1","C7orf58","KLF10","FGF2","ZYG11B","LTF","NAP1L2","IRX4","MPP7","SERPINI2","C1orf70","PRSS27","FOXP2","HSD17B2","ZFPM2","MFSD4","SMTN","C20orf200","MEI1","KIAA0232","AIM1L","RBM20","CAPNS2","KIAA2022","MYEF2","VSTM2A","LYVE1","CLIP3","C9orf169","NDRG4","ICAM3","KLC1","AKTIP","ZAK","GIF","PADI1","DGKG","PKP1","C9orf9","FICD","SLC28A1","SLAIN2","PGM5","GCOM1","OTOP3","FHL1","LOC401093","OCEL1","HIPK4","LOC642587","MIXL1","KLHDC1","CLCA2","C15orf17","EID3","GBA3","KCTD8","ZEB1","SLC18A3","CRYL1","DHRS11","PMP2","ALDH3B2","PLP1","PLEKHJ1","HOXC11","ACY1","GRHL3","SOSTDC1","ITLN2","PPP1R1A","SPHKAP","SLC13A4","CACNG7","PRDM8","ELAVL3","GRIP1","ZNF781","ESRRG","TMEM92","TRPS1","GEFT","RERG","TOM1","NFE2L2","KIRREL3","BHMT2","ZNF34","FBXL5","CADM2","SSBP2","DKFZp434J0226","TMEM55A","BCL2L2","C19orf77","ZNF471","SLC6A11","DAAM1","CAPN9","GPR155","SOBP","BTC","ATP12A","FMO2","RGS2","NNAT","XBP1","CALY","MYH11","C9orf7","MXI1","LRRC4","STX2","CHODL","KIAA1614","PRKAA2","ARL3","TMEM35","CYTIP","GPR44","TMEM54","KY","TEAD3","FYTTD1","MAMDC2","ST3GAL3","LIX1","AQP7P3","FOXA3","PTBP2","EFS","NAP1L5","RNF217","CDHR5","INA","TGM1","PLIN5","S100B","SLC8A2","CALD1","ATP4A","PRRT4","SLC13A2","PPP1R12A","CXorf21","KCNMA1","TJP1","ANXA8L2","TUBA1A","MORN5","REV1","PAR5","ZG16","SGCE","LOC144571","SLC5A1","NRXN1","PCK1","PCNP","TSC22D1","SEC14L2","CBX7","NEFM","BCL6","EAF2","DPP6","PDK4","CACNA1H","C3orf70","RUSC2","FABP12","MUC15","RAB27A","C3orf18","DNAH11","TRIM40","C22orf39","LY6H","RNF112","TM6SF2","TMEM40","SCHIP1","MEP1A","RHCG","KAT2B","JMJD6","C19orf69","PDZRN4","VEZF1","LOC92973","GRHL1","MRGPRF","PIP5K1C","KANK2","SLC25A12","RAB18","C1orf161","GLYAT","DLC1","MPP2","RBP2","SEPT10","CAMK2A","TP53AIP1","TLN1","LRCH2","LOC643008","MOAP1","EZH1","SPAG4","SLC37A4","NEGR1","C2orf65","PDZD2","PPP1CB","MAL","EPHA6","ARPP21","JAKMIP2","TUBG2","CTNNAL1","TEAD1","NACAD","PPP1R3C","DENND2C","PKD2","SLC6A19","SLMAP","RBM9","TOR1AIP1","CHRM2","MAOB","DSC3","TPM2","ZCWPW2","HOXA4","LRP2BP","PLD1","FRMD6","FBP1","C1orf177","CLIP4","SVIL","FAM109A","CORO6","LGI3","SLC46A2","C2orf54","TCEAL6","ZNF425","BARX2","MYOM1","ELMOD1","C15orf52","MYLK","CWH43","COL21A1","C21orf15","SPINK5","PLEKHN1","CIDEA","RETSAT","HOPX","PRPH","GRPR","FBXO30","LOC643763","EPHA7","SLC8A1","SEC23A","TULP3","RXRG","RAET1G","EHBP1","ADRA1A","CBR1","KRT4","SPATA4","LOC283267","RABGEF1","SORCS1","SNX31","IL1RN","BEND5","SMOC2","ANKRD40","PDILT","CALML5","ATL2","CRYBG3","PCDH9","KATNAL1","LOC728264","NCRNA00093","A2ML1","NKIRAS1","RNF165","TMEM79","LGALS9C","CLIP1","CDHR2","TCEAL7","SGCA","GABBR1","HSPB2","C6orf168","CC2D2A","PELI3","AQP3","LOC399959","LY6D","CD300LG","SIX2","POPDC2","KRT5","ZNF750","SLC39A2","C14orf39","GJC1","DPT","RHOJ","LOC283174","TMEM154","KLRB1","HPCAL4","C17orf78","ASAH2","NKX6-2","FAM20B","TACR2","DLK2","MALL","GPR182","C14orf176","SORBS1","ALDH3A1","ADHFE1","ZNF667","CRABP2","RHOQ","FAT3","CKB","ACSL5","FAM46B","SYPL2","MPDZ","DIP2C","SLC27A4","CAP2","PRIMA1","TST","DUOX1","PDLIM7","SERPINB12","IL1F6","LOC389033","ACCN5","ATP2B2","RANBP3L","GSDMC","SLC16A6","DOCK3","FAM25B","NPTX1","XKR4","TMEM196","NRXN3","COPZ2","OSTBETA","HERPUD1","PEPD","PLCD4","BMP3","MXRA7","FBXO32","DSC2","XDH","HRH2","PCK2","KCNK3","hsa-miR-708-3p","hsa-miR-582-5p","hsa-miR-532-3p","hsa-miR-181c-5p","hsa-miR-20b-5p","hsa-miR-32-5p","hsa-miR-425-3p","hsa-miR-222-3p","hsa-miR-361-5p","hsa-miR-221-3p","hsa-miR-146b-3p","hsa-miR-574-3p","hsa-miR-199b-3p","hsa-miR-769-5p","hsa-miR-342-3p","hsa-miR-340-5p","hsa-miR-486-5p","hsa-miR-361-3p","hsa-miR-99b-5p","hsa-miR-192-5p","hsa-miR-15b-3p","hsa-miR-589-5p","hsa-miR-451a","hsa-miR-141-3p","hsa-miR-191-5p","hsa-miR-324-3p","hsa-miR-148a-5p","hsa-miR-190a","hsa-miR-182-5p","hsa-miR-505-3p","hsa-miR-148a-3p","hsa-let-7c","hsa-miR-92b-3p","hsa-miR-99a-5p","hsa-miR-30e-5p","hsa-miR-193a-5p","hsa-miR-215","hsa-let-7i-5p","hsa-miR-181a-5p","hsa-miR-425-5p","hsa-miR-889","hsa-miR-106b-5p","hsa-miR-424-5p","hsa-miR-660-5p","hsa-miR-192-3p","hsa-miR-199a-5p","hsa-miR-101-3p","hsa-miR-144-5p","hsa-miR-106a-5p","hsa-miR-181a-2-3p","hsa-miR-127-5p","hsa-miR-142-5p","hsa-miR-339-5p","hsa-miR-10b-5p","hsa-miR-29a-5p","hsa-let-7a-5p","hsa-miR-132-3p","hsa-miR-26a-5p","hsa-miR-19b-3p","hsa-miR-484","hsa-miR-379-5p","hsa-miR-342-5p","hsa-miR-23b-3p","hsa-miR-21-3p","hsa-miR-27a-3p","hsa-miR-652-3p","hsa-miR-382-5p","hsa-miR-22-3p","hsa-miR-17-3p","hsa-miR-140-3p","hsa-miR-625-3p","hsa-miR-29a-3p","hsa-miR-126-3p","hsa-miR-502-3p","hsa-miR-128","hsa-miR-500a-5p","hsa-miR-497-5p","hsa-miR-143-3p","hsa-miR-30d-3p","hsa-miR-542-3p","hsa-miR-423-5p","hsa-miR-766-3p","hsa-miR-452-5p","hsa-miR-493-5p","hsa-miR-218-5p","hsa-miR-511","hsa-miR-93-3p","hsa-miR-223-3p","hsa-miR-151a-5p","hsa-miR-29b-2-5p","hsa-miR-16-5p","hsa-miR-125a-5p","hsa-miR-374a-3p","hsa-miR-150-5p","hsa-miR-337-3p","hsa-miR-186-5p","hsa-miR-99b-3p","hsa-miR-23a-3p","hsa-miR-134","hsa-miR-106b-3p","hsa-miR-30a-3p","hsa-let-7f-5p","hsa-miR-598","hsa-miR-27b-3p","hsa-miR-19b-1-5p","hsa-miR-2355-5p","hsa-miR-29b-3p","hsa-miR-139-5p","hsa-miR-19a-3p","hsa-miR-152","hsa-miR-200c-3p","hsa-miR-335-3p","hsa-miR-431-3p","hsa-miR-203a","hsa-miR-29c-3p","hsa-miR-331-3p","hsa-miR-654-3p","hsa-miR-320b","hsa-miR-576-5p","hsa-miR-30e-3p","hsa-miR-3127-5p","hsa-let-7d-3p","hsa-miR-376c-3p","hsa-miR-143-5p","hsa-miR-140-5p","hsa-miR-30b-5p","hsa-miR-374a-5p","hsa-let-7a-3p","hsa-miR-146a-5p","hsa-miR-1287","hsa-miR-500a-3p","hsa-miR-181a-3p","hsa-miR-455-3p","hsa-let-7g-3p","hsa-miR-9-5p","hsa-let-7i-3p","hsa-miR-22-5p","hsa-miR-365a-3p","hsa-let-7d-5p","hsa-miR-423-3p","hsa-miR-145-3p","hsa-miR-181b-5p","hsa-miR-200b-3p","hsa-miR-455-5p","hsa-let-7g-5p","hsa-miR-210","hsa-miR-33a-5p","hsa-miR-25-3p","hsa-miR-214-5p","hsa-miR-142-3p","hsa-miR-744-5p","hsa-miR-30c-2-3p","hsa-miR-320a","hsa-miR-378c","hsa-miR-28-5p","hsa-miR-338-3p","hsa-miR-28-3p","hsa-miR-330-5p","hsa-miR-532-5p","hsa-miR-26b-5p","hsa-miR-328","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-181c-3p","hsa-miR-20a-5p","hsa-let-7b-5p","hsa-miR-378a-5p","hsa-miR-193a-3p","hsa-miR-146b-5p","hsa-miR-378a-3p","hsa-miR-98-5p","hsa-miR-1","hsa-miR-15b-5p","hsa-miR-409-3p","hsa-miR-34a-5p","hsa-miR-500b","hsa-miR-30c-5p","hsa-miR-107","hsa-miR-375","hsa-miR-183-5p","hsa-miR-196b-5p","hsa-miR-199a-3p","hsa-miR-942","hsa-miR-100-5p","hsa-miR-155-5p","hsa-miR-181d","hsa-miR-200a-3p","hsa-miR-126-5p","hsa-miR-454-3p","hsa-miR-27b-5p","hsa-miR-450b-5p","hsa-miR-1180","hsa-miR-26b-3p","hsa-miR-381-3p","hsa-miR-21-5p","hsa-miR-27a-5p","hsa-miR-151a-3p","hsa-miR-7-1-3p","hsa-miR-17-5p","hsa-miR-1266","hsa-miR-301a-3p","hsa-miR-24-1-5p","hsa-miR-3065-3p","hsa-miR-224-5p","hsa-miR-199b-5p","hsa-miR-127-3p","hsa-miR-758-3p","hsa-miR-200a-5p","hsa-miR-145-5p","hsa-miR-10a-5p","hsa-miR-374b-5p","hsa-miR-194-5p","hsa-miR-125b-5p","hsa-miR-24-2-5p","hsa-miR-324-5p","hsa-miR-362-5p","hsa-miR-93-5p","hsa-miR-185-5p","hsa-miR-92a-3p","hsa-miR-193b-3p","hsa-let-7b-3p","hsa-miR-584-5p","hsa-miR-141-5p","hsa-miR-24-3p","hsa-miR-628-5p","hsa-miR-197-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-1301","hsa-miR-195-5p","hsa-miR-18a-5p","hsa-miR-30d-5p","hsa-miR-1307-3p","hsa-miR-29c-5p","hsa-miR-136-5p","hsa-miR-582-3p","hsa-miR-15a-5p","hsa-miR-671-5p","hsa-miR-103a-3p","hsa-miR-664a-3p","hsa-miR-212-3p","hsa-miR-874","hsa-let-7e-5p","hsa-miR-30a-5p"
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,1,0,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-1,1,0,1,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
